"cnty_fips","display_name","Value","theme_range","airqual","PARKS","sev_housing"
29225,"""Webster, (MO)""",100.3,"91.4 - 108.6 (588)",9.6,14,14.6
29229,"""Wright, (MO)""",211.8,"131.1 - 349.8 (586)",9.5,10,15
47005,"""Benton, (TN)""",183.9,"131.1 - 349.8 (586)",10,0,15.1
47017,"""Carroll, (TN)""",244,"131.1 - 349.8 (586)",10.2,7,13.9
47023,"""Chester, (TN)""",160.6,"131.1 - 349.8 (586)",9.7,5,15.6
47033,"""Crockett, (TN)""",199.2,"131.1 - 349.8 (586)",10.1,4,13.3
47039,"""Decatur, (TN)""",161.3,"131.1 - 349.8 (586)",9.7,2,14.5
47043,"""Dickson, (TN)""",177,"131.1 - 349.8 (586)",10.2,2,11.6
47045,"""Dyer, (TN)""",229.8,"131.1 - 349.8 (586)",10.2,2,11.3
47047,"""Fayette, (TN)""",131.1,"131.1 - 349.8 (586)",10,0,14.5
47053,"""Gibson, (TN)""",202.7,"131.1 - 349.8 (586)",10.4,16,15.1
47069,"""Hardeman, (TN)""",150.8,"131.1 - 349.8 (586)",9.7,1,19.2
47071,"""Hardin, (TN)""",245.4,"131.1 - 349.8 (586)",9.8,3,14.3
47075,"""Haywood, (TN)""",176.1,"131.1 - 349.8 (586)",10,0,19.6
47077,"""Henderson, (TN)""",127.2,"108.7 - 131.0 (582)",9.9,7,11.7
47079,"""Henry, (TN)""",198.9,"131.1 - 349.8 (586)",10.4,4,12.6
47081,"""Hickman, (TN)""",108.9,"108.7 - 131.0 (582)",9.8,3,15.1
47083,"""Houston, (TN)""",201.6,"131.1 - 349.8 (586)",10,5,13.7
47085,"""Humphreys, (TN)""",216.4,"131.1 - 349.8 (586)",10,0,11.6
47095,"""Lake, (TN)""",158.8,"131.1 - 349.8 (586)",10.7,6,10.9
47097,"""Lauderdale, (TN)""",180.3,"131.1 - 349.8 (586)",10.2,8,19.1
47099,"""Lawrence, (TN)""",138.3,"131.1 - 349.8 (586)",9.9,8,14.3
47101,"""Lewis, (TN)""",177.5,"131.1 - 349.8 (586)",9.5,1,11.5
47109,"""McNairy, (TN)""",185.5,"131.1 - 349.8 (586)",9.9,0,13.8
47113,"""Madison, (TN)""",118.7,"108.7 - 131.0 (582)",10,4,17.8
47125,"""Montgomery, (TN)""",119.5,"108.7 - 131.0 (582)",9.6,5,14.2
47131,"""Obion, (TN)""",136.8,"131.1 - 349.8 (586)",10.9,2,13.1
47135,"""Perry, (TN)""",226.8,"131.1 - 349.8 (586)",9.5,1,14.6
47157,"""Shelby, (TN)""",104,"91.4 - 108.6 (588)",9.5,44,21.3
47161,"""Stewart, (TN)""",132.5,"131.1 - 349.8 (586)",10.3,4,14.7
47167,"""Tipton, (TN)""",137.1,"131.1 - 349.8 (586)",10.1,8,13
47181,"""Wayne, (TN)""",176.6,"131.1 - 349.8 (586)",9.7,3,11.5
47183,"""Weakley, (TN)""",121.3,"108.7 - 131.0 (582)",10.6,3,14.6
17001,"""Adams, (IL)""",105,"91.4 - 108.6 (588)",10.7,45,11.7
17005,"""Bond, (IL)""",125.8,"108.7 - 131.0 (582)",11.3,21,13.9
17007,"""Boone, (IL)""",75.4,"28.0 - 75.9 (591)",11.4,49,15
17009,"""Brown, (IL)""",-1,,10.3,7,7.8
17011,"""Bureau, (IL)""",105.6,"91.4 - 108.6 (588)",11.5,31,11
17013,"""Calhoun, (IL)""",115.7,"108.7 - 131.0 (582)",10.8,0,10.7
17015,"""Carroll, (IL)""",121.1,"108.7 - 131.0 (582)",10.7,21,11.3
17017,"""Cass, (IL)""",105.7,"91.4 - 108.6 (588)",10.8,44,11
17019,"""Champaign, (IL)""",63.1,"28.0 - 75.9 (591)",11.8,66,20.1
17021,"""Christian, (IL)""",111.8,"108.7 - 131.0 (582)",11.5,25,11.5
17023,"""Clark, (IL)""",103.8,"91.4 - 108.6 (588)",11.4,16,8.7
17025,"""Clay, (IL)""",82.8,"76.0 - 91.3 (584)",11.6,19,9.7
17027,"""Clinton, (IL)""",108.6,"91.4 - 108.6 (588)",11.6,18,9.2
17029,"""Coles, (IL)""",88.9,"76.0 - 91.3 (584)",11.6,48,16.4
17031,"""Cook, (IL)""",84,"76.0 - 91.3 (584)",15,72,23.6
17033,"""Crawford, (IL)""",112.8,"108.7 - 131.0 (582)",11.7,32,11.8
17035,"""Cumberland, (IL)""",78.7,"76.0 - 91.3 (584)",11.6,22,10.3
17037,"""DeKalb, (IL)""",87.2,"76.0 - 91.3 (584)",12.1,53,20.8
17039,"""De Witt, (IL)""",122.7,"108.7 - 131.0 (582)",11.5,54,8.6
17041,"""Douglas, (IL)""",50.3,"28.0 - 75.9 (591)",11.5,36,13
17043,"""DuPage, (IL)""",66.1,"28.0 - 75.9 (591)",13.2,81,16.4
17045,"""Edgar, (IL)""",91.8,"91.4 - 108.6 (588)",11.3,27,11.8
17047,"""Edwards, (IL)""",149.8,"131.1 - 349.8 (586)",11.7,27,9.1
17049,"""Effingham, (IL)""",71.8,"28.0 - 75.9 (591)",11.8,28,8.9
17051,"""Fayette, (IL)""",98.5,"91.4 - 108.6 (588)",11.5,23,10
17053,"""Ford, (IL)""",117.4,"108.7 - 131.0 (582)",11.5,56,10.6
17057,"""Fulton, (IL)""",112.3,"108.7 - 131.0 (582)",11.2,28,11
17061,"""Greene, (IL)""",121.9,"108.7 - 131.0 (582)",10.8,35,11.2
17063,"""Grundy, (IL)""",94.4,"91.4 - 108.6 (588)",12,22,16.6
17067,"""Hancock, (IL)""",100.4,"91.4 - 108.6 (588)",10.8,29,9.1
17071,"""Henderson, (IL)""",111.6,"108.7 - 131.0 (582)",10.7,3,7.5
17073,"""Henry, (IL)""",90,"76.0 - 91.3 (584)",11.3,48,9.2
17075,"""Iroquois, (IL)""",120.6,"108.7 - 131.0 (582)",11.7,28,14.7
17079,"""Jasper, (IL)""",110.7,"108.7 - 131.0 (582)",11.6,16,7.1
17083,"""Jersey, (IL)""",142.4,"131.1 - 349.8 (586)",11,6,10.1
17085,"""Jo Daviess, (IL)""",70.2,"28.0 - 75.9 (591)",10.3,16,11.6
17089,"""Kane, (IL)""",65.5,"28.0 - 75.9 (591)",12.8,59,19
17091,"""Kankakee, (IL)""",94.8,"91.4 - 108.6 (588)",12.3,49,16.6
17093,"""Kendall, (IL)""",60.5,"28.0 - 75.9 (591)",12.4,29,13.9
17095,"""Knox, (IL)""",118,"108.7 - 131.0 (582)",11.1,36,12.2
17097,"""Lake, (IL)""",61.9,"28.0 - 75.9 (591)",12.6,72,18
17099,"""LaSalle, (IL)""",107.6,"91.4 - 108.6 (588)",12,49,13.4
17101,"""Lawrence, (IL)""",107.7,"91.4 - 108.6 (588)",11.8,28,9
17103,"""Lee, (IL)""",77.3,"76.0 - 91.3 (584)",11.4,39,9.9
17105,"""Livingston, (IL)""",108.6,"91.4 - 108.6 (588)",11.6,51,10.1
17107,"""Logan, (IL)""",81,"76.0 - 91.3 (584)",11.5,46,9.6
17109,"""McDonough, (IL)""",96.6,"91.4 - 108.6 (588)",10.8,45,18.1
17111,"""McHenry, (IL)""",80.8,"76.0 - 91.3 (584)",12.1,62,15.7
17113,"""McLean, (IL)""",82.2,"76.0 - 91.3 (584)",11.7,44,13.2
17115,"""Macon, (IL)""",58.8,"28.0 - 75.9 (591)",11.8,51,13.2
17117,"""Macoupin, (IL)""",89.8,"76.0 - 91.3 (584)",11.5,23,10.8
17119,"""Madison, (IL)""",108.6,"91.4 - 108.6 (588)",12.6,31,12.6
17121,"""Marion, (IL)""",131.1,"131.1 - 349.8 (586)",11.6,22,14.1
17123,"""Marshall, (IL)""",57.4,"28.0 - 75.9 (591)",11.5,35,9.1
17125,"""Mason, (IL)""",72.5,"28.0 - 75.9 (591)",11.2,10,12
17129,"""Menard, (IL)""",65.3,"28.0 - 75.9 (591)",11.1,20,11.1
17131,"""Mercer, (IL)""",78,"76.0 - 91.3 (584)",10.8,28,7.9
17135,"""Montgomery, (IL)""",82.7,"76.0 - 91.3 (584)",11.4,31,10.7
17137,"""Morgan, (IL)""",122.8,"108.7 - 131.0 (582)",10.9,23,10.7
17139,"""Moultrie, (IL)""",82.2,"76.0 - 91.3 (584)",11.5,11,10.8
17141,"""Ogle, (IL)""",76,"76.0 - 91.3 (584)",11.5,35,12.3
17143,"""Peoria, (IL)""",88.4,"76.0 - 91.3 (584)",11.9,26,14.3
17147,"""Piatt, (IL)""",81.8,"76.0 - 91.3 (584)",11.6,43,7.2
17149,"""Pike, (IL)""",97.3,"91.4 - 108.6 (588)",10.6,34,9.7
17155,"""Putnam, (IL)""",110.4,"108.7 - 131.0 (582)",11.3,18,11.8
17159,"""Richland, (IL)""",113.5,"108.7 - 131.0 (582)",11.7,21,11.4
17161,"""Rock Island, (IL)""",83.3,"76.0 - 91.3 (584)",11,63,14.5
17163,"""St. Clair, (IL)""",99.5,"91.4 - 108.6 (588)",11.9,34,14.5
17167,"""Sangamon, (IL)""",89.1,"76.0 - 91.3 (584)",11.5,51,13.7
17169,"""Schuyler, (IL)""",130.4,"108.7 - 131.0 (582)",10.6,4,7.1
17171,"""Scott, (IL)""",-1,,10.6,24,8
17173,"""Shelby, (IL)""",80.3,"76.0 - 91.3 (584)",11.6,30,9.1
17175,"""Stark, (IL)""",-1,,11,33,8.7
17177,"""Stephenson, (IL)""",66.5,"28.0 - 75.9 (591)",10.7,33,13.4
17179,"""Tazewell, (IL)""",82,"76.0 - 91.3 (584)",12.1,21,9.2
17183,"""Vermilion, (IL)""",125.5,"108.7 - 131.0 (582)",11.6,33,12.4
17185,"""Wabash, (IL)""",77.1,"76.0 - 91.3 (584)",11.8,2,9.7
17187,"""Warren, (IL)""",138.1,"131.1 - 349.8 (586)",10.9,55,11.8
17191,"""Wayne, (IL)""",81.9,"76.0 - 91.3 (584)",11.6,17,7.9
17195,"""Whiteside, (IL)""",126.9,"108.7 - 131.0 (582)",11.2,62,10.7
17197,"""Will, (IL)""",86.7,"76.0 - 91.3 (584)",13.3,51,16.4
17201,"""Winnebago, (IL)""",82.4,"76.0 - 91.3 (584)",11.5,59,17.1
17203,"""Woodford, (IL)""",65.2,"28.0 - 75.9 (591)",11.9,17,8.5
18007,"""Benton, (IN)""",83.6,"76.0 - 91.3 (584)",11,29,10.1
18045,"""Fountain, (IN)""",104.4,"91.4 - 108.6 (588)",11.1,24,9.2
18083,"""Knox, (IN)""",104.1,"91.4 - 108.6 (588)",12.2,31,12.2
18089,"""Lake, (IN)""",99.1,"91.4 - 108.6 (588)",14.3,67,16.7
18111,"""Newton, (IN)""",110,"108.7 - 131.0 (582)",11.7,5,10
18121,"""Parke, (IN)""",124,"108.7 - 131.0 (582)",11.1,11,12.9
18125,"""Pike, (IN)""",86.9,"76.0 - 91.3 (584)",12.3,7,8.7
18153,"""Sullivan, (IN)""",115.5,"108.7 - 131.0 (582)",11.5,32,14.5
18165,"""Vermillion, (IN)""",142.9,"131.1 - 349.8 (586)",11.4,16,9.9
18167,"""Vigo, (IN)""",159.5,"131.1 - 349.8 (586)",11.3,29,15.1
18171,"""Warren, (IN)""",88.4,"76.0 - 91.3 (584)",10.9,16,6.6
19005,"""Allamakee, (IA)""",137.5,"131.1 - 349.8 (586)",8.9,12,8.5
19007,"""Appanoose, (IA)""",122.7,"108.7 - 131.0 (582)",9.2,24,12.2
19011,"""Benton, (IA)""",112.3,"108.7 - 131.0 (582)",9.9,23,9.2
19013,"""Black Hawk, (IA)""",86.5,"76.0 - 91.3 (584)",9.4,27,14.7
19017,"""Bremer, (IA)""",98.1,"91.4 - 108.6 (588)",9.3,24,10.1
19019,"""Buchanan, (IA)""",123.3,"108.7 - 131.0 (582)",9.7,34,9.7
19023,"""Butler, (IA)""",120,"108.7 - 131.0 (582)",9.1,31,8.5
19031,"""Cedar, (IA)""",72.1,"28.0 - 75.9 (591)",10.4,32,8.9
19033,"""Cerro Gordo, (IA)""",113.1,"108.7 - 131.0 (582)",8.6,30,10.6
19037,"""Chickasaw, (IA)""",158.9,"131.1 - 349.8 (586)",8.8,41,8.5
19043,"""Clayton, (IA)""",81.4,"76.0 - 91.3 (584)",9.4,12,10.1
19045,"""Clinton, (IA)""",151.8,"131.1 - 349.8 (586)",10.4,56,12
19051,"""Davis, (IA)""",86.3,"76.0 - 91.3 (584)",9.4,17,13.1
19055,"""Delaware, (IA)""",95.8,"91.4 - 108.6 (588)",9.5,28,10.2
19057,"""Des Moines, (IA)""",106.8,"91.4 - 108.6 (588)",10.7,29,13.7
19061,"""Dubuque, (IA)""",95.3,"91.4 - 108.6 (588)",10.1,32,12.4
19065,"""Fayette, (IA)""",127.2,"108.7 - 131.0 (582)",9.4,45,9.9
19067,"""Floyd, (IA)""",105.3,"91.4 - 108.6 (588)",8.6,51,9
19069,"""Franklin, (IA)""",108.5,"91.4 - 108.6 (588)",8.8,45,10.5
19075,"""Grundy, (IA)""",113.4,"108.7 - 131.0 (582)",9.3,43,7.4
19083,"""Hardin, (IA)""",98.9,"91.4 - 108.6 (588)",9.2,47,7.7
19087,"""Henry, (IA)""",128.8,"108.7 - 131.0 (582)",10.3,35,12.2
19089,"""Howard, (IA)""",211.4,"131.1 - 349.8 (586)",8.3,37,13.2
19095,"""Iowa, (IA)""",102.2,"91.4 - 108.6 (588)",9.9,19,7.5
19097,"""Jackson, (IA)""",108.5,"91.4 - 108.6 (588)",10.2,42,9.2
19099,"""Jasper, (IA)""",78.2,"76.0 - 91.3 (584)",9.4,37,12.1
19101,"""Jefferson, (IA)""",150.6,"131.1 - 349.8 (586)",9.9,49,12.5
19103,"""Johnson, (IA)""",90.4,"76.0 - 91.3 (584)",9.3,67,19
19105,"""Jones, (IA)""",86.2,"76.0 - 91.3 (584)",10,25,8.5
19107,"""Keokuk, (IA)""",103.5,"91.4 - 108.6 (588)",9.8,27,10.5
19111,"""Lee, (IA)""",127.1,"108.7 - 131.0 (582)",10.7,50,11.9
19113,"""Linn, (IA)""",101.8,"91.4 - 108.6 (588)",9.7,68,10.6
19115,"""Louisa, (IA)""",88.5,"76.0 - 91.3 (584)",10.5,7,13.1
19117,"""Lucas, (IA)""",146,"131.1 - 349.8 (586)",9,46,15
19123,"""Mahaska, (IA)""",154.4,"131.1 - 349.8 (586)",9.6,10,11.7
19125,"""Marion, (IA)""",135,"131.1 - 349.8 (586)",9.4,43,10.5
19127,"""Marshall, (IA)""",98.7,"91.4 - 108.6 (588)",9.3,30,11.1
19131,"""Mitchell, (IA)""",162.3,"131.1 - 349.8 (586)",8.2,29,8
19135,"""Monroe, (IA)""",132,"131.1 - 349.8 (586)",9.3,11,13
19139,"""Muscatine, (IA)""",94.6,"91.4 - 108.6 (588)",11.2,44,12
19153,"""Polk, (IA)""",93.8,"91.4 - 108.6 (588)",8.6,56,13.5
19157,"""Poweshiek, (IA)""",108.2,"91.4 - 108.6 (588)",9.6,56,9.2
19163,"""Scott, (IA)""",76,"76.0 - 91.3 (584)",10.3,66,12.5
19169,"""Story, (IA)""",76.3,"76.0 - 91.3 (584)",9.3,40,19.3
19171,"""Tama, (IA)""",84.3,"76.0 - 91.3 (584)",9.5,42,10
19177,"""Van Buren, (IA)""",102.2,"91.4 - 108.6 (588)",9.3,14,9.9
19179,"""Wapello, (IA)""",146.2,"131.1 - 349.8 (586)",9.7,26,14.9
19181,"""Warren, (IA)""",114.3,"108.7 - 131.0 (582)",9.2,27,8.5
19183,"""Washington, (IA)""",85.7,"76.0 - 91.3 (584)",10.3,23,9.6
19185,"""Wayne, (IA)""",156,"131.1 - 349.8 (586)",9,35,11
19191,"""Winneshiek, (IA)""",99.6,"91.4 - 108.6 (588)",8.7,41,6.4
19195,"""Worth, (IA)""",77.2,"76.0 - 91.3 (584)",8.1,41,10
27039,"""Dodge, (MN)""",91.8,"91.4 - 108.6 (588)",7.8,5,9
27045,"""Fillmore, (MN)""",93.5,"91.4 - 108.6 (588)",8.4,19,11.9
27047,"""Freeborn, (MN)""",72.1,"28.0 - 75.9 (591)",8.1,57,10.3
27049,"""Goodhue, (MN)""",95.5,"91.4 - 108.6 (588)",8.2,32,12.6
27055,"""Houston, (MN)""",73.9,"28.0 - 75.9 (591)",8.7,41,11.1
27099,"""Mower, (MN)""",88.4,"76.0 - 91.3 (584)",8.1,52,15.1
27109,"""Olmsted, (MN)""",75.8,"28.0 - 75.9 (591)",8.1,62,10.9
27131,"""Rice, (MN)""",73,"28.0 - 75.9 (591)",7.9,30,14.2
27147,"""Steele, (MN)""",68.5,"28.0 - 75.9 (591)",7.8,36,12
27157,"""Wabasha, (MN)""",83.1,"76.0 - 91.3 (584)",8.2,36,9.6
27161,"""Waseca, (MN)""",87.4,"76.0 - 91.3 (584)",7.8,48,9.1
27169,"""Winona, (MN)""",82.3,"76.0 - 91.3 (584)",8.6,40,17.2
29001,"""Adair, (MO)""",71.2,"28.0 - 75.9 (591)",9.5,44,20.2
29007,"""Audrain, (MO)""",60.3,"28.0 - 75.9 (591)",10,37,8.5
29019,"""Boone, (MO)""",67.1,"28.0 - 75.9 (591)",10.1,48,18.6
29027,"""Callaway, (MO)""",83.5,"76.0 - 91.3 (584)",10,15,12.6
29033,"""Carroll, (MO)""",127,"108.7 - 131.0 (582)",9.3,0,11.1
29041,"""Chariton, (MO)""",81.9,"76.0 - 91.3 (584)",9.4,0,10.5
29045,"""Clark, (MO)""",100.1,"91.4 - 108.6 (588)",10.1,0,10.7
29051,"""Cole, (MO)""",68.2,"28.0 - 75.9 (591)",10,20,10.5
29053,"""Cooper, (MO)""",72.2,"28.0 - 75.9 (591)",9.7,6,11
29071,"""Franklin, (MO)""",126.9,"108.7 - 131.0 (582)",10.7,17,13.7
29073,"""Gasconade, (MO)""",82.9,"76.0 - 91.3 (584)",9.9,34,14.7
29079,"""Grundy, (MO)""",108.2,"91.4 - 108.6 (588)",9.3,21,16.6
29089,"""Howard, (MO)""",81.2,"76.0 - 91.3 (584)",9.5,24,11.6
29103,"""Knox, (MO)""",104.6,"91.4 - 108.6 (588)",9.5,7,15.2
29111,"""Lewis, (MO)""",153.6,"131.1 - 349.8 (586)",10.3,7,10.9
29113,"""Lincoln, (MO)""",113.4,"108.7 - 131.0 (582)",10.9,12,14.2
29115,"""Linn, (MO)""",184.5,"131.1 - 349.8 (586)",9.3,24,10
29117,"""Livingston, (MO)""",91.6,"91.4 - 108.6 (588)",9.3,32,9.3
29121,"""Macon, (MO)""",99.6,"91.4 - 108.6 (588)",9.5,21,10.8
29127,"""Marion, (MO)""",102.4,"91.4 - 108.6 (588)",10.4,24,11.4
29129,"""Mercer, (MO)""",115.2,"108.7 - 131.0 (582)",9.1,1,10.7
29135,"""Moniteau, (MO)""",112.5,"108.7 - 131.0 (582)",9.7,2,10.2
29137,"""Monroe, (MO)""",89.5,"76.0 - 91.3 (584)",9.7,19,9.7
29139,"""Montgomery, (MO)""",188.9,"131.1 - 349.8 (586)",10,20,12.7
29141,"""Morgan, (MO)""",158.8,"131.1 - 349.8 (586)",9.6,5,18
29151,"""Osage, (MO)""",91.6,"91.4 - 108.6 (588)",9.8,3,5.1
29159,"""Pettis, (MO)""",67.7,"28.0 - 75.9 (591)",9.5,33,17.1
29163,"""Pike, (MO)""",89.4,"76.0 - 91.3 (584)",10.4,21,10.9
29171,"""Putnam, (MO)""",86.7,"76.0 - 91.3 (584)",9.1,0,12
29173,"""Ralls, (MO)""",63.1,"28.0 - 75.9 (591)",10.2,8,10.2
29175,"""Randolph, (MO)""",80.5,"76.0 - 91.3 (584)",9.6,9,12.7
29183,"""St. Charles, (MO)""",87.1,"76.0 - 91.3 (584)",11.7,30,9.9
29189,"""St. Louis County, (MO)""",111.3,"108.7 - 131.0 (582)",12.1,48,14.4
29195,"""Saline, (MO)""",112.7,"108.7 - 131.0 (582)",9.6,12,14.7
29197,"""Schuyler, (MO)""",-1,,9.3,19,15.2
29199,"""Scotland, (MO)""",108.5,"91.4 - 108.6 (588)",9.5,28,17.2
29205,"""Shelby, (MO)""",141.5,"131.1 - 349.8 (586)",9.7,1,9.8
29211,"""Sullivan, (MO)""",177.6,"131.1 - 349.8 (586)",9.3,21,15.5
29219,"""Warren, (MO)""",110.8,"108.7 - 131.0 (582)",10.5,9,14.8
29510,"""St. Louis City, (MO)""",133.8,"131.1 - 349.8 (586)",11.5,80,23.5
55001,"""Adams, (WI)""",114.4,"108.7 - 131.0 (582)",8.8,9,14
55009,"""Brown, (WI)""",104.9,"91.4 - 108.6 (588)",9.1,63,13.9
55011,"""Buffalo, (WI)""",69.8,"28.0 - 75.9 (591)",8.2,28,14.2
55015,"""Calumet, (WI)""",79,"76.0 - 91.3 (584)",9.7,44,9.9
55021,"""Columbia, (WI)""",71.7,"28.0 - 75.9 (591)",9.7,33,12
55023,"""Crawford, (WI)""",77.8,"76.0 - 91.3 (584)",9,17,12.6
55025,"""Dane, (WI)""",66.5,"28.0 - 75.9 (591)",9.4,79,17.2
55027,"""Dodge, (WI)""",92.1,"91.4 - 108.6 (588)",9.7,42,12.5
55039,"""Fond du Lac, (WI)""",77.4,"76.0 - 91.3 (584)",9.8,31,13
55043,"""Grant, (WI)""",89.4,"76.0 - 91.3 (584)",9.5,13,13.1
55045,"""Green, (WI)""",78.5,"76.0 - 91.3 (584)",10.2,32,12.1
55047,"""Green Lake, (WI)""",90.2,"76.0 - 91.3 (584)",9.2,36,13.4
55049,"""Iowa, (WI)""",89,"76.0 - 91.3 (584)",9.3,13,13.2
55053,"""Jackson, (WI)""",72.9,"28.0 - 75.9 (591)",8.2,14,15.2
55055,"""Jefferson, (WI)""",81.7,"76.0 - 91.3 (584)",10.6,45,13.2
55057,"""Juneau, (WI)""",78.9,"76.0 - 91.3 (584)",8.7,16,15.7
55059,"""Kenosha, (WI)""",113,"108.7 - 131.0 (582)",11.2,47,18.6
55061,"""Kewaunee, (WI)""",61.7,"28.0 - 75.9 (591)",8.8,33,13.1
55063,"""La Crosse, (WI)""",67.8,"28.0 - 75.9 (591)",8.5,58,13.9
55065,"""Lafayette, (WI)""",59.3,"28.0 - 75.9 (591)",9.9,7,12
55071,"""Manitowoc, (WI)""",89.7,"76.0 - 91.3 (584)",9.5,43,10.7
55077,"""Marquette, (WI)""",60.8,"28.0 - 75.9 (591)",9,15,13.4
55079,"""Milwaukee, (WI)""",106.1,"91.4 - 108.6 (588)",11.5,80,22.5
55081,"""Monroe, (WI)""",90.4,"76.0 - 91.3 (584)",8.5,25,14.8
55087,"""Outagamie, (WI)""",80.8,"76.0 - 91.3 (584)",8.7,48,12.1
55089,"""Ozaukee, (WI)""",79,"76.0 - 91.3 (584)",10.5,47,10.8
55091,"""Pepin, (WI)""",97.6,"91.4 - 108.6 (588)",7.9,25,11.4
55097,"""Portage, (WI)""",81.4,"76.0 - 91.3 (584)",8.6,32,14.4
55101,"""Racine, (WI)""",91.6,"91.4 - 108.6 (588)",11.7,57,15.4
55103,"""Richland, (WI)""",84.3,"76.0 - 91.3 (584)",8.8,21,16.2
55105,"""Rock, (WI)""",97.3,"91.4 - 108.6 (588)",10.9,55,15.6
55111,"""Sauk, (WI)""",106.8,"91.4 - 108.6 (588)",9,45,14.6
55117,"""Sheboygan, (WI)""",93.1,"91.4 - 108.6 (588)",9.8,54,11.5
55121,"""Trempealeau, (WI)""",113.4,"108.7 - 131.0 (582)",8.4,24,12.1
55123,"""Vernon, (WI)""",107.9,"91.4 - 108.6 (588)",8.7,29,17.5
55127,"""Walworth, (WI)""",93.2,"91.4 - 108.6 (588)",11.2,33,17.4
55131,"""Washington, (WI)""",75,"28.0 - 75.9 (591)",10.7,52,11.5
55133,"""Waukesha, (WI)""",65.3,"28.0 - 75.9 (591)",11.3,52,12.7
55135,"""Waupaca, (WI)""",99.2,"91.4 - 108.6 (588)",8.8,30,10.8
55137,"""Waushara, (WI)""",141.8,"131.1 - 349.8 (586)",8.9,10,15.1
55139,"""Winnebago, (WI)""",67.6,"28.0 - 75.9 (591)",9.8,47,13.3
55141,"""Wood, (WI)""",67.4,"28.0 - 75.9 (591)",8.5,27,12
01001,"""Autauga, (AL)""",119.6,"108.7 - 131.0 (582)",11.7,20,15.2
01009,"""Blount, (AL)""",87.5,"76.0 - 91.3 (584)",11.7,1,11.1
01015,"""Calhoun, (AL)""",130.9,"108.7 - 131.0 (582)",11.8,17,15.3
01017,"""Chambers, (AL)""",51.7,"28.0 - 75.9 (591)",11.4,2,18.4
01019,"""Cherokee, (AL)""",77.6,"76.0 - 91.3 (584)",11.4,3,15.8
01021,"""Chilton, (AL)""",81.4,"76.0 - 91.3 (584)",11.2,1,14.5
01027,"""Clay, (AL)""",122.9,"108.7 - 131.0 (582)",10.6,4,16.3
01029,"""Cleburne, (AL)""",67.3,"28.0 - 75.9 (591)",11,1,13.4
01037,"""Coosa, (AL)""",73.9,"28.0 - 75.9 (591)",11,2,17.9
01043,"""Cullman, (AL)""",77.9,"76.0 - 91.3 (584)",11.6,0,14.7
01047,"""Dallas, (AL)""",150.3,"131.1 - 349.8 (586)",11.1,5,23.7
01049,"""DeKalb, (AL)""",69.3,"28.0 - 75.9 (591)",11.3,3,14.2
01051,"""Elmore, (AL)""",79.4,"76.0 - 91.3 (584)",11.9,3,11.3
01055,"""Etowah, (AL)""",101.5,"91.4 - 108.6 (588)",11.5,5,13.3
01071,"""Jackson, (AL)""",129.6,"108.7 - 131.0 (582)",11,3,10.9
01073,"""Jefferson, (AL)""",65.8,"28.0 - 75.9 (591)",13.4,32,18
01081,"""Lee, (AL)""",69.4,"28.0 - 75.9 (591)",12.1,16,20
01083,"""Limestone, (AL)""",83.6,"76.0 - 91.3 (584)",11.8,11,11.5
01085,"""Lowndes, (AL)""",96.8,"91.4 - 108.6 (588)",10.9,1,23
01087,"""Macon, (AL)""",58.3,"28.0 - 75.9 (591)",11.7,9,21
01089,"""Madison, (AL)""",53.4,"28.0 - 75.9 (591)",11.6,25,13
01095,"""Marshall, (AL)""",78.2,"76.0 - 91.3 (584)",11.8,3,14.1
01101,"""Montgomery, (AL)""",77.4,"76.0 - 91.3 (584)",11.9,33,18.8
01103,"""Morgan, (AL)""",103.4,"91.4 - 108.6 (588)",11.6,13,13.3
01111,"""Randolph, (AL)""",164.2,"131.1 - 349.8 (586)",11,0,17.7
01113,"""Russell, (AL)""",73,"28.0 - 75.9 (591)",12.1,4,17.4
01115,"""St. Clair, (AL)""",96.3,"91.4 - 108.6 (588)",12,0,12.2
01117,"""Shelby, (AL)""",52.7,"28.0 - 75.9 (591)",12,7,11.4
01121,"""Talladega, (AL)""",70.3,"28.0 - 75.9 (591)",11.5,18,16.2
01123,"""Tallapoosa, (AL)""",84.3,"76.0 - 91.3 (584)",11.4,3,19
13015,"""Bartow, (GA)""",86.3,"76.0 - 91.3 (584)",11.2,9,16.4
13035,"""Butts, (GA)""",76.2,"76.0 - 91.3 (584)",11.3,2,16.6
13045,"""Carroll, (GA)""",88.6,"76.0 - 91.3 (584)",11.1,0,18.6
13047,"""Catoosa, (GA)""",95.4,"91.4 - 108.6 (588)",11,7,12.1
13053,"""Chattahoochee, (GA)""",-1,,11.5,20,14.6
13055,"""Chattooga, (GA)""",97.7,"91.4 - 108.6 (588)",10.9,3,17.9
13057,"""Cherokee, (GA)""",64.3,"28.0 - 75.9 (591)",11.2,10,14.6
13063,"""Clayton, (GA)""",66.6,"28.0 - 75.9 (591)",11.5,11,24.9
13067,"""Cobb, (GA)""",53.6,"28.0 - 75.9 (591)",10.5,16,16.9
13077,"""Coweta, (GA)""",73.4,"28.0 - 75.9 (591)",11.3,12,14.9
13079,"""Crawford, (GA)""",55.3,"28.0 - 75.9 (591)",11.4,1,17.2
13083,"""Dade, (GA)""",126.3,"108.7 - 131.0 (582)",10.5,11,13
13085,"""Dawson, (GA)""",75.9,"28.0 - 75.9 (591)",10,2,15.6
