"cnty_fips","display_name","Value","theme_range","dm_prev_adj","ob_prev_adj","ltpia_prev_adj"
18145,"""Shelby, (IN)""",90.1,"76.0 - 91.3 (584)",15.2,36.8,28.5
18149,"""Starke, (IN)""",152.1,"131.1 - 349.8 (586)",7.9,32.4,27
18151,"""Steuben, (IN)""",71.6,"28.0 - 75.9 (591)",6.7,29.4,26
18155,"""Switzerland, (IN)""",87.4,"76.0 - 91.3 (584)",20.6,34.3,35.5
18157,"""Tippecanoe, (IN)""",77.4,"76.0 - 91.3 (584)",8.3,32.7,25
18159,"""Tipton, (IN)""",99.2,"91.4 - 108.6 (588)",14.4,34.5,17.4
18161,"""Union, (IN)""",134.8,"131.1 - 349.8 (586)",16.9,23.3,28.9
18169,"""Wabash, (IN)""",111.2,"108.7 - 131.0 (582)",10.8,34.1,24.6
18175,"""Washington, (IN)""",122.4,"108.7 - 131.0 (582)",12.7,40.2,32.7
18177,"""Wayne, (IN)""",194.4,"131.1 - 349.8 (586)",14.9,37.7,29.7
18179,"""Wells, (IN)""",118.7,"108.7 - 131.0 (582)",9.1,34.2,26.2
18181,"""White, (IN)""",103.3,"91.4 - 108.6 (588)",10.9,28.5,31.8
18183,"""Whitley, (IN)""",82.5,"76.0 - 91.3 (584)",12.6,36,25.1
21015,"""Boone, (KY)""",85.9,"76.0 - 91.3 (584)",9.9,35.6,24
21023,"""Bracken, (KY)""",94.5,"91.4 - 108.6 (588)",8.4,31.7,30
21037,"""Campbell, (KY)""",76.1,"76.0 - 91.3 (584)",8.5,31,23.3
21041,"""Carroll, (KY)""",132.5,"131.1 - 349.8 (586)",11.5,29,28.8
21077,"""Gallatin, (KY)""",114.7,"108.7 - 131.0 (582)",12.6,29.3,30.8
21081,"""Grant, (KY)""",113.6,"108.7 - 131.0 (582)",12.6,33.2,35.6
21089,"""Greenup, (KY)""",102.2,"91.4 - 108.6 (588)",15.4,40,30.8
21097,"""Harrison, (KY)""",171.8,"131.1 - 349.8 (586)",8.3,35.8,30.4
21103,"""Henry, (KY)""",81.1,"76.0 - 91.3 (584)",8.6,27.9,22.9
21117,"""Kenton, (KY)""",76.9,"76.0 - 91.3 (584)",10.3,33.1,24.8
21135,"""Lewis, (KY)""",155.5,"131.1 - 349.8 (586)",11.4,43.9,35.4
21161,"""Mason, (KY)""",124,"108.7 - 131.0 (582)",10.4,34.3,30.7
21185,"""Oldham, (KY)""",72.8,"28.0 - 75.9 (591)",7.9,20.8,20
21187,"""Owen, (KY)""",113.3,"108.7 - 131.0 (582)",16.1,35.1,33
21191,"""Pendleton, (KY)""",130,"108.7 - 131.0 (582)",6.3,32.8,25.6
21201,"""Robertson, (KY)""",204.3,"131.1 - 349.8 (586)",22,26.1,27.7
21223,"""Trimble, (KY)""",147.3,"131.1 - 349.8 (586)",12.9,36.3,31.6
26005,"""Allegan, (MI)""",79.5,"76.0 - 91.3 (584)",7.5,33.7,19.5
26011,"""Arenac, (MI)""",169.1,"131.1 - 349.8 (586)",13.1,36,28.4
26015,"""Barry, (MI)""",90.9,"76.0 - 91.3 (584)",14.7,37.7,25.9
26017,"""Bay, (MI)""",182.5,"131.1 - 349.8 (586)",7.1,36,24.5
26019,"""Benzie, (MI)""",64.1,"28.0 - 75.9 (591)",10.2,38,27.6
26021,"""Berrien, (MI)""",130,"108.7 - 131.0 (582)",9.6,32.8,21.5
26023,"""Branch, (MI)""",105.4,"91.4 - 108.6 (588)",8.5,38.2,28.3
26025,"""Calhoun, (MI)""",114.8,"108.7 - 131.0 (582)",12.1,33.6,26.1
26027,"""Cass, (MI)""",107.9,"91.4 - 108.6 (588)",15.9,40.5,28.2
26035,"""Clare, (MI)""",131.2,"131.1 - 349.8 (586)",13.7,37.9,28.7
26037,"""Clinton, (MI)""",73.2,"28.0 - 75.9 (591)",9.9,33.9,22.7
26045,"""Eaton, (MI)""",83.1,"76.0 - 91.3 (584)",8.2,36.9,21.9
26049,"""Genesee, (MI)""",116.2,"108.7 - 131.0 (582)",11.6,34.7,25.4
26051,"""Gladwin, (MI)""",143.4,"131.1 - 349.8 (586)",15.3,43.1,24.1
26057,"""Gratiot, (MI)""",152.4,"131.1 - 349.8 (586)",10,37.8,19.6
26059,"""Hillsdale, (MI)""",132.4,"131.1 - 349.8 (586)",9.9,39,22.6
26063,"""Huron, (MI)""",140,"131.1 - 349.8 (586)",9.7,33.5,21.9
26065,"""Ingham, (MI)""",83.5,"76.0 - 91.3 (584)",9.3,31.6,20.3
26067,"""Ionia, (MI)""",95.9,"91.4 - 108.6 (588)",11.7,34.6,25.2
26069,"""Iosco, (MI)""",165.3,"131.1 - 349.8 (586)",13.3,30.1,25.5
26073,"""Isabella, (MI)""",112.7,"108.7 - 131.0 (582)",8.5,33.5,18.1
26075,"""Jackson, (MI)""",138.2,"131.1 - 349.8 (586)",10.5,36,23.8
26077,"""Kalamazoo, (MI)""",77.3,"76.0 - 91.3 (584)",9.7,31.4,19.1
26081,"""Kent, (MI)""",104.7,"91.4 - 108.6 (588)",8.6,29.3,19.6
26085,"""Lake, (MI)""",128.8,"108.7 - 131.0 (582)",5.4,26.2,27.3
26087,"""Lapeer, (MI)""",108.2,"91.4 - 108.6 (588)",9.2,32.5,20.6
26091,"""Lenawee, (MI)""",126.5,"108.7 - 131.0 (582)",11,40.2,26.8
26093,"""Livingston, (MI)""",116.2,"108.7 - 131.0 (582)",7.2,27.1,20.7
26099,"""Macomb, (MI)""",110.3,"108.7 - 131.0 (582)",9.5,31.5,24.4
26101,"""Manistee, (MI)""",108.6,"91.4 - 108.6 (588)",7,30.1,20.6
26105,"""Mason, (MI)""",100.3,"91.4 - 108.6 (588)",11.7,28.1,22.8
26107,"""Mecosta, (MI)""",125.6,"108.7 - 131.0 (582)",5.8,34,25.7
26111,"""Midland, (MI)""",77.3,"76.0 - 91.3 (584)",10.4,38.4,20.2
26113,"""Missaukee, (MI)""",83.1,"76.0 - 91.3 (584)",11.5,37.4,21.3
26115,"""Monroe, (MI)""",116.9,"108.7 - 131.0 (582)",8.9,37.2,26.9
26117,"""Montcalm, (MI)""",118.3,"108.7 - 131.0 (582)",10.9,35.5,23.4
26121,"""Muskegon, (MI)""",80,"76.0 - 91.3 (584)",10.8,35.6,23.1
26123,"""Newaygo, (MI)""",95.1,"91.4 - 108.6 (588)",7.9,34.8,24
26125,"""Oakland, (MI)""",113.6,"108.7 - 131.0 (582)",7.7,24.5,18.4
26127,"""Oceana, (MI)""",118.2,"108.7 - 131.0 (582)",11.6,30.5,24.2
26129,"""Ogemaw, (MI)""",160.5,"131.1 - 349.8 (586)",13,39.2,28.5
26133,"""Osceola, (MI)""",131.9,"131.1 - 349.8 (586)",8.9,40.5,18.8
26139,"""Ottawa, (MI)""",73.1,"28.0 - 75.9 (591)",7.3,27,20.3
26143,"""Roscommon, (MI)""",135.7,"131.1 - 349.8 (586)",9.5,34.4,29.3
26145,"""Saginaw, (MI)""",104.5,"91.4 - 108.6 (588)",8.7,37.3,24.6
26147,"""St. Clair, (MI)""",134.8,"131.1 - 349.8 (586)",8.2,33.2,24.8
26149,"""St. Joseph, (MI)""",127.6,"108.7 - 131.0 (582)",12.2,33.7,30.3
26151,"""Sanilac, (MI)""",163.2,"131.1 - 349.8 (586)",10.2,31.7,25.3
26155,"""Shiawassee, (MI)""",106.5,"91.4 - 108.6 (588)",10.2,38.4,27.3
26157,"""Tuscola, (MI)""",140.2,"131.1 - 349.8 (586)",5.8,30.6,28
26159,"""Van Buren, (MI)""",101.1,"91.4 - 108.6 (588)",13,33.2,26.7
26161,"""Washtenaw, (MI)""",83.5,"76.0 - 91.3 (584)",6.8,24.4,15.3
26163,"""Wayne, (MI)""",144.9,"131.1 - 349.8 (586)",10.3,34.4,26
26165,"""Wexford, (MI)""",105.1,"91.4 - 108.6 (588)",11.1,36.9,28
39001,"""Adams, (OH)""",130.9,"108.7 - 131.0 (582)",13.9,32.3,34.8
39003,"""Allen, (OH)""",131.2,"131.1 - 349.8 (586)",11.4,34.1,26.6
39005,"""Ashland, (OH)""",108.7,"108.7 - 131.0 (582)",9,32.8,31.1
39007,"""Ashtabula, (OH)""",138.2,"131.1 - 349.8 (586)",11.6,38,32
39009,"""Athens, (OH)""",106.5,"91.4 - 108.6 (588)",12.7,33.6,27.1
39011,"""Auglaize, (OH)""",117.7,"108.7 - 131.0 (582)",9.3,38.6,29.5
39013,"""Belmont, (OH)""",139,"131.1 - 349.8 (586)",11.1,34.9,30.5
39015,"""Brown, (OH)""",109.9,"108.7 - 131.0 (582)",11.3,34.2,32.8
39017,"""Butler, (OH)""",87.4,"76.0 - 91.3 (584)",10.2,32.1,23.4
39019,"""Carroll, (OH)""",95.3,"91.4 - 108.6 (588)",11.4,38.7,29.8
39021,"""Champaign, (OH)""",106.7,"91.4 - 108.6 (588)",11,31.6,32.8
39023,"""Clark, (OH)""",133.3,"131.1 - 349.8 (586)",12.5,33.6,29
39025,"""Clermont, (OH)""",90.1,"76.0 - 91.3 (584)",9.7,37.1,25.5
39027,"""Clinton, (OH)""",104.6,"91.4 - 108.6 (588)",12.3,32.8,26.4
39029,"""Columbiana, (OH)""",124.9,"108.7 - 131.0 (582)",9.9,36.3,29.8
39031,"""Coshocton, (OH)""",139.5,"131.1 - 349.8 (586)",11,37.7,31.3
39033,"""Crawford, (OH)""",132.2,"131.1 - 349.8 (586)",8.1,31.2,28.2
39035,"""Cuyahoga, (OH)""",111.4,"108.7 - 131.0 (582)",9.3,30.2,23.8
39037,"""Darke, (OH)""",131.2,"131.1 - 349.8 (586)",6.1,35.8,30.9
39039,"""Defiance, (OH)""",90.3,"76.0 - 91.3 (584)",11.8,32,29.1
39041,"""Delaware, (OH)""",67.4,"28.0 - 75.9 (591)",7.5,26.4,18.1
39043,"""Erie, (OH)""",108.1,"91.4 - 108.6 (588)",9.5,33.4,26.9
39045,"""Fairfield, (OH)""",94.7,"91.4 - 108.6 (588)",8.2,31.8,22.9
39047,"""Fayette, (OH)""",119.8,"108.7 - 131.0 (582)",12.1,36.1,32
39049,"""Franklin, (OH)""",80.1,"76.0 - 91.3 (584)",9.5,29.8,23.3
39051,"""Fulton, (OH)""",107.9,"91.4 - 108.6 (588)",9.2,30.5,25.4
39053,"""Gallia, (OH)""",162.1,"131.1 - 349.8 (586)",16.2,38.4,29.2
39055,"""Geauga, (OH)""",75.9,"28.0 - 75.9 (591)",6,23.8,19.8
39057,"""Greene, (OH)""",85,"76.0 - 91.3 (584)",10.5,29.2,20.8
39059,"""Guernsey, (OH)""",130.8,"108.7 - 131.0 (582)",10.3,36.8,28.1
39061,"""Hamilton, (OH)""",84.4,"76.0 - 91.3 (584)",9.9,28.6,22
39063,"""Hancock, (OH)""",92.3,"91.4 - 108.6 (588)",9.8,33,25.9
39065,"""Hardin, (OH)""",165.7,"131.1 - 349.8 (586)",12.9,36.8,37.4
39067,"""Harrison, (OH)""",155.1,"131.1 - 349.8 (586)",10.7,35.5,26.2
39069,"""Henry, (OH)""",92.2,"91.4 - 108.6 (588)",6.8,32.5,25.9
39071,"""Highland, (OH)""",128,"108.7 - 131.0 (582)",12.2,31.4,27.9
39073,"""Hocking, (OH)""",123.9,"108.7 - 131.0 (582)",11.6,41.3,27
39075,"""Holmes, (OH)""",106,"91.4 - 108.6 (588)",10.8,29.1,28
39077,"""Huron, (OH)""",97.2,"91.4 - 108.6 (588)",11.1,38.3,29.2
39079,"""Jackson, (OH)""",176.6,"131.1 - 349.8 (586)",16.3,39.7,33
39081,"""Jefferson, (OH)""",189.9,"131.1 - 349.8 (586)",12.3,34.1,32.8
39083,"""Knox, (OH)""",95.3,"91.4 - 108.6 (588)",12,30.3,25.9
39085,"""Lake, (OH)""",110.6,"108.7 - 131.0 (582)",7.5,24.7,21.8
39087,"""Lawrence, (OH)""",123.1,"108.7 - 131.0 (582)",16.3,40.4,35.9
39089,"""Licking, (OH)""",83.1,"76.0 - 91.3 (584)",10,31.7,24.7
39091,"""Logan, (OH)""",124.7,"108.7 - 131.0 (582)",3.9,41.1,26.2
39093,"""Lorain, (OH)""",87.8,"76.0 - 91.3 (584)",11.4,36.3,26.2
39095,"""Lucas, (OH)""",130.6,"108.7 - 131.0 (582)",11.6,34.8,26.6
39097,"""Madison, (OH)""",79.8,"76.0 - 91.3 (584)",13.7,37.5,27.5
39099,"""Mahoning, (OH)""",101.7,"91.4 - 108.6 (588)",10.3,31.4,29.8
39101,"""Marion, (OH)""",96.2,"91.4 - 108.6 (588)",13.9,40.2,31.2
39103,"""Medina, (OH)""",82.2,"76.0 - 91.3 (584)",8.7,28.6,22.8
39105,"""Meigs, (OH)""",129.4,"108.7 - 131.0 (582)",12.6,40.7,31.3
39107,"""Mercer, (OH)""",220.1,"131.1 - 349.8 (586)",9.7,34.7,25.4
39109,"""Miami, (OH)""",82.8,"76.0 - 91.3 (584)",11,37.4,24.7
39111,"""Monroe, (OH)""",123.9,"108.7 - 131.0 (582)",13.7,37.6,28.8
39113,"""Montgomery, (OH)""",94.8,"91.4 - 108.6 (588)",11.5,33.1,26.5
39115,"""Morgan, (OH)""",89.4,"76.0 - 91.3 (584)",12.4,32.3,28.1
39117,"""Morrow, (OH)""",128,"108.7 - 131.0 (582)",14.7,38.8,30.3
39119,"""Muskingum, (OH)""",77,"76.0 - 91.3 (584)",13.3,36.4,30.4
39121,"""Noble, (OH)""",83.6,"76.0 - 91.3 (584)",8.9,40.7,27.8
39123,"""Ottawa, (OH)""",115.3,"108.7 - 131.0 (582)",10.1,33.5,25.4
39125,"""Paulding, (OH)""",109.1,"108.7 - 131.0 (582)",8.2,37.3,30.7
39127,"""Perry, (OH)""",169,"131.1 - 349.8 (586)",10.5,35.5,28.9
39129,"""Pickaway, (OH)""",128.8,"108.7 - 131.0 (582)",12.5,33.9,30.6
39131,"""Pike, (OH)""",117.4,"108.7 - 131.0 (582)",15.4,37,29
39133,"""Portage, (OH)""",107.7,"91.4 - 108.6 (588)",10.6,28.2,25.6
39135,"""Preble, (OH)""",102.9,"91.4 - 108.6 (588)",9.7,27.9,26.3
39137,"""Putnam, (OH)""",92,"91.4 - 108.6 (588)",7.2,37.4,23.7
39139,"""Richland, (OH)""",106.2,"91.4 - 108.6 (588)",10.3,32.3,30
39141,"""Ross, (OH)""",111.4,"108.7 - 131.0 (582)",12.6,36.7,32.2
39143,"""Sandusky, (OH)""",120.1,"108.7 - 131.0 (582)",11.1,34.1,24.6
39145,"""Scioto, (OH)""",205,"131.1 - 349.8 (586)",14.2,38.2,34.3
39147,"""Seneca, (OH)""",158.7,"131.1 - 349.8 (586)",10,34.3,26.6
39149,"""Shelby, (OH)""",106.2,"91.4 - 108.6 (588)",11,32.1,26.6
39151,"""Stark, (OH)""",91.4,"91.4 - 108.6 (588)",10.4,34.8,26
39153,"""Summit, (OH)""",84,"76.0 - 91.3 (584)",9,29.7,25.8
39155,"""Trumbull, (OH)""",101.8,"91.4 - 108.6 (588)",11.2,39,26
39157,"""Tuscarawas, (OH)""",125.6,"108.7 - 131.0 (582)",9.6,33,26.1
39159,"""Union, (OH)""",99.8,"91.4 - 108.6 (588)",8.5,32.6,24.4
39161,"""Van Wert, (OH)""",122.7,"108.7 - 131.0 (582)",12.9,41,29.7
39163,"""Vinton, (OH)""",107,"91.4 - 108.6 (588)",13.4,36.3,32.1
39165,"""Warren, (OH)""",84.7,"76.0 - 91.3 (584)",9.5,27.4,17.9
39167,"""Washington, (OH)""",75,"28.0 - 75.9 (591)",12.3,37.2,28.4
39169,"""Wayne, (OH)""",112,"108.7 - 131.0 (582)",13.4,26.7,22.8
39171,"""Williams, (OH)""",118.2,"108.7 - 131.0 (582)",10.4,34.9,29.3
39173,"""Wood, (OH)""",99.1,"91.4 - 108.6 (588)",11.1,34.3,23
39175,"""Wyandot, (OH)""",78.5,"76.0 - 91.3 (584)",12.3,36.6,27.7
54007,"""Braxton, (WV)""",107.4,"91.4 - 108.6 (588)",8.8,34.8,25.4
54011,"""Cabell, (WV)""",103.6,"91.4 - 108.6 (588)",13.1,33.2,27.5
54013,"""Calhoun, (WV)""",127.3,"108.7 - 131.0 (582)",8,31.2,25.3
54015,"""Clay, (WV)""",108.3,"91.4 - 108.6 (588)",13.6,39.7,28.4
54017,"""Doddridge, (WV)""",120.2,"108.7 - 131.0 (582)",11.7,39.7,21.2
54021,"""Gilmer, (WV)""",174.4,"131.1 - 349.8 (586)",18.1,39.9,28.4
54035,"""Jackson, (WV)""",131.3,"131.1 - 349.8 (586)",12.1,42.3,24
54051,"""Marshall, (WV)""",132.4,"131.1 - 349.8 (586)",13,41.7,28.2
54053,"""Mason, (WV)""",114,"108.7 - 131.0 (582)",15,40,32.3
54069,"""Ohio, (WV)""",116.2,"108.7 - 131.0 (582)",10.6,35.5,25.4
54073,"""Pleasants, (WV)""",119.9,"108.7 - 131.0 (582)",14,31.4,25.3
54079,"""Putnam, (WV)""",147.9,"131.1 - 349.8 (586)",11,34.8,24.3
54085,"""Ritchie, (WV)""",128.7,"108.7 - 131.0 (582)",10.5,44.6,28.3
54087,"""Roane, (WV)""",118.1,"108.7 - 131.0 (582)",11.3,41.9,24.9
54095,"""Tyler, (WV)""",126,"108.7 - 131.0 (582)",7.7,37.5,22
54103,"""Wetzel, (WV)""",126.8,"108.7 - 131.0 (582)",17.4,34,25.3
54105,"""Wirt, (WV)""",138,"131.1 - 349.8 (586)",14.1,39.2,26.4
54107,"""Wood, (WV)""",136.2,"131.1 - 349.8 (586)",14.8,38.6,27
12011,"""Broward, (FL)""",87.6,"76.0 - 91.3 (584)",8.1,24.4,24.1
12085,"""Martin, (FL)""",78.8,"76.0 - 91.3 (584)",6.4,19.2,21
12086,"""Miami-Dade, (FL)""",94.8,"91.4 - 108.6 (588)",6.7,21.8,23.8
12099,"""Palm Beach, (FL)""",84.5,"76.0 - 91.3 (584)",7.7,21.1,22.6
12111,"""St. Lucie, (FL)""",90.4,"76.0 - 91.3 (584)",8.9,29.9,28.2
24037,"""St. Mary's, (MD)""",85.1,"76.0 - 91.3 (584)",11.2,36.2,23.5
24039,"""Somerset, (MD)""",244.1,"131.1 - 349.8 (586)",12.3,44.6,34.2
24047,"""Worcester, (MD)""",118.5,"108.7 - 131.0 (582)",9.3,35,24.2
37001,"""Alamance, (NC)""",88.1,"76.0 - 91.3 (584)",11,32.3,25.3
37007,"""Anson, (NC)""",111.1,"108.7 - 131.0 (582)",17,38.4,30.1
37013,"""Beaufort, (NC)""",91.3,"76.0 - 91.3 (584)",8.2,39.5,27.8
37015,"""Bertie, (NC)""",78,"76.0 - 91.3 (584)",17.6,43.4,30
37017,"""Bladen, (NC)""",149.7,"131.1 - 349.8 (586)",16.3,44,28.3
37019,"""Brunswick, (NC)""",86.6,"76.0 - 91.3 (584)",9.2,29.3,22.5
37025,"""Cabarrus, (NC)""",74.2,"28.0 - 75.9 (591)",10.9,35.6,25
37029,"""Camden, (NC)""",121.8,"108.7 - 131.0 (582)",9.1,32.1,23.7
37031,"""Carteret, (NC)""",90.3,"76.0 - 91.3 (584)",8.3,31.9,22.5
37033,"""Caswell, (NC)""",77.3,"76.0 - 91.3 (584)",4.5,28.1,17.8
37037,"""Chatham, (NC)""",50.2,"28.0 - 75.9 (591)",8.6,23.1,19.4
37041,"""Chowan, (NC)""",89.6,"76.0 - 91.3 (584)",13.1,38.8,26.5
37047,"""Columbus, (NC)""",179.9,"131.1 - 349.8 (586)",16.9,46.7,29.7
37049,"""Craven, (NC)""",101.4,"91.4 - 108.6 (588)",14.1,30.8,22.5
37051,"""Cumberland, (NC)""",109.2,"108.7 - 131.0 (582)",11.9,33.9,25.3
37053,"""Currituck, (NC)""",135.9,"131.1 - 349.8 (586)",7.8,28.2,21.5
37055,"""Dare, (NC)""",92.1,"91.4 - 108.6 (588)",8.2,21.9,19.5
37057,"""Davidson, (NC)""",93.5,"91.4 - 108.6 (588)",13.4,31.7,25.6
37059,"""Davie, (NC)""",87.7,"76.0 - 91.3 (584)",13.3,42.1,27.3
37061,"""Duplin, (NC)""",88.2,"76.0 - 91.3 (584)",18.3,39.7,34
37063,"""Durham, (NC)""",60.5,"28.0 - 75.9 (591)",6.7,24.7,18.6
37065,"""Edgecombe, (NC)""",135.1,"131.1 - 349.8 (586)",14,37.3,37.2
37067,"""Forsyth, (NC)""",79.7,"76.0 - 91.3 (584)",10,32.8,22.7
37069,"""Franklin, (NC)""",80.4,"76.0 - 91.3 (584)",7.1,35.8,32.6
37073,"""Gates, (NC)""",83.7,"76.0 - 91.3 (584)",12.2,44.7,31.9
37077,"""Granville, (NC)""",96.7,"91.4 - 108.6 (588)",9.3,36.9,34.3
37079,"""Greene, (NC)""",105.4,"91.4 - 108.6 (588)",10.5,28.1,27.8
37081,"""Guilford, (NC)""",68.8,"28.0 - 75.9 (591)",8.7,33.3,21.9
37083,"""Halifax, (NC)""",91.2,"76.0 - 91.3 (584)",19.4,43.8,38.8
37085,"""Harnett, (NC)""",100.4,"91.4 - 108.6 (588)",11.6,33.1,26.9
37091,"""Hertford, (NC)""",87.4,"76.0 - 91.3 (584)",19.2,46.1,42
37093,"""Hoke, (NC)""",100.4,"91.4 - 108.6 (588)",12.7,37.2,29.1
37095,"""Hyde, (NC)""",108,"91.4 - 108.6 (588)",18.1,36.3,37
37101,"""Johnston, (NC)""",96.1,"91.4 - 108.6 (588)",8.8,37.1,26.7
37103,"""Jones, (NC)""",99.2,"91.4 - 108.6 (588)",27.2,40.8,31.5
37105,"""Lee, (NC)""",92.6,"91.4 - 108.6 (588)",9.8,32.7,22.9
37107,"""Lenoir, (NC)""",106.8,"91.4 - 108.6 (588)",15.3,33.3,28.2
37117,"""Martin, (NC)""",130.1,"108.7 - 131.0 (582)",10,43.2,21.5
37123,"""Montgomery, (NC)""",94.5,"91.4 - 108.6 (588)",12.5,36.6,37.1
37125,"""Moore, (NC)""",79.5,"76.0 - 91.3 (584)",8.6,26.3,25.4
37127,"""Nash, (NC)""",103.5,"91.4 - 108.6 (588)",12.8,41.8,24.3
37129,"""New Hanover, (NC)""",63.8,"28.0 - 75.9 (591)",6.8,26.3,22.2
37131,"""Northampton, (NC)""",77.2,"76.0 - 91.3 (584)",18.1,33.9,35.8
37133,"""Onslow, (NC)""",95.8,"91.4 - 108.6 (588)",11,30.3,26.3
37135,"""Orange, (NC)""",55.7,"28.0 - 75.9 (591)",5.6,22.7,17.7
37137,"""Pamlico, (NC)""",76.1,"76.0 - 91.3 (584)",12,37.7,28.8
37139,"""Pasquotank, (NC)""",168.2,"131.1 - 349.8 (586)",10,39.4,26.8
37141,"""Pender, (NC)""",89.3,"76.0 - 91.3 (584)",15,30,24.6
37143,"""Perquimans, (NC)""",128.4,"108.7 - 131.0 (582)",13.1,34.2,25.2
37145,"""Person, (NC)""",100.5,"91.4 - 108.6 (588)",7.4,28.8,31
37147,"""Pitt, (NC)""",93.9,"91.4 - 108.6 (588)",9.5,35.9,27.6
37151,"""Randolph, (NC)""",95.9,"91.4 - 108.6 (588)",9.7,32.5,26
37153,"""Richmond, (NC)""",146,"131.1 - 349.8 (586)",17.4,38.8,30.5
37155,"""Robeson, (NC)""",135.4,"131.1 - 349.8 (586)",14.9,39.1,34.6
37157,"""Rockingham, (NC)""",102.2,"91.4 - 108.6 (588)",12,36.5,28.1
37159,"""Rowan, (NC)""",96,"91.4 - 108.6 (588)",12.3,37.8,24.5
37163,"""Sampson, (NC)""",112.7,"108.7 - 131.0 (582)",13.1,34.9,29.5
37165,"""Scotland, (NC)""",120.2,"108.7 - 131.0 (582)",16.7,39.4,25.2
37167,"""Stanly, (NC)""",126.7,"108.7 - 131.0 (582)",7.8,28.3,23.1
37169,"""Stokes, (NC)""",100,"91.4 - 108.6 (588)",11,32.4,25.8
37177,"""Tyrrell, (NC)""",124.8,"108.7 - 131.0 (582)",10.9,43.4,26.5
37179,"""Union, (NC)""",60.6,"28.0 - 75.9 (591)",8.1,31.7,21
37181,"""Vance, (NC)""",110,"108.7 - 131.0 (582)",8,34.3,36.5
37183,"""Wake, (NC)""",57.4,"28.0 - 75.9 (591)",8.4,24.8,16.4
37185,"""Warren, (NC)""",129.2,"108.7 - 131.0 (582)",4.8,40.8,39.4
37187,"""Washington, (NC)""",88,"76.0 - 91.3 (584)",14.2,42.3,28.9
37191,"""Wayne, (NC)""",105.1,"91.4 - 108.6 (588)",15.3,38,27.7
37195,"""Wilson, (NC)""",91.5,"91.4 - 108.6 (588)",12.3,32.2,29.8
45015,"""Berkeley, (SC)""",67,"28.0 - 75.9 (591)",11.8,34.9,24.7
45019,"""Charleston, (SC)""",77,"76.0 - 91.3 (584)",9.5,26.5,20.2
45025,"""Chesterfield, (SC)""",140.8,"131.1 - 349.8 (586)",15,37.6,31.5
45027,"""Clarendon, (SC)""",103.9,"91.4 - 108.6 (588)",12.4,40.2,31.7
45031,"""Darlington, (SC)""",77.8,"76.0 - 91.3 (584)",13,37.6,31
45033,"""Dillon, (SC)""",112.3,"108.7 - 131.0 (582)",20.8,41.6,36
45035,"""Dorchester, (SC)""",72.7,"28.0 - 75.9 (591)",9.2,31.2,23.6
45041,"""Florence, (SC)""",87.9,"76.0 - 91.3 (584)",14.3,38.4,31.3
45043,"""Georgetown, (SC)""",102.5,"91.4 - 108.6 (588)",12.4,34.9,24.7
45051,"""Horry, (SC)""",90.7,"76.0 - 91.3 (584)",10,30.8,24.3
45055,"""Kershaw, (SC)""",83.6,"76.0 - 91.3 (584)",10.5,38.8,26.5
45061,"""Lee, (SC)""",217.6,"131.1 - 349.8 (586)",15.3,39.7,30.5
45067,"""Marion, (SC)""",104.1,"91.4 - 108.6 (588)",19.7,43.8,37.7
45069,"""Marlboro, (SC)""",63.9,"28.0 - 75.9 (591)",16.5,38.4,31
45085,"""Sumter, (SC)""",73.3,"28.0 - 75.9 (591)",12.6,38.2,27.1
45089,"""Williamsburg, (SC)""",72.4,"28.0 - 75.9 (591)",21.3,41.9,33.4
51001,"""Accomack, (VA)""",150.2,"131.1 - 349.8 (586)",12.7,36.7,34.7
51003,"""Albemarle, (VA)""",46.8,"28.0 - 75.9 (591)",6.2,20.3,16.9
51005,"""Alleghany, (VA)""",104.7,"91.4 - 108.6 (588)",13.2,35.9,25.7
51007,"""Amelia, (VA)""",114.2,"108.7 - 131.0 (582)",12.1,41.5,26.9
51009,"""Amherst, (VA)""",85.5,"76.0 - 91.3 (584)",12.1,35.2,28.1
51011,"""Appomattox, (VA)""",132.4,"131.1 - 349.8 (586)",15.6,48.4,35
51015,"""Augusta, (VA)""",72.5,"28.0 - 75.9 (591)",14.8,33.2,25
51017,"""Bath, (VA)""",103.1,"91.4 - 108.6 (588)",3.8,24,19.2
51019,"""Bedford County, (VA)""",74.5,"28.0 - 75.9 (591)",12.8,34.2,24.8
51023,"""Botetourt, (VA)""",70.3,"28.0 - 75.9 (591)",9.7,24.3,17.8
51025,"""Brunswick, (VA)""",119.1,"108.7 - 131.0 (582)",13,42.1,32
51029,"""Buckingham, (VA)""",110.3,"108.7 - 131.0 (582)",14.9,39.9,37.7
51031,"""Campbell, (VA)""",92.5,"91.4 - 108.6 (588)",9.5,35.9,31.4
51033,"""Caroline, (VA)""",91.8,"91.4 - 108.6 (588)",11.8,41.2,30.6
51036,"""Charles City, (VA)""",114.5,"108.7 - 131.0 (582)",13.9,34,30.8
51037,"""Charlotte, (VA)""",116.6,"108.7 - 131.0 (582)",9.3,39.9,22.9
51041,"""Chesterfield, (VA)""",67.1,"28.0 - 75.9 (591)",9.2,31.8,23.2
51045,"""Craig, (VA)""",-1,,8.3,26.7,29.3
51049,"""Cumberland, (VA)""",69.1,"28.0 - 75.9 (591)",13.2,38.7,34.2
51053,"""Dinwiddie, (VA)""",100.7,"91.4 - 108.6 (588)",13.6,38.5,26.5
