"cnty_fips","display_name","Value","theme_range","total_cost"
28137,"""Tate, (MS)""",263.6,"242.9 - 651.5 (644)",17967
28139,"""Tippah, (MS)""",248.5,"242.9 - 651.5 (644)",20799
28141,"""Tishomingo, (MS)""",284.7,"242.9 - 651.5 (644)",20048
28143,"""Tunica, (MS)""",374.3,"242.9 - 651.5 (644)",27373
28145,"""Union, (MS)""",242.8,"204.2 - 242.8 (644)",18944
28149,"""Warren, (MS)""",219.3,"204.2 - 242.8 (644)",22719
28151,"""Washington, (MS)""",144.4,"26.6 - 148.6 (644)",20418
28155,"""Webster, (MS)""",260.6,"242.9 - 651.5 (644)",21603
28159,"""Winston, (MS)""",239,"204.2 - 242.8 (644)",20690
28161,"""Yalobusha, (MS)""",186.7,"175.6 - 204.1 (644)",21875
28163,"""Yazoo, (MS)""",170.9,"148.7 - 175.5 (644)",25641
29015,"""Benton, (MO)""",184.7,"175.6 - 204.1 (644)",17826
29017,"""Bollinger, (MO)""",341.5,"242.9 - 651.5 (644)",20141
29023,"""Butler, (MO)""",213,"204.2 - 242.8 (644)",19376
29029,"""Camden, (MO)""",169.8,"148.7 - 175.5 (644)",15240
29031,"""Cape Girardeau, (MO)""",214.9,"204.2 - 242.8 (644)",18799
29035,"""Carter, (MO)""",249.9,"242.9 - 651.5 (644)",17217
29043,"""Christian, (MO)""",133.6,"26.6 - 148.6 (644)",17278
29055,"""Crawford, (MO)""",458,"242.9 - 651.5 (644)",19987
29059,"""Dallas, (MO)""",195.6,"175.6 - 204.1 (644)",19912
29065,"""Dent, (MO)""",210.7,"204.2 - 242.8 (644)",19727
29067,"""Douglas, (MO)""",155.4,"148.7 - 175.5 (644)",17438
29069,"""Dunklin, (MO)""",379.2,"242.9 - 651.5 (644)",19793
29077,"""Greene, (MO)""",162.6,"148.7 - 175.5 (644)",18977
29085,"""Hickory, (MO)""",171,"148.7 - 175.5 (644)",19233
29091,"""Howell, (MO)""",244,"242.9 - 651.5 (644)",16960
29093,"""Iron, (MO)""",293.3,"242.9 - 651.5 (644)",21734
29099,"""Jefferson, (MO)""",240.8,"204.2 - 242.8 (644)",20216
29105,"""Laclede, (MO)""",212.4,"204.2 - 242.8 (644)",19728
29123,"""Madison, (MO)""",290.4,"242.9 - 651.5 (644)",17732
29125,"""Maries, (MO)""",163.2,"148.7 - 175.5 (644)",15022
29131,"""Miller, (MO)""",157.6,"148.7 - 175.5 (644)",16797
29133,"""Mississippi, (MO)""",372.2,"242.9 - 651.5 (644)",18697
29143,"""New Madrid, (MO)""",202.5,"175.6 - 204.1 (644)",20208
29149,"""Oregon, (MO)""",128,"26.6 - 148.6 (644)",14363
29153,"""Ozark, (MO)""",252.2,"242.9 - 651.5 (644)",15708
29155,"""Pemiscot, (MO)""",526.5,"242.9 - 651.5 (644)",20050
29157,"""Perry, (MO)""",201.7,"175.6 - 204.1 (644)",23961
29161,"""Phelps, (MO)""",222.6,"204.2 - 242.8 (644)",20456
29167,"""Polk, (MO)""",227.8,"204.2 - 242.8 (644)",20270
29169,"""Pulaski, (MO)""",194.3,"175.6 - 204.1 (644)",19383
29179,"""Reynolds, (MO)""",243,"242.9 - 651.5 (644)",19696
29181,"""Ripley, (MO)""",310.3,"242.9 - 651.5 (644)",17006
29186,"""Ste. Genevieve, (MO)""",212.4,"204.2 - 242.8 (644)",22689
29187,"""St. Francois, (MO)""",263.1,"242.9 - 651.5 (644)",20061
29201,"""Scott, (MO)""",236.5,"204.2 - 242.8 (644)",19815
29203,"""Shannon, (MO)""",245.9,"242.9 - 651.5 (644)",17266
29207,"""Stoddard, (MO)""",177.8,"175.6 - 204.1 (644)",19223
29209,"""Stone, (MO)""",259.8,"242.9 - 651.5 (644)",16764
29213,"""Taney, (MO)""",208.1,"204.2 - 242.8 (644)",18687
29215,"""Texas, (MO)""",212.5,"204.2 - 242.8 (644)",18833
29221,"""Washington, (MO)""",460.6,"242.9 - 651.5 (644)",20729
29223,"""Wayne, (MO)""",221.2,"204.2 - 242.8 (644)",16757
29225,"""Webster, (MO)""",194.3,"175.6 - 204.1 (644)",18968
29229,"""Wright, (MO)""",392.4,"242.9 - 651.5 (644)",20982
47005,"""Benton, (TN)""",368.2,"242.9 - 651.5 (644)",20691
47017,"""Carroll, (TN)""",464.1,"242.9 - 651.5 (644)",20590
47023,"""Chester, (TN)""",311,"242.9 - 651.5 (644)",19806
47033,"""Crockett, (TN)""",379.8,"242.9 - 651.5 (644)",19586
47039,"""Decatur, (TN)""",316,"242.9 - 651.5 (644)",18606
47043,"""Dickson, (TN)""",340.8,"242.9 - 651.5 (644)",20959
47045,"""Dyer, (TN)""",441.4,"242.9 - 651.5 (644)",21160
47047,"""Fayette, (TN)""",245,"242.9 - 651.5 (644)",18354
47053,"""Gibson, (TN)""",393.6,"242.9 - 651.5 (644)",20566
47069,"""Hardeman, (TN)""",287.4,"242.9 - 651.5 (644)",19932
47071,"""Hardin, (TN)""",460.5,"242.9 - 651.5 (644)",20153
47075,"""Haywood, (TN)""",318.7,"242.9 - 651.5 (644)",19699
47077,"""Henderson, (TN)""",247.4,"242.9 - 651.5 (644)",18904
47079,"""Henry, (TN)""",384.1,"242.9 - 651.5 (644)",19598
47081,"""Hickman, (TN)""",212.8,"204.2 - 242.8 (644)",20811
47083,"""Houston, (TN)""",359.5,"242.9 - 651.5 (644)",20498
47085,"""Humphreys, (TN)""",407.3,"242.9 - 651.5 (644)",20545
47095,"""Lake, (TN)""",318.9,"242.9 - 651.5 (644)",31897
47097,"""Lauderdale, (TN)""",354.4,"242.9 - 651.5 (644)",22553
47099,"""Lawrence, (TN)""",267.8,"242.9 - 651.5 (644)",18780
47101,"""Lewis, (TN)""",330,"242.9 - 651.5 (644)",19529
47109,"""McNairy, (TN)""",353.8,"242.9 - 651.5 (644)",18835
47113,"""Madison, (TN)""",233.2,"204.2 - 242.8 (644)",19857
47125,"""Montgomery, (TN)""",234.5,"204.2 - 242.8 (644)",18693
47131,"""Obion, (TN)""",273.1,"242.9 - 651.5 (644)",23267
47135,"""Perry, (TN)""",406.3,"242.9 - 651.5 (644)",19622
47157,"""Shelby, (TN)""",202.6,"175.6 - 204.1 (644)",20535
47161,"""Stewart, (TN)""",256.5,"242.9 - 651.5 (644)",19860
47167,"""Tipton, (TN)""",262.8,"242.9 - 651.5 (644)",20333
47181,"""Wayne, (TN)""",340.7,"242.9 - 651.5 (644)",21898
47183,"""Weakley, (TN)""",244.9,"242.9 - 651.5 (644)",20388
17001,"""Adams, (IL)""",204.4,"204.2 - 242.8 (644)",18848
17005,"""Bond, (IL)""",213.1,"204.2 - 242.8 (644)",15450
17007,"""Boone, (IL)""",158.9,"148.7 - 175.5 (644)",21067
17009,"""Brown, (IL)""",192.7,"175.6 - 204.1 (644)",18971
17011,"""Bureau, (IL)""",204.6,"204.2 - 242.8 (644)",18847
17013,"""Calhoun, (IL)""",193.6,"175.6 - 204.1 (644)",17958
17015,"""Carroll, (IL)""",231.2,"204.2 - 242.8 (644)",18296
17017,"""Cass, (IL)""",188.7,"175.6 - 204.1 (644)",19901
17019,"""Champaign, (IL)""",124.1,"26.6 - 148.6 (644)",21276
17021,"""Christian, (IL)""",204.1,"175.6 - 204.1 (644)",21094
17023,"""Clark, (IL)""",211.1,"204.2 - 242.8 (644)",18897
17025,"""Clay, (IL)""",169.9,"148.7 - 175.5 (644)",20630
17027,"""Clinton, (IL)""",207.6,"204.2 - 242.8 (644)",18678
17029,"""Coles, (IL)""",169.7,"148.7 - 175.5 (644)",20294
17031,"""Cook, (IL)""",163.8,"148.7 - 175.5 (644)",23328
17033,"""Crawford, (IL)""",212.6,"204.2 - 242.8 (644)",19793
17035,"""Cumberland, (IL)""",165.7,"148.7 - 175.5 (644)",18515
17037,"""DeKalb, (IL)""",166.9,"148.7 - 175.5 (644)",21801
17039,"""De Witt, (IL)""",198.9,"175.6 - 204.1 (644)",18756
17041,"""Douglas, (IL)""",109.9,"26.6 - 148.6 (644)",20990
17043,"""DuPage, (IL)""",130.2,"26.6 - 148.6 (644)",19907
17045,"""Edgar, (IL)""",181.6,"175.6 - 204.1 (644)",19593
17047,"""Edwards, (IL)""",230.6,"204.2 - 242.8 (644)",19131
17049,"""Effingham, (IL)""",159.4,"148.7 - 175.5 (644)",18768
17051,"""Fayette, (IL)""",192.6,"175.6 - 204.1 (644)",19947
17053,"""Ford, (IL)""",209,"204.2 - 242.8 (644)",22262
17057,"""Fulton, (IL)""",208,"204.2 - 242.8 (644)",18696
17061,"""Greene, (IL)""",227.8,"204.2 - 242.8 (644)",19983
17063,"""Grundy, (IL)""",179.8,"175.6 - 204.1 (644)",21703
17067,"""Hancock, (IL)""",211,"204.2 - 242.8 (644)",19592
17071,"""Henderson, (IL)""",212.7,"204.2 - 242.8 (644)",20282
17073,"""Henry, (IL)""",178.6,"175.6 - 204.1 (644)",16841
17075,"""Iroquois, (IL)""",225.3,"204.2 - 242.8 (644)",21075
17079,"""Jasper, (IL)""",191.2,"175.6 - 204.1 (644)",18926
17083,"""Jersey, (IL)""",239.2,"204.2 - 242.8 (644)",19329
17085,"""Jo Daviess, (IL)""",148.1,"26.6 - 148.6 (644)",16127
17089,"""Kane, (IL)""",130,"26.6 - 148.6 (644)",21665
17091,"""Kankakee, (IL)""",183.5,"175.6 - 204.1 (644)",21805
17093,"""Kendall, (IL)""",121.6,"26.6 - 148.6 (644)",20768
17095,"""Knox, (IL)""",221,"204.2 - 242.8 (644)",17377
17097,"""Lake, (IL)""",122.5,"26.6 - 148.6 (644)",20751
17099,"""LaSalle, (IL)""",207.2,"204.2 - 242.8 (644)",20377
17101,"""Lawrence, (IL)""",204.3,"204.2 - 242.8 (644)",21867
17103,"""Lee, (IL)""",161.6,"148.7 - 175.5 (644)",17472
17105,"""Livingston, (IL)""",201.5,"175.6 - 204.1 (644)",16897
17107,"""Logan, (IL)""",158,"148.7 - 175.5 (644)",18751
17109,"""McDonough, (IL)""",216.3,"204.2 - 242.8 (644)",19904
17111,"""McHenry, (IL)""",157.4,"148.7 - 175.5 (644)",20696
17113,"""McLean, (IL)""",159.5,"148.7 - 175.5 (644)",15501
17115,"""Macon, (IL)""",119.3,"26.6 - 148.6 (644)",17564
17117,"""Macoupin, (IL)""",179.3,"175.6 - 204.1 (644)",19611
17119,"""Madison, (IL)""",212,"204.2 - 242.8 (644)",19428
17121,"""Marion, (IL)""",235.5,"204.2 - 242.8 (644)",21313
17123,"""Marshall, (IL)""",146,"26.6 - 148.6 (644)",17621
17125,"""Mason, (IL)""",158.4,"148.7 - 175.5 (644)",20111
17129,"""Menard, (IL)""",168.1,"148.7 - 175.5 (644)",17400
17131,"""Mercer, (IL)""",169.5,"148.7 - 175.5 (644)",15247
17135,"""Montgomery, (IL)""",177.4,"175.6 - 204.1 (644)",20383
17137,"""Morgan, (IL)""",218,"204.2 - 242.8 (644)",19062
17139,"""Moultrie, (IL)""",148.4,"26.6 - 148.6 (644)",17765
17141,"""Ogle, (IL)""",152.1,"148.7 - 175.5 (644)",18135
17143,"""Peoria, (IL)""",173,"148.7 - 175.5 (644)",17527
17147,"""Piatt, (IL)""",150.7,"148.7 - 175.5 (644)",18308
17149,"""Pike, (IL)""",195,"175.6 - 204.1 (644)",19587
17155,"""Putnam, (IL)""",204.4,"204.2 - 242.8 (644)",20877
17159,"""Richland, (IL)""",208.8,"204.2 - 242.8 (644)",18500
17161,"""Rock Island, (IL)""",162.8,"148.7 - 175.5 (644)",16634
17163,"""St. Clair, (IL)""",195.5,"175.6 - 204.1 (644)",20223
17167,"""Sangamon, (IL)""",172.3,"148.7 - 175.5 (644)",17443
17169,"""Schuyler, (IL)""",203.8,"175.6 - 204.1 (644)",21485
17171,"""Scott, (IL)""",201.2,"175.6 - 204.1 (644)",21546
17173,"""Shelby, (IL)""",156,"148.7 - 175.5 (644)",17538
17175,"""Stark, (IL)""",169.3,"148.7 - 175.5 (644)",16077
17177,"""Stephenson, (IL)""",141,"26.6 - 148.6 (644)",18060
17179,"""Tazewell, (IL)""",161.2,"148.7 - 175.5 (644)",18080
17183,"""Vermilion, (IL)""",241.9,"204.2 - 242.8 (644)",23343
17185,"""Wabash, (IL)""",196.8,"175.6 - 204.1 (644)",21744
17187,"""Warren, (IL)""",232.8,"204.2 - 242.8 (644)",17380
17191,"""Wayne, (IL)""",171.7,"148.7 - 175.5 (644)",18966
17195,"""Whiteside, (IL)""",243.7,"242.9 - 651.5 (644)",17649
17197,"""Will, (IL)""",168.7,"148.7 - 175.5 (644)",22294
17201,"""Winnebago, (IL)""",160.5,"148.7 - 175.5 (644)",20607
17203,"""Woodford, (IL)""",142.9,"26.6 - 148.6 (644)",15938
18007,"""Benton, (IN)""",179,"175.6 - 204.1 (644)",18757
18045,"""Fountain, (IN)""",194.6,"175.6 - 204.1 (644)",19344
18083,"""Knox, (IN)""",211.2,"204.2 - 242.8 (644)",21645
18089,"""Lake, (IN)""",188.8,"175.6 - 204.1 (644)",24340
18111,"""Newton, (IN)""",201.2,"175.6 - 204.1 (644)",18938
18121,"""Parke, (IN)""",246,"242.9 - 651.5 (644)",18113
18125,"""Pike, (IN)""",206.7,"204.2 - 242.8 (644)",17477
18153,"""Sullivan, (IN)""",236.9,"204.2 - 242.8 (644)",20449
18165,"""Vermillion, (IN)""",273.3,"242.9 - 651.5 (644)",20262
18167,"""Vigo, (IN)""",307.9,"242.9 - 651.5 (644)",20977
18171,"""Warren, (IN)""",180,"175.6 - 204.1 (644)",16911
19005,"""Allamakee, (IA)""",240.6,"204.2 - 242.8 (644)",15042
19007,"""Appanoose, (IA)""",246.3,"242.9 - 651.5 (644)",21483
19011,"""Benton, (IA)""",197.3,"175.6 - 204.1 (644)",17768
19013,"""Black Hawk, (IA)""",172.1,"148.7 - 175.5 (644)",17868
19017,"""Bremer, (IA)""",194.1,"175.6 - 204.1 (644)",18398
19019,"""Buchanan, (IA)""",210.4,"204.2 - 242.8 (644)",19599
19023,"""Butler, (IA)""",213.3,"204.2 - 242.8 (644)",18391
19031,"""Cedar, (IA)""",154,"148.7 - 175.5 (644)",16150
19033,"""Cerro Gordo, (IA)""",218.8,"204.2 - 242.8 (644)",18815
19037,"""Chickasaw, (IA)""",293.7,"242.9 - 651.5 (644)",16039
19043,"""Clayton, (IA)""",176.3,"175.6 - 204.1 (644)",18695
19045,"""Clinton, (IA)""",285.4,"242.9 - 651.5 (644)",17318
19051,"""Davis, (IA)""",223.2,"204.2 - 242.8 (644)",20262
19055,"""Delaware, (IA)""",194.4,"175.6 - 204.1 (644)",18346
19057,"""Des Moines, (IA)""",211.5,"204.2 - 242.8 (644)",17167
19061,"""Dubuque, (IA)""",178.9,"175.6 - 204.1 (644)",17774
19065,"""Fayette, (IA)""",233.5,"204.2 - 242.8 (644)",19456
19067,"""Floyd, (IA)""",214.6,"204.2 - 242.8 (644)",19141
19069,"""Franklin, (IA)""",205.9,"204.2 - 242.8 (644)",19325
19075,"""Grundy, (IA)""",187.4,"175.6 - 204.1 (644)",18567
19083,"""Hardin, (IA)""",188.2,"175.6 - 204.1 (644)",17215
19087,"""Henry, (IA)""",240.9,"204.2 - 242.8 (644)",16297
19089,"""Howard, (IA)""",369.8,"242.9 - 651.5 (644)",20307
19095,"""Iowa, (IA)""",191.8,"175.6 - 204.1 (644)",17876
19097,"""Jackson, (IA)""",211.4,"204.2 - 242.8 (644)",20176
19099,"""Jasper, (IA)""",161.4,"148.7 - 175.5 (644)",14249
19101,"""Jefferson, (IA)""",277.6,"242.9 - 651.5 (644)",23329
19103,"""Johnson, (IA)""",184.1,"175.6 - 204.1 (644)",16588
19105,"""Jones, (IA)""",180.1,"175.6 - 204.1 (644)",18630
19107,"""Keokuk, (IA)""",219.4,"204.2 - 242.8 (644)",18749
19111,"""Lee, (IA)""",223,"204.2 - 242.8 (644)",17565
19113,"""Linn, (IA)""",197.3,"175.6 - 204.1 (644)",17180
19115,"""Louisa, (IA)""",177.3,"175.6 - 204.1 (644)",16375
19117,"""Lucas, (IA)""",247.2,"242.9 - 651.5 (644)",16262
19123,"""Mahaska, (IA)""",288.3,"242.9 - 651.5 (644)",17366
19125,"""Marion, (IA)""",246.3,"242.9 - 651.5 (644)",17891
19127,"""Marshall, (IA)""",183,"175.6 - 204.1 (644)",15708
19131,"""Mitchell, (IA)""",297.5,"242.9 - 651.5 (644)",16842
19135,"""Monroe, (IA)""",269.7,"242.9 - 651.5 (644)",17493
19139,"""Muscatine, (IA)""",165.6,"148.7 - 175.5 (644)",18375
19153,"""Polk, (IA)""",182.6,"175.6 - 204.1 (644)",15196
19157,"""Poweshiek, (IA)""",204.4,"204.2 - 242.8 (644)",16217
19163,"""Scott, (IA)""",149.1,"148.7 - 175.5 (644)",18736
19169,"""Story, (IA)""",166.1,"148.7 - 175.5 (644)",15086
19171,"""Tama, (IA)""",177.3,"175.6 - 204.1 (644)",16515
19177,"""Van Buren, (IA)""",243.3,"242.9 - 651.5 (644)",20903
19179,"""Wapello, (IA)""",276,"242.9 - 651.5 (644)",17374
19181,"""Warren, (IA)""",215,"204.2 - 242.8 (644)",15991
19183,"""Washington, (IA)""",177,"175.6 - 204.1 (644)",17899
19185,"""Wayne, (IA)""",248.9,"242.9 - 651.5 (644)",19303
19191,"""Winneshiek, (IA)""",198.2,"175.6 - 204.1 (644)",16938
19195,"""Worth, (IA)""",167.7,"148.7 - 175.5 (644)",17904
27039,"""Dodge, (MN)""",159.3,"148.7 - 175.5 (644)",14337
27045,"""Fillmore, (MN)""",180,"175.6 - 204.1 (644)",17341
27047,"""Freeborn, (MN)""",146.3,"26.6 - 148.6 (644)",20736
27049,"""Goodhue, (MN)""",177.7,"175.6 - 204.1 (644)",16266
27055,"""Houston, (MN)""",150.4,"148.7 - 175.5 (644)",15019
27099,"""Mower, (MN)""",172.4,"148.7 - 175.5 (644)",23055
27109,"""Olmsted, (MN)""",159.9,"148.7 - 175.5 (644)",15974
27131,"""Rice, (MN)""",139.3,"26.6 - 148.6 (644)",15866
27147,"""Steele, (MN)""",149.9,"148.7 - 175.5 (644)",16875
27157,"""Wabasha, (MN)""",158.7,"148.7 - 175.5 (644)",20226
27161,"""Waseca, (MN)""",161.3,"148.7 - 175.5 (644)",18263
27169,"""Winona, (MN)""",158.1,"148.7 - 175.5 (644)",14449
29001,"""Adair, (MO)""",147.3,"26.6 - 148.6 (644)",17926
29007,"""Audrain, (MO)""",122.6,"26.6 - 148.6 (644)",16193
29019,"""Boone, (MO)""",133.4,"26.6 - 148.6 (644)",17836
29027,"""Callaway, (MO)""",161.9,"148.7 - 175.5 (644)",16648
29033,"""Carroll, (MO)""",196.7,"175.6 - 204.1 (644)",24012
29041,"""Chariton, (MO)""",176.8,"175.6 - 204.1 (644)",17243
29045,"""Clark, (MO)""",226.6,"204.2 - 242.8 (644)",18591
29051,"""Cole, (MO)""",136.4,"26.6 - 148.6 (644)",16944
29053,"""Cooper, (MO)""",144.5,"26.6 - 148.6 (644)",17289
29071,"""Franklin, (MO)""",244.9,"242.9 - 651.5 (644)",18703
29073,"""Gasconade, (MO)""",171.2,"148.7 - 175.5 (644)",17926
29079,"""Grundy, (MO)""",228.2,"204.2 - 242.8 (644)",23122
29089,"""Howard, (MO)""",150.5,"148.7 - 175.5 (644)",16813
29103,"""Knox, (MO)""",194.1,"175.6 - 204.1 (644)",16360
29111,"""Lewis, (MO)""",224.7,"204.2 - 242.8 (644)",21112
29113,"""Lincoln, (MO)""",213.6,"204.2 - 242.8 (644)",21483
29115,"""Linn, (MO)""",330,"242.9 - 651.5 (644)",20210
29117,"""Livingston, (MO)""",188.9,"175.6 - 204.1 (644)",22107
29121,"""Macon, (MO)""",196.2,"175.6 - 204.1 (644)",18134
29127,"""Marion, (MO)""",201.4,"175.6 - 204.1 (644)",17303
29129,"""Mercer, (MO)""",249,"242.9 - 651.5 (644)",21012
29135,"""Moniteau, (MO)""",201.4,"175.6 - 204.1 (644)",17089
29137,"""Monroe, (MO)""",171.9,"148.7 - 175.5 (644)",17045
29139,"""Montgomery, (MO)""",325.1,"242.9 - 651.5 (644)",17173
29141,"""Morgan, (MO)""",278.7,"242.9 - 651.5 (644)",17033
29151,"""Osage, (MO)""",148.9,"148.7 - 175.5 (644)",16706
29159,"""Pettis, (MO)""",138,"26.6 - 148.6 (644)",18299
29163,"""Pike, (MO)""",178.2,"175.6 - 204.1 (644)",19264
29171,"""Putnam, (MO)""",185.2,"175.6 - 204.1 (644)",22228
29173,"""Ralls, (MO)""",148.3,"26.6 - 148.6 (644)",16578
29175,"""Randolph, (MO)""",152.6,"148.7 - 175.5 (644)",19261
29183,"""St. Charles, (MO)""",172.4,"148.7 - 175.5 (644)",19707
29189,"""St. Louis County, (MO)""",216.9,"204.2 - 242.8 (644)",20016
29195,"""Saline, (MO)""",206.7,"204.2 - 242.8 (644)",17867
29197,"""Schuyler, (MO)""",169.2,"148.7 - 175.5 (644)",17670
29199,"""Scotland, (MO)""",168.3,"148.7 - 175.5 (644)",30632
29205,"""Shelby, (MO)""",227.9,"204.2 - 242.8 (644)",17631
29211,"""Sullivan, (MO)""",313.4,"242.9 - 651.5 (644)",22299
29219,"""Warren, (MO)""",209.1,"204.2 - 242.8 (644)",20342
29510,"""St. Louis City, (MO)""",257.8,"242.9 - 651.5 (644)",25033
55001,"""Adams, (WI)""",209.9,"204.2 - 242.8 (644)",16385
55009,"""Brown, (WI)""",203,"175.6 - 204.1 (644)",16263
55011,"""Buffalo, (WI)""",153.3,"148.7 - 175.5 (644)",16480
55015,"""Calumet, (WI)""",158.4,"148.7 - 175.5 (644)",15373
55021,"""Columbia, (WI)""",141.4,"26.6 - 148.6 (644)",16105
55023,"""Crawford, (WI)""",168,"148.7 - 175.5 (644)",18523
55025,"""Dane, (WI)""",130.1,"26.6 - 148.6 (644)",16880
55027,"""Dodge, (WI)""",167.1,"148.7 - 175.5 (644)",16138
55039,"""Fond du Lac, (WI)""",152.6,"148.7 - 175.5 (644)",18278
55043,"""Grant, (WI)""",170,"148.7 - 175.5 (644)",17890
55045,"""Green, (WI)""",151.9,"148.7 - 175.5 (644)",17160
55047,"""Green Lake, (WI)""",170.6,"148.7 - 175.5 (644)",18204
55049,"""Iowa, (WI)""",162.9,"148.7 - 175.5 (644)",18027
55053,"""Jackson, (WI)""",147.1,"26.6 - 148.6 (644)",19937
55055,"""Jefferson, (WI)""",155.3,"148.7 - 175.5 (644)",16753
55057,"""Juneau, (WI)""",158.1,"148.7 - 175.5 (644)",16768
55059,"""Kenosha, (WI)""",217.4,"204.2 - 242.8 (644)",19431
55061,"""Kewaunee, (WI)""",163,"148.7 - 175.5 (644)",15122
55063,"""La Crosse, (WI)""",135.7,"26.6 - 148.6 (644)",15905
55065,"""Lafayette, (WI)""",142,"26.6 - 148.6 (644)",19603
55071,"""Manitowoc, (WI)""",178.4,"175.6 - 204.1 (644)",17033
55077,"""Marquette, (WI)""",130.3,"26.6 - 148.6 (644)",17357
55079,"""Milwaukee, (WI)""",206.3,"204.2 - 242.8 (644)",21730
55081,"""Monroe, (WI)""",169.8,"148.7 - 175.5 (644)",18824
55087,"""Outagamie, (WI)""",158.3,"148.7 - 175.5 (644)",15140
55089,"""Ozaukee, (WI)""",154.7,"148.7 - 175.5 (644)",16972
55091,"""Pepin, (WI)""",157.8,"148.7 - 175.5 (644)",19517
55097,"""Portage, (WI)""",159.7,"148.7 - 175.5 (644)",17347
55101,"""Racine, (WI)""",179.5,"175.6 - 204.1 (644)",20469
55103,"""Richland, (WI)""",184.5,"175.6 - 204.1 (644)",17572
55105,"""Rock, (WI)""",185.2,"175.6 - 204.1 (644)",19881
55111,"""Sauk, (WI)""",199.6,"175.6 - 204.1 (644)",17336
55117,"""Sheboygan, (WI)""",172.8,"148.7 - 175.5 (644)",15954
55121,"""Trempealeau, (WI)""",193.9,"175.6 - 204.1 (644)",18609
55123,"""Vernon, (WI)""",201.7,"175.6 - 204.1 (644)",17773
55127,"""Walworth, (WI)""",179.6,"175.6 - 204.1 (644)",17664
55131,"""Washington, (WI)""",147.8,"26.6 - 148.6 (644)",18460
55133,"""Waukesha, (WI)""",128.4,"26.6 - 148.6 (644)",17792
55135,"""Waupaca, (WI)""",188.3,"175.6 - 204.1 (644)",15799
55137,"""Waushara, (WI)""",258,"242.9 - 651.5 (644)",17795
55139,"""Winnebago, (WI)""",134,"26.6 - 148.6 (644)",16436
55141,"""Wood, (WI)""",137.4,"26.6 - 148.6 (644)",16824
01001,"""Autauga, (AL)""",227.6,"204.2 - 242.8 (644)",20363
01009,"""Blount, (AL)""",167.9,"148.7 - 175.5 (644)",20348
01015,"""Calhoun, (AL)""",250.3,"242.9 - 651.5 (644)",20763
01017,"""Chambers, (AL)""",105.5,"26.6 - 148.6 (644)",16647
01019,"""Cherokee, (AL)""",161.8,"148.7 - 175.5 (644)",18669
01021,"""Chilton, (AL)""",158.8,"148.7 - 175.5 (644)",20095
01027,"""Clay, (AL)""",228.8,"204.2 - 242.8 (644)",20532
01029,"""Cleburne, (AL)""",145.6,"26.6 - 148.6 (644)",20798
01037,"""Coosa, (AL)""",139.6,"26.6 - 148.6 (644)",18204
01043,"""Cullman, (AL)""",156.6,"148.7 - 175.5 (644)",18971
01047,"""Dallas, (AL)""",282.8,"242.9 - 651.5 (644)",20406
01049,"""DeKalb, (AL)""",140.8,"26.6 - 148.6 (644)",17728
01051,"""Elmore, (AL)""",155.6,"148.7 - 175.5 (644)",19197
01055,"""Etowah, (AL)""",195.7,"175.6 - 204.1 (644)",24421
01071,"""Jackson, (AL)""",250.9,"242.9 - 651.5 (644)",19509
01073,"""Jefferson, (AL)""",127.7,"26.6 - 148.6 (644)",21201
01081,"""Lee, (AL)""",136.1,"26.6 - 148.6 (644)",17221
01083,"""Limestone, (AL)""",163.5,"148.7 - 175.5 (644)",18958
01085,"""Lowndes, (AL)""",187.7,"175.6 - 204.1 (644)",17911
01087,"""Macon, (AL)""",146.2,"26.6 - 148.6 (644)",18296
01089,"""Madison, (AL)""",103.8,"26.6 - 148.6 (644)",18872
01095,"""Marshall, (AL)""",152.2,"148.7 - 175.5 (644)",19498
01101,"""Montgomery, (AL)""",150.7,"148.7 - 175.5 (644)",21139
01103,"""Morgan, (AL)""",199,"175.6 - 204.1 (644)",18970
01111,"""Randolph, (AL)""",297.5,"242.9 - 651.5 (644)",18384
01113,"""Russell, (AL)""",142.7,"26.6 - 148.6 (644)",19402
01115,"""St. Clair, (AL)""",184.8,"175.6 - 204.1 (644)",20235
01117,"""Shelby, (AL)""",105.1,"26.6 - 148.6 (644)",18730
01121,"""Talladega, (AL)""",137.5,"26.6 - 148.6 (644)",20495
01123,"""Tallapoosa, (AL)""",164.1,"148.7 - 175.5 (644)",18511
13015,"""Bartow, (GA)""",166.4,"148.7 - 175.5 (644)",20168
13035,"""Butts, (GA)""",141,"26.6 - 148.6 (644)",21607
13045,"""Carroll, (GA)""",170,"148.7 - 175.5 (644)",19497
13047,"""Catoosa, (GA)""",187.7,"175.6 - 204.1 (644)",19368
13053,"""Chattahoochee, (GA)""",172.1,"148.7 - 175.5 (644)",18883
13055,"""Chattooga, (GA)""",185.4,"175.6 - 204.1 (644)",19116
13057,"""Cherokee, (GA)""",124.9,"26.6 - 148.6 (644)",18507
13063,"""Clayton, (GA)""",125.5,"26.6 - 148.6 (644)",24219
13067,"""Cobb, (GA)""",105,"26.6 - 148.6 (644)",18421
13077,"""Coweta, (GA)""",142,"26.6 - 148.6 (644)",19261
13079,"""Crawford, (GA)""",145.4,"26.6 - 148.6 (644)",21746
13083,"""Dade, (GA)""",232.7,"204.2 - 242.8 (644)",18276
13085,"""Dawson, (GA)""",141.9,"26.6 - 148.6 (644)",18440
13089,"""DeKalb, (GA)""",93.2,"26.6 - 148.6 (644)",20809
