"cnty_fips","display_name","Value","theme_range","ou_cost"
21041,"""Carroll, (KY)""",231.2,"204.2 - 242.8 (644)",5610
21077,"""Gallatin, (KY)""",196,"175.6 - 204.1 (644)",2754
21081,"""Grant, (KY)""",219.4,"204.2 - 242.8 (644)",4063
21089,"""Greenup, (KY)""",204.3,"204.2 - 242.8 (644)",3988
21097,"""Harrison, (KY)""",313.9,"242.9 - 651.5 (644)",3744
21103,"""Henry, (KY)""",155.3,"148.7 - 175.5 (644)",3354
21117,"""Kenton, (KY)""",153.9,"148.7 - 175.5 (644)",3687
21135,"""Lewis, (KY)""",300.7,"242.9 - 651.5 (644)",4801
21161,"""Mason, (KY)""",238.5,"204.2 - 242.8 (644)",3588
21185,"""Oldham, (KY)""",142,"26.6 - 148.6 (644)",3340
21187,"""Owen, (KY)""",230.9,"204.2 - 242.8 (644)",4892
21191,"""Pendleton, (KY)""",226.5,"204.2 - 242.8 (644)",3718
21201,"""Robertson, (KY)""",301,"242.9 - 651.5 (644)",3978
21223,"""Trimble, (KY)""",253.5,"242.9 - 651.5 (644)",3986
26005,"""Allegan, (MI)""",156.8,"148.7 - 175.5 (644)",3665
26011,"""Arenac, (MI)""",331.8,"242.9 - 651.5 (644)",4804
26015,"""Barry, (MI)""",179.8,"175.6 - 204.1 (644)",3418
26017,"""Bay, (MI)""",352.8,"242.9 - 651.5 (644)",3727
26019,"""Benzie, (MI)""",135,"26.6 - 148.6 (644)",4163
26021,"""Berrien, (MI)""",249.7,"242.9 - 651.5 (644)",3784
26023,"""Branch, (MI)""",202.8,"175.6 - 204.1 (644)",4276
26025,"""Calhoun, (MI)""",223.3,"204.2 - 242.8 (644)",4420
26027,"""Cass, (MI)""",207.5,"204.2 - 242.8 (644)",4169
26035,"""Clare, (MI)""",250.5,"242.9 - 651.5 (644)",4958
26037,"""Clinton, (MI)""",146.7,"26.6 - 148.6 (644)",4303
26045,"""Eaton, (MI)""",164.3,"148.7 - 175.5 (644)",4804
26049,"""Genesee, (MI)""",224.8,"204.2 - 242.8 (644)",2467
26051,"""Gladwin, (MI)""",275.8,"242.9 - 651.5 (644)",5180
26057,"""Gratiot, (MI)""",280.4,"242.9 - 651.5 (644)",4431
26059,"""Hillsdale, (MI)""",253.1,"242.9 - 651.5 (644)",4345
26063,"""Huron, (MI)""",285.2,"242.9 - 651.5 (644)",5477
26065,"""Ingham, (MI)""",163.5,"148.7 - 175.5 (644)",3434
26067,"""Ionia, (MI)""",189.5,"175.6 - 204.1 (644)",4972
26069,"""Iosco, (MI)""",306.8,"242.9 - 651.5 (644)",4224
26073,"""Isabella, (MI)""",221.2,"204.2 - 242.8 (644)",4358
26075,"""Jackson, (MI)""",266.2,"242.9 - 651.5 (644)",4165
26077,"""Kalamazoo, (MI)""",152.4,"148.7 - 175.5 (644)",3551
26081,"""Kent, (MI)""",204,"175.6 - 204.1 (644)",3087
26085,"""Lake, (MI)""",224.9,"204.2 - 242.8 (644)",5600
26087,"""Lapeer, (MI)""",215.6,"204.2 - 242.8 (644)",4116
26091,"""Lenawee, (MI)""",245.3,"242.9 - 651.5 (644)",4150
26093,"""Livingston, (MI)""",225.4,"204.2 - 242.8 (644)",4136
26099,"""Macomb, (MI)""",215.5,"204.2 - 242.8 (644)",3178
26101,"""Manistee, (MI)""",203.1,"175.6 - 204.1 (644)",4826
26105,"""Mason, (MI)""",204.9,"204.2 - 242.8 (644)",5608
26107,"""Mecosta, (MI)""",236.2,"204.2 - 242.8 (644)",5079
26111,"""Midland, (MI)""",153.6,"148.7 - 175.5 (644)",4165
26113,"""Missaukee, (MI)""",172.4,"148.7 - 175.5 (644)",4054
26115,"""Monroe, (MI)""",229.8,"204.2 - 242.8 (644)",3252
26117,"""Montcalm, (MI)""",226.2,"204.2 - 242.8 (644)",4831
26121,"""Muskegon, (MI)""",158.2,"148.7 - 175.5 (644)",3765
26123,"""Newaygo, (MI)""",189.7,"175.6 - 204.1 (644)",5833
26125,"""Oakland, (MI)""",222.1,"204.2 - 242.8 (644)",2982
26127,"""Oceana, (MI)""",211.7,"204.2 - 242.8 (644)",4905
26129,"""Ogemaw, (MI)""",295.3,"242.9 - 651.5 (644)",4002
26133,"""Osceola, (MI)""",237.5,"204.2 - 242.8 (644)",5726
26139,"""Ottawa, (MI)""",144.3,"26.6 - 148.6 (644)",3512
26143,"""Roscommon, (MI)""",263.4,"242.9 - 651.5 (644)",4415
26145,"""Saginaw, (MI)""",204.1,"175.6 - 204.1 (644)",3307
26147,"""St. Clair, (MI)""",257.3,"242.9 - 651.5 (644)",2874
26149,"""St. Joseph, (MI)""",239.5,"204.2 - 242.8 (644)",3971
26151,"""Sanilac, (MI)""",301.3,"242.9 - 651.5 (644)",4627
26155,"""Shiawassee, (MI)""",207.1,"204.2 - 242.8 (644)",3631
26157,"""Tuscola, (MI)""",271.4,"242.9 - 651.5 (644)",4366
26159,"""Van Buren, (MI)""",197.4,"175.6 - 204.1 (644)",4412
26161,"""Washtenaw, (MI)""",165.2,"148.7 - 175.5 (644)",4483
26163,"""Wayne, (MI)""",282.4,"242.9 - 651.5 (644)",3195
26165,"""Wexford, (MI)""",202.9,"175.6 - 204.1 (644)",4219
39001,"""Adams, (OH)""",256.8,"242.9 - 651.5 (644)",5099
39003,"""Allen, (OH)""",253.4,"242.9 - 651.5 (644)",3919
39005,"""Ashland, (OH)""",202.6,"175.6 - 204.1 (644)",4012
39007,"""Ashtabula, (OH)""",263.3,"242.9 - 651.5 (644)",5179
39009,"""Athens, (OH)""",209.3,"204.2 - 242.8 (644)",4174
39011,"""Auglaize, (OH)""",233.7,"204.2 - 242.8 (644)",4219
39013,"""Belmont, (OH)""",272.4,"242.9 - 651.5 (644)",4076
39015,"""Brown, (OH)""",208,"204.2 - 242.8 (644)",3433
39017,"""Butler, (OH)""",170.8,"148.7 - 175.5 (644)",3300
39019,"""Carroll, (OH)""",190.2,"175.6 - 204.1 (644)",2962
39021,"""Champaign, (OH)""",207.1,"204.2 - 242.8 (644)",4241
39023,"""Clark, (OH)""",252.9,"242.9 - 651.5 (644)",3146
39025,"""Clermont, (OH)""",173.5,"148.7 - 175.5 (644)",3455
39027,"""Clinton, (OH)""",195.2,"175.6 - 204.1 (644)",4128
39029,"""Columbiana, (OH)""",242.4,"204.2 - 242.8 (644)",3406
39031,"""Coshocton, (OH)""",259.1,"242.9 - 651.5 (644)",4379
39033,"""Crawford, (OH)""",253.1,"242.9 - 651.5 (644)",6749
39035,"""Cuyahoga, (OH)""",217,"204.2 - 242.8 (644)",4455
39037,"""Darke, (OH)""",253.2,"242.9 - 651.5 (644)",3795
39039,"""Defiance, (OH)""",175.4,"148.7 - 175.5 (644)",5252
39041,"""Delaware, (OH)""",134.9,"26.6 - 148.6 (644)",3446
39043,"""Erie, (OH)""",205.4,"204.2 - 242.8 (644)",4378
39045,"""Fairfield, (OH)""",183.9,"175.6 - 204.1 (644)",3798
39047,"""Fayette, (OH)""",225.3,"204.2 - 242.8 (644)",5733
39049,"""Franklin, (OH)""",156.2,"148.7 - 175.5 (644)",3269
39051,"""Fulton, (OH)""",232.8,"204.2 - 242.8 (644)",5199
39053,"""Gallia, (OH)""",303.6,"242.9 - 651.5 (644)",5484
39055,"""Geauga, (OH)""",156.5,"148.7 - 175.5 (644)",3916
39057,"""Greene, (OH)""",167.3,"148.7 - 175.5 (644)",3679
39059,"""Guernsey, (OH)""",252.7,"242.9 - 651.5 (644)",4684
39061,"""Hamilton, (OH)""",164.5,"148.7 - 175.5 (644)",3308
39063,"""Hancock, (OH)""",183.3,"175.6 - 204.1 (644)",3610
39065,"""Hardin, (OH)""",300.7,"242.9 - 651.5 (644)",4431
39067,"""Harrison, (OH)""",296.4,"242.9 - 651.5 (644)",4682
39069,"""Henry, (OH)""",193.3,"175.6 - 204.1 (644)",5146
39071,"""Highland, (OH)""",225.4,"204.2 - 242.8 (644)",5681
39073,"""Hocking, (OH)""",237.4,"204.2 - 242.8 (644)",4877
39075,"""Holmes, (OH)""",205.4,"204.2 - 242.8 (644)",2851
39077,"""Huron, (OH)""",192.1,"175.6 - 204.1 (644)",4715
39079,"""Jackson, (OH)""",338,"242.9 - 651.5 (644)",5754
39081,"""Jefferson, (OH)""",362.9,"242.9 - 651.5 (644)",4622
39083,"""Knox, (OH)""",185.7,"175.6 - 204.1 (644)",4907
39085,"""Lake, (OH)""",216.1,"204.2 - 242.8 (644)",3799
39087,"""Lawrence, (OH)""",239.8,"204.2 - 242.8 (644)",4092
39089,"""Licking, (OH)""",162.2,"148.7 - 175.5 (644)",3495
39091,"""Logan, (OH)""",240.6,"204.2 - 242.8 (644)",4514
39093,"""Lorain, (OH)""",173.6,"148.7 - 175.5 (644)",4524
39095,"""Lucas, (OH)""",253.8,"242.9 - 651.5 (644)",3480
39097,"""Madison, (OH)""",159,"148.7 - 175.5 (644)",3768
39099,"""Mahoning, (OH)""",198.6,"175.6 - 204.1 (644)",2701
39101,"""Marion, (OH)""",185.8,"175.6 - 204.1 (644)",4027
39103,"""Medina, (OH)""",163.9,"148.7 - 175.5 (644)",4385
39105,"""Meigs, (OH)""",252,"242.9 - 651.5 (644)",5253
39107,"""Mercer, (OH)""",419.8,"242.9 - 651.5 (644)",3708
39109,"""Miami, (OH)""",165.2,"148.7 - 175.5 (644)",3282
39111,"""Monroe, (OH)""",237.3,"204.2 - 242.8 (644)",5135
39113,"""Montgomery, (OH)""",184.4,"175.6 - 204.1 (644)",3460
39115,"""Morgan, (OH)""",176.9,"175.6 - 204.1 (644)",4051
39117,"""Morrow, (OH)""",238.7,"204.2 - 242.8 (644)",5538
39119,"""Muskingum, (OH)""",152.3,"148.7 - 175.5 (644)",4482
39121,"""Noble, (OH)""",170.5,"148.7 - 175.5 (644)",4521
39123,"""Ottawa, (OH)""",229.5,"204.2 - 242.8 (644)",5340
39125,"""Paulding, (OH)""",187.6,"175.6 - 204.1 (644)",6581
39127,"""Perry, (OH)""",310.4,"242.9 - 651.5 (644)",4095
39129,"""Pickaway, (OH)""",234.2,"204.2 - 242.8 (644)",4796
39131,"""Pike, (OH)""",233.3,"204.2 - 242.8 (644)",6227
39133,"""Portage, (OH)""",208.9,"204.2 - 242.8 (644)",4024
39135,"""Preble, (OH)""",200.9,"175.6 - 204.1 (644)",3851
39137,"""Putnam, (OH)""",188.3,"175.6 - 204.1 (644)",3916
39139,"""Richland, (OH)""",208.7,"204.2 - 242.8 (644)",4043
39141,"""Ross, (OH)""",222.5,"204.2 - 242.8 (644)",5250
39143,"""Sandusky, (OH)""",230.7,"204.2 - 242.8 (644)",4054
39145,"""Scioto, (OH)""",393.1,"242.9 - 651.5 (644)",5343
39147,"""Seneca, (OH)""",298.3,"242.9 - 651.5 (644)",5127
39149,"""Shelby, (OH)""",209,"204.2 - 242.8 (644)",3855
39151,"""Stark, (OH)""",178.7,"175.6 - 204.1 (644)",2924
39153,"""Summit, (OH)""",164.5,"148.7 - 175.5 (644)",3960
39155,"""Trumbull, (OH)""",199.2,"175.6 - 204.1 (644)",3050
39157,"""Tuscarawas, (OH)""",241,"204.2 - 242.8 (644)",3127
39159,"""Union, (OH)""",189.7,"175.6 - 204.1 (644)",4212
39161,"""Van Wert, (OH)""",237.1,"204.2 - 242.8 (644)",3662
39163,"""Vinton, (OH)""",223.1,"204.2 - 242.8 (644)",5172
39165,"""Warren, (OH)""",167.7,"148.7 - 175.5 (644)",3490
39167,"""Washington, (OH)""",152.7,"148.7 - 175.5 (644)",5627
39169,"""Wayne, (OH)""",208.5,"204.2 - 242.8 (644)",3299
39171,"""Williams, (OH)""",225.4,"204.2 - 242.8 (644)",3704
39173,"""Wood, (OH)""",197.2,"175.6 - 204.1 (644)",3990
39175,"""Wyandot, (OH)""",164.8,"148.7 - 175.5 (644)",5753
54007,"""Braxton, (WV)""",227,"204.2 - 242.8 (644)",5627
54011,"""Cabell, (WV)""",205.1,"204.2 - 242.8 (644)",3698
54013,"""Calhoun, (WV)""",244.8,"242.9 - 651.5 (644)",7531
54015,"""Clay, (WV)""",232,"204.2 - 242.8 (644)",3912
54017,"""Doddridge, (WV)""",279.7,"242.9 - 651.5 (644)",3793
54021,"""Gilmer, (WV)""",302.9,"242.9 - 651.5 (644)",5467
54035,"""Jackson, (WV)""",250.3,"242.9 - 651.5 (644)",5027
54051,"""Marshall, (WV)""",246.4,"242.9 - 651.5 (644)",3821
54053,"""Mason, (WV)""",229.6,"204.2 - 242.8 (644)",4583
54069,"""Ohio, (WV)""",225.4,"204.2 - 242.8 (644)",4150
54073,"""Pleasants, (WV)""",229,"204.2 - 242.8 (644)",4635
54079,"""Putnam, (WV)""",270.9,"242.9 - 651.5 (644)",3499
54085,"""Ritchie, (WV)""",261.9,"242.9 - 651.5 (644)",3820
54087,"""Roane, (WV)""",232.2,"204.2 - 242.8 (644)",5707
54095,"""Tyler, (WV)""",220.6,"204.2 - 242.8 (644)",5730
54103,"""Wetzel, (WV)""",254.9,"242.9 - 651.5 (644)",3936
54105,"""Wirt, (WV)""",258.5,"242.9 - 651.5 (644)",4260
54107,"""Wood, (WV)""",261.8,"242.9 - 651.5 (644)",4613
12011,"""Broward, (FL)""",170.9,"148.7 - 175.5 (644)",2946
12085,"""Martin, (FL)""",155.2,"148.7 - 175.5 (644)",2691
12086,"""Miami-Dade, (FL)""",184.7,"175.6 - 204.1 (644)",2696
12099,"""Palm Beach, (FL)""",164.8,"148.7 - 175.5 (644)",2587
12111,"""St. Lucie, (FL)""",176.5,"175.6 - 204.1 (644)",2128
24037,"""St. Mary's, (MD)""",167.6,"148.7 - 175.5 (644)",3894
24039,"""Somerset, (MD)""",452.9,"242.9 - 651.5 (644)",4435
24047,"""Worcester, (MD)""",231.1,"204.2 - 242.8 (644)",3767
37001,"""Alamance, (NC)""",169.2,"148.7 - 175.5 (644)",4034
37007,"""Anson, (NC)""",214,"204.2 - 242.8 (644)",3814
37013,"""Beaufort, (NC)""",184.6,"175.6 - 204.1 (644)",3248
37015,"""Bertie, (NC)""",162.1,"148.7 - 175.5 (644)",5091
37017,"""Bladen, (NC)""",282.3,"242.9 - 651.5 (644)",4456
37019,"""Brunswick, (NC)""",169.6,"148.7 - 175.5 (644)",3289
37025,"""Cabarrus, (NC)""",144.3,"26.6 - 148.6 (644)",3918
37029,"""Camden, (NC)""",224.9,"204.2 - 242.8 (644)",2957
37031,"""Carteret, (NC)""",188.3,"175.6 - 204.1 (644)",3546
37033,"""Caswell, (NC)""",155.1,"148.7 - 175.5 (644)",4305
37037,"""Chatham, (NC)""",101.2,"26.6 - 148.6 (644)",3745
37041,"""Chowan, (NC)""",187.3,"175.6 - 204.1 (644)",5170
37047,"""Columbus, (NC)""",342,"242.9 - 651.5 (644)",3510
37049,"""Craven, (NC)""",186.9,"175.6 - 204.1 (644)",3004
37051,"""Cumberland, (NC)""",212.1,"204.2 - 242.8 (644)",2745
37053,"""Currituck, (NC)""",236.9,"204.2 - 242.8 (644)",3322
37055,"""Dare, (NC)""",187.4,"175.6 - 204.1 (644)",4954
37057,"""Davidson, (NC)""",181.1,"175.6 - 204.1 (644)",4345
37059,"""Davie, (NC)""",170.7,"148.7 - 175.5 (644)",4204
37061,"""Duplin, (NC)""",187.3,"175.6 - 204.1 (644)",3556
37063,"""Durham, (NC)""",117.2,"26.6 - 148.6 (644)",3884
37065,"""Edgecombe, (NC)""",248.7,"242.9 - 651.5 (644)",3066
37067,"""Forsyth, (NC)""",155.4,"148.7 - 175.5 (644)",4883
37069,"""Franklin, (NC)""",155.9,"148.7 - 175.5 (644)",3514
37073,"""Gates, (NC)""",173,"148.7 - 175.5 (644)",3378
37077,"""Granville, (NC)""",182.2,"175.6 - 204.1 (644)",4193
37079,"""Greene, (NC)""",192.9,"175.6 - 204.1 (644)",2694
37081,"""Guilford, (NC)""",135.1,"26.6 - 148.6 (644)",3689
37083,"""Halifax, (NC)""",179.8,"175.6 - 204.1 (644)",3906
37085,"""Harnett, (NC)""",194.1,"175.6 - 204.1 (644)",3524
37091,"""Hertford, (NC)""",169.1,"148.7 - 175.5 (644)",4276
37093,"""Hoke, (NC)""",199.5,"175.6 - 204.1 (644)",3478
37095,"""Hyde, (NC)""",182.5,"175.6 - 204.1 (644)",4322
37101,"""Johnston, (NC)""",186.6,"175.6 - 204.1 (644)",3477
37103,"""Jones, (NC)""",188.6,"175.6 - 204.1 (644)",2072
37105,"""Lee, (NC)""",177.7,"175.6 - 204.1 (644)",3725
37107,"""Lenoir, (NC)""",193.5,"175.6 - 204.1 (644)",2840
37117,"""Martin, (NC)""",233.2,"204.2 - 242.8 (644)",3340
37123,"""Montgomery, (NC)""",185.6,"175.6 - 204.1 (644)",4732
37125,"""Moore, (NC)""",157.2,"148.7 - 175.5 (644)",2890
37127,"""Nash, (NC)""",197.4,"175.6 - 204.1 (644)",3264
37129,"""New Hanover, (NC)""",125.6,"26.6 - 148.6 (644)",2898
37131,"""Northampton, (NC)""",158.2,"148.7 - 175.5 (644)",3943
37133,"""Onslow, (NC)""",179.9,"175.6 - 204.1 (644)",2965
37135,"""Orange, (NC)""",109.6,"26.6 - 148.6 (644)",3809
37137,"""Pamlico, (NC)""",185.8,"175.6 - 204.1 (644)",2526
37139,"""Pasquotank, (NC)""",320.5,"242.9 - 651.5 (644)",3451
37141,"""Pender, (NC)""",175.1,"148.7 - 175.5 (644)",3307
37143,"""Perquimans, (NC)""",252.6,"242.9 - 651.5 (644)",3721
37145,"""Person, (NC)""",184.7,"175.6 - 204.1 (644)",3980
37147,"""Pitt, (NC)""",185,"175.6 - 204.1 (644)",2511
37151,"""Randolph, (NC)""",183,"175.6 - 204.1 (644)",3650
37153,"""Richmond, (NC)""",276.2,"242.9 - 651.5 (644)",3425
37155,"""Robeson, (NC)""",262.7,"242.9 - 651.5 (644)",3646
37157,"""Rockingham, (NC)""",192.3,"175.6 - 204.1 (644)",3731
37159,"""Rowan, (NC)""",186.1,"175.6 - 204.1 (644)",3111
37163,"""Sampson, (NC)""",214,"204.2 - 242.8 (644)",3172
37165,"""Scotland, (NC)""",229.2,"204.2 - 242.8 (644)",3656
37167,"""Stanly, (NC)""",239,"204.2 - 242.8 (644)",4379
37169,"""Stokes, (NC)""",188.4,"175.6 - 204.1 (644)",4310
37177,"""Tyrrell, (NC)""",195.4,"175.6 - 204.1 (644)",5548
37179,"""Union, (NC)""",118.7,"26.6 - 148.6 (644)",3824
37181,"""Vance, (NC)""",209.9,"204.2 - 242.8 (644)",4461
37183,"""Wake, (NC)""",112.3,"26.6 - 148.6 (644)",3592
37185,"""Warren, (NC)""",225.3,"204.2 - 242.8 (644)",4000
37187,"""Washington, (NC)""",182.8,"175.6 - 204.1 (644)",5051
37191,"""Wayne, (NC)""",198.9,"175.6 - 204.1 (644)",2974
37195,"""Wilson, (NC)""",184.2,"175.6 - 204.1 (644)",3016
45015,"""Berkeley, (SC)""",132.9,"26.6 - 148.6 (644)",2946
45019,"""Charleston, (SC)""",150.1,"148.7 - 175.5 (644)",3040
45025,"""Chesterfield, (SC)""",269.2,"242.9 - 651.5 (644)",3842
45027,"""Clarendon, (SC)""",182,"175.6 - 204.1 (644)",3479
45031,"""Darlington, (SC)""",152.5,"148.7 - 175.5 (644)",3721
45033,"""Dillon, (SC)""",213.5,"204.2 - 242.8 (644)",3360
45035,"""Dorchester, (SC)""",142.8,"26.6 - 148.6 (644)",2534
45041,"""Florence, (SC)""",171.6,"148.7 - 175.5 (644)",3766
45043,"""Georgetown, (SC)""",189,"175.6 - 204.1 (644)",3791
45051,"""Horry, (SC)""",176.7,"175.6 - 204.1 (644)",2826
45055,"""Kershaw, (SC)""",163.7,"148.7 - 175.5 (644)",2734
45061,"""Lee, (SC)""",387.6,"242.9 - 651.5 (644)",3382
45067,"""Marion, (SC)""",184.6,"175.6 - 204.1 (644)",4115
45069,"""Marlboro, (SC)""",139.2,"26.6 - 148.6 (644)",3554
45085,"""Sumter, (SC)""",145.4,"26.6 - 148.6 (644)",2958
45089,"""Williamsburg, (SC)""",147.3,"26.6 - 148.6 (644)",4437
51001,"""Accomack, (VA)""",291.4,"242.9 - 651.5 (644)",4195
51003,"""Albemarle, (VA)""",94.2,"26.6 - 148.6 (644)",4154
51005,"""Alleghany, (VA)""",192.5,"175.6 - 204.1 (644)",3252
51007,"""Amelia, (VA)""",196.6,"175.6 - 204.1 (644)",3240
51009,"""Amherst, (VA)""",167.1,"148.7 - 175.5 (644)",3376
51011,"""Appomattox, (VA)""",212.9,"204.2 - 242.8 (644)",3079
51015,"""Augusta, (VA)""",141.4,"26.6 - 148.6 (644)",4831
51017,"""Bath, (VA)""",164.3,"148.7 - 175.5 (644)",7356
51019,"""Bedford County, (VA)""",145.7,"26.6 - 148.6 (644)",3401
51023,"""Botetourt, (VA)""",137.9,"26.6 - 148.6 (644)",2917
51025,"""Brunswick, (VA)""",230.1,"204.2 - 242.8 (644)",3036
51029,"""Buckingham, (VA)""",205.3,"204.2 - 242.8 (644)",3874
51031,"""Campbell, (VA)""",179.4,"175.6 - 204.1 (644)",4014
51033,"""Caroline, (VA)""",169.4,"148.7 - 175.5 (644)",2702
51036,"""Charles City, (VA)""",165.9,"148.7 - 175.5 (644)",3670
51037,"""Charlotte, (VA)""",210.7,"204.2 - 242.8 (644)",4571
51041,"""Chesterfield, (VA)""",131.1,"26.6 - 148.6 (644)",2742
51045,"""Craig, (VA)""",144.8,"26.6 - 148.6 (644)",2821
51049,"""Cumberland, (VA)""",145.2,"26.6 - 148.6 (644)",3338
51053,"""Dinwiddie, (VA)""",193.9,"175.6 - 204.1 (644)",2838
51057,"""Essex, (VA)""",190.1,"175.6 - 204.1 (644)",4131
51063,"""Floyd, (VA)""",151.4,"148.7 - 175.5 (644)",2909
51065,"""Fluvanna, (VA)""",147.8,"26.6 - 148.6 (644)",3934
51067,"""Franklin County, (VA)""",123,"26.6 - 148.6 (644)",3099
51073,"""Gloucester, (VA)""",167.9,"148.7 - 175.5 (644)",4298
51075,"""Goochland, (VA)""",130.5,"26.6 - 148.6 (644)",2590
51079,"""Greene, (VA)""",142.3,"26.6 - 148.6 (644)",4228
51081,"""Greensville, (VA)""",355.2,"242.9 - 651.5 (644)",3478
51083,"""Halifax, (VA)""",187.3,"175.6 - 204.1 (644)",4136
51085,"""Hanover, (VA)""",156.7,"148.7 - 175.5 (644)",3100
51087,"""Henrico, (VA)""",150.5,"148.7 - 175.5 (644)",2909
51089,"""Henry, (VA)""",201.2,"175.6 - 204.1 (644)",3509
51093,"""Isle of Wight, (VA)""",163.1,"148.7 - 175.5 (644)",3512
51095,"""James City, (VA)""",140.6,"26.6 - 148.6 (644)",4165
51097,"""King and Queen, (VA)""",188.6,"175.6 - 204.1 (644)",3070
51099,"""King George, (VA)""",131.1,"26.6 - 148.6 (644)",2327
51101,"""King William, (VA)""",195.6,"175.6 - 204.1 (644)",3024
51103,"""Lancaster, (VA)""",172.8,"148.7 - 175.5 (644)",4860
51109,"""Louisa, (VA)""",189.1,"175.6 - 204.1 (644)",3591
51111,"""Lunenburg, (VA)""",233.5,"204.2 - 242.8 (644)",3023
51115,"""Mathews, (VA)""",173.8,"148.7 - 175.5 (644)",4730
51117,"""Mecklenburg, (VA)""",215.1,"204.2 - 242.8 (644)",3131
51119,"""Middlesex, (VA)""",187.9,"175.6 - 204.1 (644)",4121
51121,"""Montgomery, (VA)""",163.8,"148.7 - 175.5 (644)",2979
51125,"""Nelson, (VA)""",175.7,"175.6 - 204.1 (644)",4054
51127,"""New Kent, (VA)""",172,"148.7 - 175.5 (644)",3798
51131,"""Northampton, (VA)""",246.5,"242.9 - 651.5 (644)",3896
51133,"""Northumberland, (VA)""",179,"175.6 - 204.1 (644)",4304
51135,"""Nottoway, (VA)""",246.4,"242.9 - 651.5 (644)",2508
51137,"""Orange, (VA)""",159.3,"148.7 - 175.5 (644)",3494
51141,"""Patrick, (VA)""",253.7,"242.9 - 651.5 (644)",4900
51143,"""Pittsylvania, (VA)""",183.2,"175.6 - 204.1 (644)",3391
51145,"""Powhatan, (VA)""",137.1,"26.6 - 148.6 (644)",2743
51147,"""Prince Edward, (VA)""",200.7,"175.6 - 204.1 (644)",4065
51149,"""Prince George, (VA)""",117,"26.6 - 148.6 (644)",2713
51159,"""Richmond County, (VA)""",186,"175.6 - 204.1 (644)",3317
51161,"""Roanoke County, (VA)""",131.1,"26.6 - 148.6 (644)",2836
51163,"""Rockbridge, (VA)""",139,"26.6 - 148.6 (644)",4462
51175,"""Southampton, (VA)""",210.5,"204.2 - 242.8 (644)",3247
51177,"""Spotsylvania, (VA)""",140.7,"26.6 - 148.6 (644)",2576
51181,"""Surry, (VA)""",154.9,"148.7 - 175.5 (644)",4113
51183,"""Sussex, (VA)""",147.7,"26.6 - 148.6 (644)",3315
51193,"""Westmoreland, (VA)""",181.2,"175.6 - 204.1 (644)",2945
51199,"""York, (VA)""",121.4,"26.6 - 148.6 (644)",3688
51530,"""Buena Vista, (VA)""",176.8,"175.6 - 204.1 (644)",4715
51540,"""Charlottesville, (VA)""",114.7,"26.6 - 148.6 (644)",4122
51550,"""Chesapeake, (VA)""",173.9,"148.7 - 175.5 (644)",3282
51570,"""Colonial Heights, (VA)""",157.7,"148.7 - 175.5 (644)",2231
51580,"""Covington, (VA)""",332.8,"242.9 - 651.5 (644)",2645
51590,"""Danville, (VA)""",238.4,"204.2 - 242.8 (644)",3080
51595,"""Emporia, (VA)""",348.3,"242.9 - 651.5 (644)",2632
51620,"""Franklin City, (VA)""",232.9,"204.2 - 242.8 (644)",3543
51630,"""Fredericksburg, (VA)""",142.5,"26.6 - 148.6 (644)",2345
51650,"""Hampton, (VA)""",198.2,"175.6 - 204.1 (644)",3564
51670,"""Hopewell, (VA)""",197.1,"175.6 - 204.1 (644)",2464
51678,"""Lexington, (VA)""",155.2,"148.7 - 175.5 (644)",4393
51680,"""Lynchburg, (VA)""",166.9,"148.7 - 175.5 (644)",3858
51690,"""Martinsville, (VA)""",309.4,"242.9 - 651.5 (644)",3193
51700,"""Newport News, (VA)""",172.9,"148.7 - 175.5 (644)",3607
51710,"""Norfolk, (VA)""",198.5,"175.6 - 204.1 (644)",3277
51730,"""Petersburg, (VA)""",257.1,"242.9 - 651.5 (644)",2851
51735,"""Poquoson, (VA)""",165.5,"148.7 - 175.5 (644)",3228
51740,"""Portsmouth, (VA)""",201.6,"175.6 - 204.1 (644)",3299
51750,"""Radford, (VA)""",185.4,"175.6 - 204.1 (644)",3168
51760,"""Richmond City, (VA)""",155,"148.7 - 175.5 (644)",2979
51770,"""Roanoke City, (VA)""",181.7,"175.6 - 204.1 (644)",3039
51775,"""Salem, (VA)""",177.9,"175.6 - 204.1 (644)",2867
51790,"""Staunton, (VA)""",205.8,"204.2 - 242.8 (644)",4581
51800,"""Suffolk, (VA)""",166.1,"148.7 - 175.5 (644)",3264
51810,"""Virginia Beach, (VA)""",134,"26.6 - 148.6 (644)",3376
51820,"""Waynesboro, (VA)""",180.2,"175.6 - 204.1 (644)",4637
51830,"""Williamsburg, (VA)""",126.6,"26.6 - 148.6 (644)",3717
54025,"""Greenbrier, (WV)""",192.7,"175.6 - 204.1 (644)",2824
54063,"""Monroe, (WV)""",202.1,"175.6 - 204.1 (644)",4107
10001,"""Kent, (DE)""",207.4,"204.2 - 242.8 (644)",3183
10003,"""New Castle, (DE)""",157.4,"148.7 - 175.5 (644)",2731
10005,"""Sussex, (DE)""",206.2,"204.2 - 242.8 (644)",3633
11001,"""District of Columbia, (DC)""",214.5,"204.2 - 242.8 (644)",2983
24001,"""Allegany, (MD)""",247.4,"242.9 - 651.5 (644)",4769
24003,"""Anne Arundel, (MD)""",160.1,"148.7 - 175.5 (644)",3630
24005,"""Baltimore County, (MD)""",211.8,"204.2 - 242.8 (644)",4271
