"cnty_fips","display_name","Value","theme_range","total_inc"
30111,"""Yellowstone, (MT)""",166.7,"148.7 - 175.5 (644)",12757
38001,"""Adams, (ND)""",177.5,"175.6 - 204.1 (644)",9820
38003,"""Barnes, (ND)""",114,"26.6 - 148.6 (644)",10155
38005,"""Benson, (ND)""",218.4,"204.2 - 242.8 (644)",13973
38007,"""Billings, (ND)""",183.3,"175.6 - 204.1 (644)",7954
38009,"""Bottineau, (ND)""",246.1,"242.9 - 651.5 (644)",10760
38011,"""Bowman, (ND)""",166.1,"148.7 - 175.5 (644)",12862
38013,"""Burke, (ND)""",211.3,"204.2 - 242.8 (644)",17860
38015,"""Burleigh, (ND)""",108.4,"26.6 - 148.6 (644)",10818
38017,"""Cass, (ND)""",108.8,"26.6 - 148.6 (644)",13176
38019,"""Cavalier, (ND)""",175.5,"148.7 - 175.5 (644)",9258
38021,"""Dickey, (ND)""",208.7,"204.2 - 242.8 (644)",15213
38023,"""Divide, (ND)""",159,"148.7 - 175.5 (644)",12612
38025,"""Dunn, (ND)""",182.6,"175.6 - 204.1 (644)",8302
38027,"""Eddy, (ND)""",208.1,"204.2 - 242.8 (644)",12984
38029,"""Emmons, (ND)""",205.6,"204.2 - 242.8 (644)",15702
38031,"""Foster, (ND)""",203.9,"175.6 - 204.1 (644)",7743
38033,"""Golden Valley, (ND)""",196.5,"175.6 - 204.1 (644)",7541
38035,"""Grand Forks, (ND)""",174.6,"148.7 - 175.5 (644)",12658
38037,"""Grant, (ND)""",124.7,"26.6 - 148.6 (644)",10628
38039,"""Griggs, (ND)""",161.1,"148.7 - 175.5 (644)",14912
38041,"""Hettinger, (ND)""",161.7,"148.7 - 175.5 (644)",10036
38043,"""Kidder, (ND)""",150.4,"148.7 - 175.5 (644)",12621
38045,"""LaMoure, (ND)""",158.2,"148.7 - 175.5 (644)",7493
38047,"""Logan, (ND)""",204.2,"204.2 - 242.8 (644)",8648
38049,"""McHenry, (ND)""",183.6,"175.6 - 204.1 (644)",9215
38051,"""McIntosh, (ND)""",194.5,"175.6 - 204.1 (644)",14183
38053,"""McKenzie, (ND)""",238.6,"204.2 - 242.8 (644)",14241
38055,"""McLean, (ND)""",158,"148.7 - 175.5 (644)",10935
38057,"""Mercer, (ND)""",161.5,"148.7 - 175.5 (644)",13733
38059,"""Morton, (ND)""",151.6,"148.7 - 175.5 (644)",12519
38061,"""Mountrail, (ND)""",390.4,"242.9 - 651.5 (644)",16227
38063,"""Nelson, (ND)""",186.4,"175.6 - 204.1 (644)",9928
38065,"""Oliver, (ND)""",123.1,"26.6 - 148.6 (644)",5622
38067,"""Pembina, (ND)""",170,"148.7 - 175.5 (644)",13697
38069,"""Pierce, (ND)""",216.1,"204.2 - 242.8 (644)",11752
38071,"""Ramsey, (ND)""",214.7,"204.2 - 242.8 (644)",11056
38073,"""Ransom, (ND)""",255.5,"242.9 - 651.5 (644)",11617
38075,"""Renville, (ND)""",184.2,"175.6 - 204.1 (644)",9557
38077,"""Richland, (ND)""",181.4,"175.6 - 204.1 (644)",14354
38079,"""Rolette, (ND)""",270.9,"242.9 - 651.5 (644)",13923
38081,"""Sargent, (ND)""",204.3,"204.2 - 242.8 (644)",16340
38083,"""Sheridan, (ND)""",130.8,"26.6 - 148.6 (644)",6924
38085,"""Sioux, (ND)""",437.8,"242.9 - 651.5 (644)",18743
38087,"""Slope, (ND)""",172.1,"148.7 - 175.5 (644)",14246
38089,"""Stark, (ND)""",159,"148.7 - 175.5 (644)",9884
38091,"""Steele, (ND)""",133,"26.6 - 148.6 (644)",11999
38093,"""Stutsman, (ND)""",200.1,"175.6 - 204.1 (644)",15595
38095,"""Towner, (ND)""",195.9,"175.6 - 204.1 (644)",18065
38097,"""Traill, (ND)""",122.4,"26.6 - 148.6 (644)",14456
38099,"""Walsh, (ND)""",176.7,"175.6 - 204.1 (644)",13404
38101,"""Ward, (ND)""",151.8,"148.7 - 175.5 (644)",11365
38103,"""Wells, (ND)""",209.9,"204.2 - 242.8 (644)",12055
38105,"""Williams, (ND)""",201.6,"175.6 - 204.1 (644)",14061
41001,"""Baker, (OR)""",163.1,"148.7 - 175.5 (644)",11125
41049,"""Morrow, (OR)""",160.3,"148.7 - 175.5 (644)",9521
41059,"""Umatilla, (OR)""",138.7,"26.6 - 148.6 (644)",12776
41061,"""Union, (OR)""",139.7,"26.6 - 148.6 (644)",12531
41063,"""Wallowa, (OR)""",133.9,"26.6 - 148.6 (644)",12746
46013,"""Brown, (SD)""",205,"204.2 - 242.8 (644)",11705
46019,"""Butte, (SD)""",209.2,"204.2 - 242.8 (644)",11889
46021,"""Campbell, (SD)""",206,"204.2 - 242.8 (644)",10021
46025,"""Clark, (SD)""",196.1,"175.6 - 204.1 (644)",13926
46029,"""Codington, (SD)""",197.9,"175.6 - 204.1 (644)",10244
46031,"""Corson, (SD)""",438.3,"242.9 - 651.5 (644)",11812
46037,"""Day, (SD)""",209.4,"204.2 - 242.8 (644)",11256
46039,"""Deuel, (SD)""",196.2,"175.6 - 204.1 (644)",13847
46041,"""Dewey, (SD)""",131.8,"26.6 - 148.6 (644)",17733
46045,"""Edmunds, (SD)""",204.9,"204.2 - 242.8 (644)",12502
46049,"""Faulk, (SD)""",209.4,"204.2 - 242.8 (644)",16063
46051,"""Grant, (SD)""",209.1,"204.2 - 242.8 (644)",11684
46057,"""Hamlin, (SD)""",203.7,"175.6 - 204.1 (644)",14256
46063,"""Harding, (SD)""",216.3,"204.2 - 242.8 (644)",16933
46089,"""McPherson, (SD)""",204.8,"204.2 - 242.8 (644)",11715
46091,"""Marshall, (SD)""",201.7,"175.6 - 204.1 (644)",9646
46105,"""Perkins, (SD)""",246.6,"242.9 - 651.5 (644)",10504
46107,"""Potter, (SD)""",164,"148.7 - 175.5 (644)",11446
46109,"""Roberts, (SD)""",197.5,"175.6 - 204.1 (644)",13590
46115,"""Spink, (SD)""",197.7,"175.6 - 204.1 (644)",12787
46119,"""Sully, (SD)""",160.1,"148.7 - 175.5 (644)",7093
46129,"""Walworth, (SD)""",174.8,"148.7 - 175.5 (644)",10640
46137,"""Ziebach, (SD)""",184.8,"175.6 - 204.1 (644)",9617
53001,"""Adams, (WA)""",187.6,"175.6 - 204.1 (644)",15419
53003,"""Asotin, (WA)""",132.7,"26.6 - 148.6 (644)",12652
53005,"""Benton, (WA)""",190.1,"175.6 - 204.1 (644)",12839
53013,"""Columbia, (WA)""",154.4,"148.7 - 175.5 (644)",15448
53017,"""Douglas, (WA)""",154.6,"148.7 - 175.5 (644)",10749
53019,"""Ferry, (WA)""",206.7,"204.2 - 242.8 (644)",12175
53021,"""Franklin, (WA)""",144.8,"26.6 - 148.6 (644)",12775
53023,"""Garfield, (WA)""",170.1,"148.7 - 175.5 (644)",10687
53025,"""Grant, (WA)""",199,"175.6 - 204.1 (644)",12516
53043,"""Lincoln, (WA)""",216.7,"204.2 - 242.8 (644)",12289
53051,"""Pend Oreille, (WA)""",177.4,"175.6 - 204.1 (644)",11688
53063,"""Spokane, (WA)""",149.8,"148.7 - 175.5 (644)",12271
53065,"""Stevens, (WA)""",227.4,"204.2 - 242.8 (644)",13175
53071,"""Walla Walla, (WA)""",150.9,"148.7 - 175.5 (644)",11298
53075,"""Whitman, (WA)""",186.7,"175.6 - 204.1 (644)",10572
56033,"""Sheridan, (WY)""",179.2,"175.6 - 204.1 (644)",11850
01003,"""Baldwin, (AL)""",184.7,"175.6 - 204.1 (644)",10784
01005,"""Barbour, (AL)""",141.1,"26.6 - 148.6 (644)",14900
01011,"""Bullock, (AL)""",142.5,"26.6 - 148.6 (644)",16279
01013,"""Butler, (AL)""",184.9,"175.6 - 204.1 (644)",12496
01023,"""Choctaw, (AL)""",318.4,"242.9 - 651.5 (644)",15702
01025,"""Clarke, (AL)""",247.5,"242.9 - 651.5 (644)",13082
01031,"""Coffee, (AL)""",246.2,"242.9 - 651.5 (644)",10850
01035,"""Conecuh, (AL)""",216.8,"204.2 - 242.8 (644)",13154
01039,"""Covington, (AL)""",251.2,"242.9 - 651.5 (644)",13746
01041,"""Crenshaw, (AL)""",220.7,"204.2 - 242.8 (644)",12941
01045,"""Dale, (AL)""",153,"148.7 - 175.5 (644)",14256
01053,"""Escambia, (AL)""",254.4,"242.9 - 651.5 (644)",14654
01061,"""Geneva, (AL)""",215.1,"204.2 - 242.8 (644)",12949
01067,"""Henry, (AL)""",161.6,"148.7 - 175.5 (644)",11853
01069,"""Houston, (AL)""",133.5,"26.6 - 148.6 (644)",12702
01097,"""Mobile, (AL)""",221.5,"204.2 - 242.8 (644)",13593
01099,"""Monroe, (AL)""",171.3,"148.7 - 175.5 (644)",15127
01109,"""Pike, (AL)""",138.1,"26.6 - 148.6 (644)",13657
01129,"""Washington, (AL)""",249.1,"242.9 - 651.5 (644)",12789
01131,"""Wilcox, (AL)""",175.7,"175.6 - 204.1 (644)",13644
12001,"""Alachua, (FL)""",134.5,"26.6 - 148.6 (644)",14331
12003,"""Baker, (FL)""",221.1,"204.2 - 242.8 (644)",17902
12005,"""Bay, (FL)""",222.2,"204.2 - 242.8 (644)",14554
12007,"""Bradford, (FL)""",208.8,"204.2 - 242.8 (644)",16783
12009,"""Brevard, (FL)""",198.4,"175.6 - 204.1 (644)",12437
12013,"""Calhoun, (FL)""",213.4,"204.2 - 242.8 (644)",15872
12015,"""Charlotte, (FL)""",151.7,"148.7 - 175.5 (644)",12291
12017,"""Citrus, (FL)""",247.4,"242.9 - 651.5 (644)",11390
12019,"""Clay, (FL)""",157,"148.7 - 175.5 (644)",15419
12021,"""Collier, (FL)""",117.6,"26.6 - 148.6 (644)",9886
12023,"""Columbia, (FL)""",226.2,"204.2 - 242.8 (644)",17667
12027,"""DeSoto, (FL)""",156.9,"148.7 - 175.5 (644)",13934
12029,"""Dixie, (FL)""",225.2,"204.2 - 242.8 (644)",18190
12031,"""Duval, (FL)""",183.4,"175.6 - 204.1 (644)",16712
12033,"""Escambia, (FL)""",179.5,"175.6 - 204.1 (644)",14425
12035,"""Flagler, (FL)""",159.5,"148.7 - 175.5 (644)",11523
12037,"""Franklin, (FL)""",194.3,"175.6 - 204.1 (644)",11526
12039,"""Gadsden, (FL)""",159.4,"148.7 - 175.5 (644)",13632
12041,"""Gilchrist, (FL)""",175.3,"148.7 - 175.5 (644)",17045
12043,"""Glades, (FL)""",168.5,"148.7 - 175.5 (644)",14209
12045,"""Gulf, (FL)""",216.2,"204.2 - 242.8 (644)",13640
12047,"""Hamilton, (FL)""",243.7,"242.9 - 651.5 (644)",15500
12049,"""Hardee, (FL)""",179.3,"175.6 - 204.1 (644)",17056
12051,"""Hendry, (FL)""",240.4,"204.2 - 242.8 (644)",16218
12053,"""Hernando, (FL)""",210.8,"204.2 - 242.8 (644)",12066
12055,"""Highlands, (FL)""",171.2,"148.7 - 175.5 (644)",14799
12057,"""Hillsborough, (FL)""",184,"175.6 - 204.1 (644)",15513
12059,"""Holmes, (FL)""",242,"204.2 - 242.8 (644)",13294
12061,"""Indian River, (FL)""",188.3,"175.6 - 204.1 (644)",10777
12063,"""Jackson, (FL)""",214.6,"204.2 - 242.8 (644)",13497
12065,"""Jefferson, (FL)""",184.4,"175.6 - 204.1 (644)",16945
12067,"""Lafayette, (FL)""",241.1,"204.2 - 242.8 (644)",18525
12069,"""Lake, (FL)""",196.1,"175.6 - 204.1 (644)",12217
12071,"""Lee, (FL)""",148.6,"26.6 - 148.6 (644)",11722
12073,"""Leon, (FL)""",148.9,"148.7 - 175.5 (644)",13351
12075,"""Levy, (FL)""",235.9,"204.2 - 242.8 (644)",15066
12077,"""Liberty, (FL)""",187.9,"175.6 - 204.1 (644)",17177
12079,"""Madison, (FL)""",226.6,"204.2 - 242.8 (644)",14627
12081,"""Manatee, (FL)""",168.8,"148.7 - 175.5 (644)",11936
12083,"""Marion, (FL)""",274.4,"242.9 - 651.5 (644)",11943
12087,"""Monroe, (FL)""",183.1,"175.6 - 204.1 (644)",14515
12089,"""Nassau, (FL)""",178.5,"175.6 - 204.1 (644)",13571
12091,"""Okaloosa, (FL)""",144.5,"26.6 - 148.6 (644)",13385
12093,"""Okeechobee, (FL)""",248.7,"242.9 - 651.5 (644)",16145
12095,"""Orange, (FL)""",170.4,"148.7 - 175.5 (644)",15362
12097,"""Osceola, (FL)""",217,"204.2 - 242.8 (644)",16232
12101,"""Pasco, (FL)""",184.8,"175.6 - 204.1 (644)",14919
12103,"""Pinellas, (FL)""",181.9,"175.6 - 204.1 (644)",16415
12105,"""Polk, (FL)""",189.3,"175.6 - 204.1 (644)",14155
12107,"""Putnam, (FL)""",202.5,"175.6 - 204.1 (644)",16040
12109,"""St. Johns, (FL)""",139.8,"26.6 - 148.6 (644)",12174
12113,"""Santa Rosa, (FL)""",168,"148.7 - 175.5 (644)",13427
12115,"""Sarasota, (FL)""",124,"26.6 - 148.6 (644)",10732
12117,"""Seminole, (FL)""",156.2,"148.7 - 175.5 (644)",13731
12119,"""Sumter, (FL)""",194.3,"175.6 - 204.1 (644)",10730
12121,"""Suwannee, (FL)""",253.3,"242.9 - 651.5 (644)",14618
12123,"""Taylor, (FL)""",224,"204.2 - 242.8 (644)",12543
12125,"""Union, (FL)""",365.2,"242.9 - 651.5 (644)",15162
12127,"""Volusia, (FL)""",214.9,"204.2 - 242.8 (644)",13111
12129,"""Wakulla, (FL)""",182.1,"175.6 - 204.1 (644)",13987
12131,"""Walton, (FL)""",170.5,"148.7 - 175.5 (644)",11798
12133,"""Washington, (FL)""",281.7,"242.9 - 651.5 (644)",15289
13001,"""Appling, (GA)""",279.3,"242.9 - 651.5 (644)",12477
13003,"""Atkinson, (GA)""",176.7,"175.6 - 204.1 (644)",11635
13005,"""Bacon, (GA)""",274.3,"242.9 - 651.5 (644)",17796
13007,"""Baker, (GA)""",144,"26.6 - 148.6 (644)",19706
13017,"""Ben Hill, (GA)""",242.9,"242.9 - 651.5 (644)",12180
13019,"""Berrien, (GA)""",263.4,"242.9 - 651.5 (644)",14284
13025,"""Brantley, (GA)""",269.3,"242.9 - 651.5 (644)",14750
13027,"""Brooks, (GA)""",199.6,"175.6 - 204.1 (644)",15585
13029,"""Bryan, (GA)""",162.6,"148.7 - 175.5 (644)",10007
13037,"""Calhoun, (GA)""",120,"26.6 - 148.6 (644)",16452
13039,"""Camden, (GA)""",205.4,"204.2 - 242.8 (644)",13881
13049,"""Charlton, (GA)""",114.3,"26.6 - 148.6 (644)",14140
13051,"""Chatham, (GA)""",109.9,"26.6 - 148.6 (644)",13922
13061,"""Clay, (GA)""",188.1,"175.6 - 204.1 (644)",15079
13065,"""Clinch, (GA)""",336.3,"242.9 - 651.5 (644)",15292
13069,"""Coffee, (GA)""",238.3,"204.2 - 242.8 (644)",14508
13071,"""Colquitt, (GA)""",180.9,"175.6 - 204.1 (644)",14048
13075,"""Cook, (GA)""",268.7,"242.9 - 651.5 (644)",12989
13081,"""Crisp, (GA)""",159.2,"148.7 - 175.5 (644)",14733
13087,"""Decatur, (GA)""",175.1,"148.7 - 175.5 (644)",11756
13095,"""Dougherty, (GA)""",110.4,"26.6 - 148.6 (644)",15651
13099,"""Early, (GA)""",134.1,"26.6 - 148.6 (644)",14699
13101,"""Echols, (GA)""",179.6,"175.6 - 204.1 (644)",8747
13127,"""Glynn, (GA)""",175.3,"148.7 - 175.5 (644)",15465
13131,"""Grady, (GA)""",179.2,"175.6 - 204.1 (644)",11992
13155,"""Irwin, (GA)""",230,"204.2 - 242.8 (644)",15245
13161,"""Jeff Davis, (GA)""",301.1,"242.9 - 651.5 (644)",15101
13173,"""Lanier, (GA)""",180,"175.6 - 204.1 (644)",14962
13177,"""Lee, (GA)""",202.6,"175.6 - 204.1 (644)",11230
13179,"""Liberty, (GA)""",137.3,"26.6 - 148.6 (644)",16736
13183,"""Long, (GA)""",151.3,"148.7 - 175.5 (644)",15123
13185,"""Lowndes, (GA)""",202.7,"175.6 - 204.1 (644)",12565
13191,"""McIntosh, (GA)""",135.2,"26.6 - 148.6 (644)",13642
13201,"""Miller, (GA)""",154.4,"148.7 - 175.5 (644)",24770
13205,"""Mitchell, (GA)""",257,"242.9 - 651.5 (644)",12878
13229,"""Pierce, (GA)""",232.2,"204.2 - 242.8 (644)",13501
13239,"""Quitman, (GA)""",132.4,"26.6 - 148.6 (644)",11140
13243,"""Randolph, (GA)""",89.7,"26.6 - 148.6 (644)",11848
13253,"""Seminole, (GA)""",174.1,"148.7 - 175.5 (644)",14080
13259,"""Stewart, (GA)""",136.5,"26.6 - 148.6 (644)",15425
13261,"""Sumter, (GA)""",180.1,"175.6 - 204.1 (644)",12995
13267,"""Tattnall, (GA)""",214.6,"204.2 - 242.8 (644)",15603
13271,"""Telfair, (GA)""",118.6,"26.6 - 148.6 (644)",16192
13273,"""Terrell, (GA)""",102.1,"26.6 - 148.6 (644)",12113
13275,"""Thomas, (GA)""",185.8,"175.6 - 204.1 (644)",16005
13277,"""Tift, (GA)""",191,"175.6 - 204.1 (644)",13437
13287,"""Turner, (GA)""",191.3,"175.6 - 204.1 (644)",13808
13299,"""Ware, (GA)""",254.5,"242.9 - 651.5 (644)",16244
13305,"""Wayne, (GA)""",198,"175.6 - 204.1 (644)",13144
13307,"""Webster, (GA)""",130.7,"26.6 - 148.6 (644)",17125
13309,"""Wheeler, (GA)""",155.6,"148.7 - 175.5 (644)",21757
13315,"""Wilcox, (GA)""",226.2,"204.2 - 242.8 (644)",20219
13321,"""Worth, (GA)""",109.2,"26.6 - 148.6 (644)",14988
22001,"""Acadia, (LA)""",221,"204.2 - 242.8 (644)",16167
22003,"""Allen, (LA)""",230,"204.2 - 242.8 (644)",15623
22005,"""Ascension, (LA)""",160.5,"148.7 - 175.5 (644)",12714
22007,"""Assumption, (LA)""",206.1,"204.2 - 242.8 (644)",12670
22009,"""Avoyelles, (LA)""",288.7,"242.9 - 651.5 (644)",17210
22011,"""Beauregard, (LA)""",310.9,"242.9 - 651.5 (644)",14738
22019,"""Calcasieu, (LA)""",220,"204.2 - 242.8 (644)",13366
22021,"""Caldwell, (LA)""",81.5,"26.6 - 148.6 (644)",17210
22023,"""Cameron, (LA)""",177.6,"175.6 - 204.1 (644)",9622
22025,"""Catahoula, (LA)""",227.9,"204.2 - 242.8 (644)",14676
22029,"""Concordia, (LA)""",159.4,"148.7 - 175.5 (644)",16085
22033,"""East Baton Rouge, (LA)""",197.6,"175.6 - 204.1 (644)",13496
22037,"""East Feliciana, (LA)""",366.8,"242.9 - 651.5 (644)",12979
22039,"""Evangeline, (LA)""",269.8,"242.9 - 651.5 (644)",18168
22043,"""Grant, (LA)""",211,"204.2 - 242.8 (644)",15551
22045,"""Iberia, (LA)""",308.5,"242.9 - 651.5 (644)",14307
22047,"""Iberville, (LA)""",126.4,"26.6 - 148.6 (644)",14313
22051,"""Jefferson, (LA)""",153.4,"148.7 - 175.5 (644)",14408
22053,"""Jefferson Davis, (LA)""",159.5,"148.7 - 175.5 (644)",14660
22055,"""Lafayette, (LA)""",189.6,"175.6 - 204.1 (644)",12330
22057,"""Lafourche, (LA)""",169.7,"148.7 - 175.5 (644)",12001
22059,"""La Salle, (LA)""",142.9,"26.6 - 148.6 (644)",15843
22063,"""Livingston, (LA)""",149.6,"148.7 - 175.5 (644)",13551
22069,"""Natchitoches, (LA)""",206.4,"204.2 - 242.8 (644)",16845
22071,"""Orleans, (LA)""",126.2,"26.6 - 148.6 (644)",16020
22075,"""Plaquemines, (LA)""",124.4,"26.6 - 148.6 (644)",15493
22077,"""Pointe Coupee, (LA)""",233,"204.2 - 242.8 (644)",15277
22079,"""Rapides, (LA)""",225.9,"204.2 - 242.8 (644)",14358
22081,"""Red River, (LA)""",176.5,"175.6 - 204.1 (644)",25482
22085,"""Sabine, (LA)""",170.3,"148.7 - 175.5 (644)",15582
22087,"""St. Bernard, (LA)""",195.1,"175.6 - 204.1 (644)",17545
22089,"""St. Charles, (LA)""",146.4,"26.6 - 148.6 (644)",15793
22091,"""St. Helena, (LA)""",135.6,"26.6 - 148.6 (644)",16849
22093,"""St. James, (LA)""",171.1,"148.7 - 175.5 (644)",15113
22095,"""St. John the Baptist, (LA)""",195.7,"175.6 - 204.1 (644)",15416
22097,"""St. Landry, (LA)""",381,"242.9 - 651.5 (644)",15273
22099,"""St. Martin, (LA)""",168.4,"148.7 - 175.5 (644)",12946
22101,"""St. Mary, (LA)""",186.4,"175.6 - 204.1 (644)",15034
22103,"""St. Tammany, (LA)""",146.4,"26.6 - 148.6 (644)",14066
22105,"""Tangipahoa, (LA)""",293,"242.9 - 651.5 (644)",16878
22107,"""Tensas, (LA)""",165.3,"148.7 - 175.5 (644)",14607
22109,"""Terrebonne, (LA)""",216.2,"204.2 - 242.8 (644)",12314
22113,"""Vermilion, (LA)""",341.2,"242.9 - 651.5 (644)",14764
22115,"""Vernon, (LA)""",226.6,"204.2 - 242.8 (644)",16141
22117,"""Washington, (LA)""",262.7,"242.9 - 651.5 (644)",19497
22121,"""West Baton Rouge, (LA)""",153,"148.7 - 175.5 (644)",11404
22125,"""West Feliciana, (LA)""",158.6,"148.7 - 175.5 (644)",16196
22127,"""Winn, (LA)""",221.8,"204.2 - 242.8 (644)",18208
28001,"""Adams, (MS)""",146.6,"26.6 - 148.6 (644)",14379
28005,"""Amite, (MS)""",98.8,"26.6 - 148.6 (644)",12219
28021,"""Claiborne, (MS)""",198.7,"175.6 - 204.1 (644)",24751
28023,"""Clarke, (MS)""",270.2,"242.9 - 651.5 (644)",16034
28029,"""Copiah, (MS)""",242.4,"204.2 - 242.8 (644)",13648
28031,"""Covington, (MS)""",293.2,"242.9 - 651.5 (644)",15355
28035,"""Forrest, (MS)""",275.7,"242.9 - 651.5 (644)",14487
28037,"""Franklin, (MS)""",122.7,"26.6 - 148.6 (644)",15965
28039,"""George, (MS)""",240.3,"204.2 - 242.8 (644)",13906
28041,"""Greene, (MS)""",331.5,"242.9 - 651.5 (644)",16705
28045,"""Hancock, (MS)""",186.4,"175.6 - 204.1 (644)",15486
28047,"""Harrison, (MS)""",207.6,"204.2 - 242.8 (644)",17092
28059,"""Jackson, (MS)""",206.7,"204.2 - 242.8 (644)",14269
28061,"""Jasper, (MS)""",237.1,"204.2 - 242.8 (644)",15891
28063,"""Jefferson, (MS)""",130,"26.6 - 148.6 (644)",20538
28065,"""Jefferson Davis, (MS)""",185.6,"175.6 - 204.1 (644)",18462
28067,"""Jones, (MS)""",144.4,"26.6 - 148.6 (644)",13520
28073,"""Lamar, (MS)""",216.2,"204.2 - 242.8 (644)",11243
28077,"""Lawrence, (MS)""",289.8,"242.9 - 651.5 (644)",13645
28085,"""Lincoln, (MS)""",124.2,"26.6 - 148.6 (644)",11847
28091,"""Marion, (MS)""",187.1,"175.6 - 204.1 (644)",14835
28109,"""Pearl River, (MS)""",229.7,"204.2 - 242.8 (644)",14314
28111,"""Perry, (MS)""",234.7,"204.2 - 242.8 (644)",13996
28113,"""Pike, (MS)""",184.6,"175.6 - 204.1 (644)",14202
28127,"""Simpson, (MS)""",234.9,"204.2 - 242.8 (644)",16210
28129,"""Smith, (MS)""",207.1,"204.2 - 242.8 (644)",15843
28131,"""Stone, (MS)""",259.9,"242.9 - 651.5 (644)",18097
28147,"""Walthall, (MS)""",201.6,"175.6 - 204.1 (644)",15180
28153,"""Wayne, (MS)""",320.7,"242.9 - 651.5 (644)",13660
28157,"""Wilkinson, (MS)""",169.7,"148.7 - 175.5 (644)",11288
01007,"""Bibb, (AL)""",136.5,"26.6 - 148.6 (644)",17139
01033,"""Colbert, (AL)""",127,"26.6 - 148.6 (644)",12523
01057,"""Fayette, (AL)""",207.6,"204.2 - 242.8 (644)",15064
01059,"""Franklin, (AL)""",131.3,"26.6 - 148.6 (644)",14132
01063,"""Greene, (AL)""",119.1,"26.6 - 148.6 (644)",16911
01065,"""Hale, (AL)""",141.2,"26.6 - 148.6 (644)",16778
01075,"""Lamar, (AL)""",180.3,"175.6 - 204.1 (644)",13668
01077,"""Lauderdale, (AL)""",137.9,"26.6 - 148.6 (644)",11319
01079,"""Lawrence, (AL)""",142.6,"26.6 - 148.6 (644)",12315
01091,"""Marengo, (AL)""",196.3,"175.6 - 204.1 (644)",13895
01093,"""Marion, (AL)""",262.8,"242.9 - 651.5 (644)",12451
01105,"""Perry, (AL)""",181.1,"175.6 - 204.1 (644)",15395
01107,"""Pickens, (AL)""",116.7,"26.6 - 148.6 (644)",12970
01119,"""Sumter, (AL)""",156.5,"148.7 - 175.5 (644)",14586
01125,"""Tuscaloosa, (AL)""",140.7,"26.6 - 148.6 (644)",15012
01127,"""Walker, (AL)""",210.9,"204.2 - 242.8 (644)",11508
01133,"""Winston, (AL)""",187.2,"175.6 - 204.1 (644)",12969
05001,"""Arkansas, (AR)""",271.4,"242.9 - 651.5 (644)",11877
05003,"""Ashley, (AR)""",259.2,"242.9 - 651.5 (644)",13903
05005,"""Baxter, (AR)""",197.9,"175.6 - 204.1 (644)",12344
05009,"""Boone, (AR)""",374.1,"242.9 - 651.5 (644)",13367
05011,"""Bradley, (AR)""",347.2,"242.9 - 651.5 (644)",15577
05013,"""Calhoun, (AR)""",229.3,"204.2 - 242.8 (644)",10248
05015,"""Carroll, (AR)""",255.5,"242.9 - 651.5 (644)",15053
05017,"""Chicot, (AR)""",311.3,"242.9 - 651.5 (644)",14034
05019,"""Clark, (AR)""",278.4,"242.9 - 651.5 (644)",11800
05021,"""Clay, (AR)""",333.2,"242.9 - 651.5 (644)",17387
05023,"""Cleburne, (AR)""",160.7,"148.7 - 175.5 (644)",11805
05025,"""Cleveland, (AR)""",236.6,"204.2 - 242.8 (644)",14981
05027,"""Columbia, (AR)""",247.8,"242.9 - 651.5 (644)",13357
05029,"""Conway, (AR)""",253.3,"242.9 - 651.5 (644)",13601
05031,"""Craighead, (AR)""",202.2,"175.6 - 204.1 (644)",13481
05035,"""Crittenden, (AR)""",228.4,"204.2 - 242.8 (644)",15939
05037,"""Cross, (AR)""",254.7,"242.9 - 651.5 (644)",12554
05039,"""Dallas, (AR)""",261.4,"242.9 - 651.5 (644)",12193
05041,"""Desha, (AR)""",651.5,"242.9 - 651.5 (644)",14500
05043,"""Drew, (AR)""",252.5,"242.9 - 651.5 (644)",15345
05045,"""Faulkner, (AR)""",234.7,"204.2 - 242.8 (644)",11992
05049,"""Fulton, (AR)""",246.6,"242.9 - 651.5 (644)",14187
05051,"""Garland, (AR)""",273.8,"242.9 - 651.5 (644)",12091
05053,"""Grant, (AR)""",219.2,"204.2 - 242.8 (644)",12003
05055,"""Greene, (AR)""",259.3,"242.9 - 651.5 (644)",16044
05059,"""Hot Spring, (AR)""",254.3,"242.9 - 651.5 (644)",12263
05063,"""Independence, (AR)""",323.7,"242.9 - 651.5 (644)",13762
05065,"""Izard, (AR)""",235.2,"204.2 - 242.8 (644)",15863
05067,"""Jackson, (AR)""",275.1,"242.9 - 651.5 (644)",15737
05069,"""Jefferson, (AR)""",281.8,"242.9 - 651.5 (644)",13498
05071,"""Johnson, (AR)""",242.6,"204.2 - 242.8 (644)",12805
05073,"""Lafayette, (AR)""",226.6,"204.2 - 242.8 (644)",16434
05075,"""Lawrence, (AR)""",243.8,"242.9 - 651.5 (644)",14325
05077,"""Lee, (AR)""",243.1,"242.9 - 651.5 (644)",14973
05079,"""Lincoln, (AR)""",309.3,"242.9 - 651.5 (644)",13516
05085,"""Lonoke, (AR)""",173.7,"148.7 - 175.5 (644)",12773
05089,"""Marion, (AR)""",292.8,"242.9 - 651.5 (644)",13425
05093,"""Mississippi, (AR)""",424.2,"242.9 - 651.5 (644)",16201
05095,"""Monroe, (AR)""",475.5,"242.9 - 651.5 (644)",12357
05097,"""Montgomery, (AR)""",244.5,"242.9 - 651.5 (644)",12762
