"cnty_fips","display_name","Value","theme_range","total_inc"
21145,"""McCracken, (KY)""",220.7,"204.2 - 242.8 (644)",11903
21149,"""McLean, (KY)""",196,"175.6 - 204.1 (644)",13169
21157,"""Marshall, (KY)""",184.8,"175.6 - 204.1 (644)",12620
21219,"""Todd, (KY)""",225.4,"204.2 - 242.8 (644)",13602
21221,"""Trigg, (KY)""",236.5,"204.2 - 242.8 (644)",14254
21225,"""Union, (KY)""",196.4,"175.6 - 204.1 (644)",16525
21233,"""Webster, (KY)""",238.8,"204.2 - 242.8 (644)",14767
22013,"""Bienville, (LA)""",118.6,"26.6 - 148.6 (644)",23170
22015,"""Bossier, (LA)""",179.7,"175.6 - 204.1 (644)",16027
22027,"""Claiborne, (LA)""",284.6,"242.9 - 651.5 (644)",17342
22035,"""East Carroll, (LA)""",167.1,"148.7 - 175.5 (644)",19508
22041,"""Franklin, (LA)""",156.3,"148.7 - 175.5 (644)",17712
22049,"""Jackson, (LA)""",113.7,"26.6 - 148.6 (644)",17797
22061,"""Lincoln, (LA)""",122.9,"26.6 - 148.6 (644)",19473
22065,"""Madison, (LA)""",257.9,"242.9 - 651.5 (644)",18959
22067,"""Morehouse, (LA)""",272.7,"242.9 - 651.5 (644)",16277
22073,"""Ouachita, (LA)""",97.2,"26.6 - 148.6 (644)",16127
22083,"""Richland, (LA)""",160.2,"148.7 - 175.5 (644)",14999
22111,"""Union, (LA)""",121.3,"26.6 - 148.6 (644)",17918
22119,"""Webster, (LA)""",282.1,"242.9 - 651.5 (644)",15822
22123,"""West Carroll, (LA)""",174.7,"148.7 - 175.5 (644)",16074
28003,"""Alcorn, (MS)""",203.6,"175.6 - 204.1 (644)",15010
28007,"""Attala, (MS)""",184.3,"175.6 - 204.1 (644)",14171
28009,"""Benton, (MS)""",179,"175.6 - 204.1 (644)",13599
28011,"""Bolivar, (MS)""",163.3,"148.7 - 175.5 (644)",17985
28013,"""Calhoun, (MS)""",243.7,"242.9 - 651.5 (644)",15563
28015,"""Carroll, (MS)""",216.7,"204.2 - 242.8 (644)",13610
28017,"""Chickasaw, (MS)""",257.9,"242.9 - 651.5 (644)",15394
28019,"""Choctaw, (MS)""",214.1,"204.2 - 242.8 (644)",17446
28025,"""Clay, (MS)""",216.8,"204.2 - 242.8 (644)",12630
28027,"""Coahoma, (MS)""",247.9,"242.9 - 651.5 (644)",17053
28033,"""DeSoto, (MS)""",227.5,"204.2 - 242.8 (644)",12094
28043,"""Grenada, (MS)""",173.6,"148.7 - 175.5 (644)",18022
28049,"""Hinds, (MS)""",162.1,"148.7 - 175.5 (644)",16245
28051,"""Holmes, (MS)""",158.1,"148.7 - 175.5 (644)",15702
28053,"""Humphreys, (MS)""",265.3,"242.9 - 651.5 (644)",12795
28055,"""Issaquena, (MS)""",179.1,"175.6 - 204.1 (644)",9788
28057,"""Itawamba, (MS)""",182.2,"175.6 - 204.1 (644)",12693
28069,"""Kemper, (MS)""",191,"175.6 - 204.1 (644)",18753
28071,"""Lafayette, (MS)""",208.1,"204.2 - 242.8 (644)",11399
28075,"""Lauderdale, (MS)""",342,"242.9 - 651.5 (644)",16317
28079,"""Leake, (MS)""",127.4,"26.6 - 148.6 (644)",20548
28081,"""Lee, (MS)""",176.1,"175.6 - 204.1 (644)",13036
28083,"""Leflore, (MS)""",307.5,"242.9 - 651.5 (644)",14571
28087,"""Lowndes, (MS)""",237.6,"204.2 - 242.8 (644)",12265
28089,"""Madison, (MS)""",160.5,"148.7 - 175.5 (644)",11934
28093,"""Marshall, (MS)""",185.8,"175.6 - 204.1 (644)",14294
28095,"""Monroe, (MS)""",183.9,"175.6 - 204.1 (644)",13887
28097,"""Montgomery, (MS)""",171.6,"148.7 - 175.5 (644)",20465
28099,"""Neshoba, (MS)""",290.3,"242.9 - 651.5 (644)",17372
28101,"""Newton, (MS)""",186.2,"175.6 - 204.1 (644)",17601
28103,"""Noxubee, (MS)""",217,"204.2 - 242.8 (644)",13428
28105,"""Oktibbeha, (MS)""",212.1,"204.2 - 242.8 (644)",13233
28107,"""Panola, (MS)""",220,"204.2 - 242.8 (644)",16125
28115,"""Pontotoc, (MS)""",200.2,"175.6 - 204.1 (644)",14268
28117,"""Prentiss, (MS)""",208.5,"204.2 - 242.8 (644)",13438
28119,"""Quitman, (MS)""",182.5,"175.6 - 204.1 (644)",13743
28121,"""Rankin, (MS)""",105.2,"26.6 - 148.6 (644)",13633
28123,"""Scott, (MS)""",131.1,"26.6 - 148.6 (644)",19601
28125,"""Sharkey, (MS)""",230.7,"204.2 - 242.8 (644)",16624
28133,"""Sunflower, (MS)""",235.6,"204.2 - 242.8 (644)",18696
28135,"""Tallahatchie, (MS)""",160.1,"148.7 - 175.5 (644)",16251
28137,"""Tate, (MS)""",263.6,"242.9 - 651.5 (644)",12104
28139,"""Tippah, (MS)""",248.5,"242.9 - 651.5 (644)",13644
28141,"""Tishomingo, (MS)""",284.7,"242.9 - 651.5 (644)",13975
28143,"""Tunica, (MS)""",374.3,"242.9 - 651.5 (644)",21993
28145,"""Union, (MS)""",242.8,"204.2 - 242.8 (644)",12629
28149,"""Warren, (MS)""",219.3,"204.2 - 242.8 (644)",16555
28151,"""Washington, (MS)""",144.4,"26.6 - 148.6 (644)",15238
28155,"""Webster, (MS)""",260.6,"242.9 - 651.5 (644)",14639
28159,"""Winston, (MS)""",239,"204.2 - 242.8 (644)",12996
28161,"""Yalobusha, (MS)""",186.7,"175.6 - 204.1 (644)",15067
28163,"""Yazoo, (MS)""",170.9,"148.7 - 175.5 (644)",18649
29015,"""Benton, (MO)""",184.7,"175.6 - 204.1 (644)",12385
29017,"""Bollinger, (MO)""",341.5,"242.9 - 651.5 (644)",13782
29023,"""Butler, (MO)""",213,"204.2 - 242.8 (644)",13738
29029,"""Camden, (MO)""",169.8,"148.7 - 175.5 (644)",10036
29031,"""Cape Girardeau, (MO)""",214.9,"204.2 - 242.8 (644)",13125
29035,"""Carter, (MO)""",249.9,"242.9 - 651.5 (644)",12112
29043,"""Christian, (MO)""",133.6,"26.6 - 148.6 (644)",11016
29055,"""Crawford, (MO)""",458,"242.9 - 651.5 (644)",14030
29059,"""Dallas, (MO)""",195.6,"175.6 - 204.1 (644)",14933
29065,"""Dent, (MO)""",210.7,"204.2 - 242.8 (644)",14069
29067,"""Douglas, (MO)""",155.4,"148.7 - 175.5 (644)",11857
29069,"""Dunklin, (MO)""",379.2,"242.9 - 651.5 (644)",13520
29077,"""Greene, (MO)""",162.6,"148.7 - 175.5 (644)",12985
29085,"""Hickory, (MO)""",171,"148.7 - 175.5 (644)",13542
29091,"""Howell, (MO)""",244,"242.9 - 651.5 (644)",11717
29093,"""Iron, (MO)""",293.3,"242.9 - 651.5 (644)",16135
29099,"""Jefferson, (MO)""",240.8,"204.2 - 242.8 (644)",13943
29105,"""Laclede, (MO)""",212.4,"204.2 - 242.8 (644)",14244
29123,"""Madison, (MO)""",290.4,"242.9 - 651.5 (644)",11480
29125,"""Maries, (MO)""",163.2,"148.7 - 175.5 (644)",10148
29131,"""Miller, (MO)""",157.6,"148.7 - 175.5 (644)",11413
29133,"""Mississippi, (MO)""",372.2,"242.9 - 651.5 (644)",12330
29143,"""New Madrid, (MO)""",202.5,"175.6 - 204.1 (644)",14496
29149,"""Oregon, (MO)""",128,"26.6 - 148.6 (644)",8257
29153,"""Ozark, (MO)""",252.2,"242.9 - 651.5 (644)",10430
29155,"""Pemiscot, (MO)""",526.5,"242.9 - 651.5 (644)",13833
29157,"""Perry, (MO)""",201.7,"175.6 - 204.1 (644)",16397
29161,"""Phelps, (MO)""",222.6,"204.2 - 242.8 (644)",15073
29167,"""Polk, (MO)""",227.8,"204.2 - 242.8 (644)",14632
29169,"""Pulaski, (MO)""",194.3,"175.6 - 204.1 (644)",14658
29179,"""Reynolds, (MO)""",243,"242.9 - 651.5 (644)",14659
29181,"""Ripley, (MO)""",310.3,"242.9 - 651.5 (644)",12578
29186,"""Ste. Genevieve, (MO)""",212.4,"204.2 - 242.8 (644)",17007
29187,"""St. Francois, (MO)""",263.1,"242.9 - 651.5 (644)",14322
29201,"""Scott, (MO)""",236.5,"204.2 - 242.8 (644)",13794
29203,"""Shannon, (MO)""",245.9,"242.9 - 651.5 (644)",11643
29207,"""Stoddard, (MO)""",177.8,"175.6 - 204.1 (644)",13193
29209,"""Stone, (MO)""",259.8,"242.9 - 651.5 (644)",10986
29213,"""Taney, (MO)""",208.1,"204.2 - 242.8 (644)",13345
29215,"""Texas, (MO)""",212.5,"204.2 - 242.8 (644)",13545
29221,"""Washington, (MO)""",460.6,"242.9 - 651.5 (644)",15003
29223,"""Wayne, (MO)""",221.2,"204.2 - 242.8 (644)",11699
29225,"""Webster, (MO)""",194.3,"175.6 - 204.1 (644)",12843
29229,"""Wright, (MO)""",392.4,"242.9 - 651.5 (644)",15391
47005,"""Benton, (TN)""",368.2,"242.9 - 651.5 (644)",14146
47017,"""Carroll, (TN)""",464.1,"242.9 - 651.5 (644)",14359
47023,"""Chester, (TN)""",311,"242.9 - 651.5 (644)",13882
47033,"""Crockett, (TN)""",379.8,"242.9 - 651.5 (644)",14081
47039,"""Decatur, (TN)""",316,"242.9 - 651.5 (644)",13321
47043,"""Dickson, (TN)""",340.8,"242.9 - 651.5 (644)",14967
47045,"""Dyer, (TN)""",441.4,"242.9 - 651.5 (644)",14737
47047,"""Fayette, (TN)""",245,"242.9 - 651.5 (644)",12238
47053,"""Gibson, (TN)""",393.6,"242.9 - 651.5 (644)",14560
47069,"""Hardeman, (TN)""",287.4,"242.9 - 651.5 (644)",14511
47071,"""Hardin, (TN)""",460.5,"242.9 - 651.5 (644)",14201
47075,"""Haywood, (TN)""",318.7,"242.9 - 651.5 (644)",14036
47077,"""Henderson, (TN)""",247.4,"242.9 - 651.5 (644)",12999
47079,"""Henry, (TN)""",384.1,"242.9 - 651.5 (644)",13589
47081,"""Hickman, (TN)""",212.8,"204.2 - 242.8 (644)",14344
47083,"""Houston, (TN)""",359.5,"242.9 - 651.5 (644)",13472
47085,"""Humphreys, (TN)""",407.3,"242.9 - 651.5 (644)",14167
47095,"""Lake, (TN)""",318.9,"242.9 - 651.5 (644)",23383
47097,"""Lauderdale, (TN)""",354.4,"242.9 - 651.5 (644)",16285
47099,"""Lawrence, (TN)""",267.8,"242.9 - 651.5 (644)",12027
47101,"""Lewis, (TN)""",330,"242.9 - 651.5 (644)",13182
47109,"""McNairy, (TN)""",353.8,"242.9 - 651.5 (644)",12675
47113,"""Madison, (TN)""",233.2,"204.2 - 242.8 (644)",14068
47125,"""Montgomery, (TN)""",234.5,"204.2 - 242.8 (644)",12864
47131,"""Obion, (TN)""",273.1,"242.9 - 651.5 (644)",17040
47135,"""Perry, (TN)""",406.3,"242.9 - 651.5 (644)",13493
47157,"""Shelby, (TN)""",202.6,"175.6 - 204.1 (644)",14549
47161,"""Stewart, (TN)""",256.5,"242.9 - 651.5 (644)",14174
47167,"""Tipton, (TN)""",262.8,"242.9 - 651.5 (644)",14490
47181,"""Wayne, (TN)""",340.7,"242.9 - 651.5 (644)",15071
47183,"""Weakley, (TN)""",244.9,"242.9 - 651.5 (644)",14424
17001,"""Adams, (IL)""",204.4,"204.2 - 242.8 (644)",13562
17005,"""Bond, (IL)""",213.1,"204.2 - 242.8 (644)",9944
17007,"""Boone, (IL)""",158.9,"148.7 - 175.5 (644)",15545
17009,"""Brown, (IL)""",192.7,"175.6 - 204.1 (644)",13701
17011,"""Bureau, (IL)""",204.6,"204.2 - 242.8 (644)",12519
17013,"""Calhoun, (IL)""",193.6,"175.6 - 204.1 (644)",11935
17015,"""Carroll, (IL)""",231.2,"204.2 - 242.8 (644)",13158
17017,"""Cass, (IL)""",188.7,"175.6 - 204.1 (644)",14486
17019,"""Champaign, (IL)""",124.1,"26.6 - 148.6 (644)",15002
17021,"""Christian, (IL)""",204.1,"175.6 - 204.1 (644)",14965
17023,"""Clark, (IL)""",211.1,"204.2 - 242.8 (644)",14069
17025,"""Clay, (IL)""",169.9,"148.7 - 175.5 (644)",14183
17027,"""Clinton, (IL)""",207.6,"204.2 - 242.8 (644)",13268
17029,"""Coles, (IL)""",169.7,"148.7 - 175.5 (644)",14839
17031,"""Cook, (IL)""",163.8,"148.7 - 175.5 (644)",17409
17033,"""Crawford, (IL)""",212.6,"204.2 - 242.8 (644)",13736
17035,"""Cumberland, (IL)""",165.7,"148.7 - 175.5 (644)",13021
17037,"""DeKalb, (IL)""",166.9,"148.7 - 175.5 (644)",15519
17039,"""De Witt, (IL)""",198.9,"175.6 - 204.1 (644)",12997
17041,"""Douglas, (IL)""",109.9,"26.6 - 148.6 (644)",14229
17043,"""DuPage, (IL)""",130.2,"26.6 - 148.6 (644)",13879
17045,"""Edgar, (IL)""",181.6,"175.6 - 204.1 (644)",13278
17047,"""Edwards, (IL)""",230.6,"204.2 - 242.8 (644)",13142
17049,"""Effingham, (IL)""",159.4,"148.7 - 175.5 (644)",13051
17051,"""Fayette, (IL)""",192.6,"175.6 - 204.1 (644)",14772
17053,"""Ford, (IL)""",209,"204.2 - 242.8 (644)",14320
17057,"""Fulton, (IL)""",208,"204.2 - 242.8 (644)",12599
17061,"""Greene, (IL)""",227.8,"204.2 - 242.8 (644)",13795
17063,"""Grundy, (IL)""",179.8,"175.6 - 204.1 (644)",15539
17067,"""Hancock, (IL)""",211,"204.2 - 242.8 (644)",14057
17071,"""Henderson, (IL)""",212.7,"204.2 - 242.8 (644)",14821
17073,"""Henry, (IL)""",178.6,"175.6 - 204.1 (644)",11184
17075,"""Iroquois, (IL)""",225.3,"204.2 - 242.8 (644)",14515
17079,"""Jasper, (IL)""",191.2,"175.6 - 204.1 (644)",13557
17083,"""Jersey, (IL)""",239.2,"204.2 - 242.8 (644)",14060
17085,"""Jo Daviess, (IL)""",148.1,"26.6 - 148.6 (644)",10492
17089,"""Kane, (IL)""",130,"26.6 - 148.6 (644)",15210
17091,"""Kankakee, (IL)""",183.5,"175.6 - 204.1 (644)",15364
17093,"""Kendall, (IL)""",121.6,"26.6 - 148.6 (644)",14541
17095,"""Knox, (IL)""",221,"204.2 - 242.8 (644)",11396
17097,"""Lake, (IL)""",122.5,"26.6 - 148.6 (644)",14630
17099,"""LaSalle, (IL)""",207.2,"204.2 - 242.8 (644)",14535
17101,"""Lawrence, (IL)""",204.3,"204.2 - 242.8 (644)",14782
17103,"""Lee, (IL)""",161.6,"148.7 - 175.5 (644)",11827
17105,"""Livingston, (IL)""",201.5,"175.6 - 204.1 (644)",11060
17107,"""Logan, (IL)""",158,"148.7 - 175.5 (644)",13379
17109,"""McDonough, (IL)""",216.3,"204.2 - 242.8 (644)",14082
17111,"""McHenry, (IL)""",157.4,"148.7 - 175.5 (644)",14740
17113,"""McLean, (IL)""",159.5,"148.7 - 175.5 (644)",10225
17115,"""Macon, (IL)""",119.3,"26.6 - 148.6 (644)",12161
17117,"""Macoupin, (IL)""",179.3,"175.6 - 204.1 (644)",13745
17119,"""Madison, (IL)""",212,"204.2 - 242.8 (644)",13792
17121,"""Marion, (IL)""",235.5,"204.2 - 242.8 (644)",15340
17123,"""Marshall, (IL)""",146,"26.6 - 148.6 (644)",11371
17125,"""Mason, (IL)""",158.4,"148.7 - 175.5 (644)",14022
17129,"""Menard, (IL)""",168.1,"148.7 - 175.5 (644)",12324
17131,"""Mercer, (IL)""",169.5,"148.7 - 175.5 (644)",9756
17135,"""Montgomery, (IL)""",177.4,"175.6 - 204.1 (644)",14793
17137,"""Morgan, (IL)""",218,"204.2 - 242.8 (644)",13487
17139,"""Moultrie, (IL)""",148.4,"26.6 - 148.6 (644)",12614
17141,"""Ogle, (IL)""",152.1,"148.7 - 175.5 (644)",12447
17143,"""Peoria, (IL)""",173,"148.7 - 175.5 (644)",11752
17147,"""Piatt, (IL)""",150.7,"148.7 - 175.5 (644)",10719
17149,"""Pike, (IL)""",195,"175.6 - 204.1 (644)",13374
17155,"""Putnam, (IL)""",204.4,"204.2 - 242.8 (644)",15261
17159,"""Richland, (IL)""",208.8,"204.2 - 242.8 (644)",13305
17161,"""Rock Island, (IL)""",162.8,"148.7 - 175.5 (644)",11204
17163,"""St. Clair, (IL)""",195.5,"175.6 - 204.1 (644)",14547
17167,"""Sangamon, (IL)""",172.3,"148.7 - 175.5 (644)",12108
17169,"""Schuyler, (IL)""",203.8,"175.6 - 204.1 (644)",15505
17171,"""Scott, (IL)""",201.2,"175.6 - 204.1 (644)",16802
17173,"""Shelby, (IL)""",156,"148.7 - 175.5 (644)",12582
17175,"""Stark, (IL)""",169.3,"148.7 - 175.5 (644)",9261
17177,"""Stephenson, (IL)""",141,"26.6 - 148.6 (644)",12640
17179,"""Tazewell, (IL)""",161.2,"148.7 - 175.5 (644)",12016
17183,"""Vermilion, (IL)""",241.9,"204.2 - 242.8 (644)",17457
17185,"""Wabash, (IL)""",196.8,"175.6 - 204.1 (644)",15191
17187,"""Warren, (IL)""",232.8,"204.2 - 242.8 (644)",11696
17191,"""Wayne, (IL)""",171.7,"148.7 - 175.5 (644)",12580
17195,"""Whiteside, (IL)""",243.7,"242.9 - 651.5 (644)",12425
17197,"""Will, (IL)""",168.7,"148.7 - 175.5 (644)",16114
17201,"""Winnebago, (IL)""",160.5,"148.7 - 175.5 (644)",14761
17203,"""Woodford, (IL)""",142.9,"26.6 - 148.6 (644)",10797
18007,"""Benton, (IN)""",179,"175.6 - 204.1 (644)",13273
18045,"""Fountain, (IN)""",194.6,"175.6 - 204.1 (644)",13502
18083,"""Knox, (IN)""",211.2,"204.2 - 242.8 (644)",14763
18089,"""Lake, (IN)""",188.8,"175.6 - 204.1 (644)",18408
18111,"""Newton, (IN)""",201.2,"175.6 - 204.1 (644)",13290
18121,"""Parke, (IN)""",246,"242.9 - 651.5 (644)",12775
18125,"""Pike, (IN)""",206.7,"204.2 - 242.8 (644)",11803
18153,"""Sullivan, (IN)""",236.9,"204.2 - 242.8 (644)",15064
18165,"""Vermillion, (IN)""",273.3,"242.9 - 651.5 (644)",14920
18167,"""Vigo, (IN)""",307.9,"242.9 - 651.5 (644)",15099
18171,"""Warren, (IN)""",180,"175.6 - 204.1 (644)",10440
19005,"""Allamakee, (IA)""",240.6,"204.2 - 242.8 (644)",9551
19007,"""Appanoose, (IA)""",246.3,"242.9 - 651.5 (644)",14743
19011,"""Benton, (IA)""",197.3,"175.6 - 204.1 (644)",11893
19013,"""Black Hawk, (IA)""",172.1,"148.7 - 175.5 (644)",11797
19017,"""Bremer, (IA)""",194.1,"175.6 - 204.1 (644)",11969
19019,"""Buchanan, (IA)""",210.4,"204.2 - 242.8 (644)",13203
19023,"""Butler, (IA)""",213.3,"204.2 - 242.8 (644)",12447
19031,"""Cedar, (IA)""",154,"148.7 - 175.5 (644)",10677
19033,"""Cerro Gordo, (IA)""",218.8,"204.2 - 242.8 (644)",13724
19037,"""Chickasaw, (IA)""",293.7,"242.9 - 651.5 (644)",9307
19043,"""Clayton, (IA)""",176.3,"175.6 - 204.1 (644)",12998
19045,"""Clinton, (IA)""",285.4,"242.9 - 651.5 (644)",12401
19051,"""Davis, (IA)""",223.2,"204.2 - 242.8 (644)",14739
19055,"""Delaware, (IA)""",194.4,"175.6 - 204.1 (644)",12415
19057,"""Des Moines, (IA)""",211.5,"204.2 - 242.8 (644)",11305
19061,"""Dubuque, (IA)""",178.9,"175.6 - 204.1 (644)",12081
19065,"""Fayette, (IA)""",233.5,"204.2 - 242.8 (644)",12777
19067,"""Floyd, (IA)""",214.6,"204.2 - 242.8 (644)",13389
19069,"""Franklin, (IA)""",205.9,"204.2 - 242.8 (644)",12837
19075,"""Grundy, (IA)""",187.4,"175.6 - 204.1 (644)",12441
19083,"""Hardin, (IA)""",188.2,"175.6 - 204.1 (644)",11346
19087,"""Henry, (IA)""",240.9,"204.2 - 242.8 (644)",11574
19089,"""Howard, (IA)""",369.8,"242.9 - 651.5 (644)",14128
19095,"""Iowa, (IA)""",191.8,"175.6 - 204.1 (644)",12258
19097,"""Jackson, (IA)""",211.4,"204.2 - 242.8 (644)",14613
19099,"""Jasper, (IA)""",161.4,"148.7 - 175.5 (644)",8920
19101,"""Jefferson, (IA)""",277.6,"242.9 - 651.5 (644)",17446
19103,"""Johnson, (IA)""",184.1,"175.6 - 204.1 (644)",11068
19105,"""Jones, (IA)""",180.1,"175.6 - 204.1 (644)",12769
19107,"""Keokuk, (IA)""",219.4,"204.2 - 242.8 (644)",12305
19111,"""Lee, (IA)""",223,"204.2 - 242.8 (644)",12000
19113,"""Linn, (IA)""",197.3,"175.6 - 204.1 (644)",11557
19115,"""Louisa, (IA)""",177.3,"175.6 - 204.1 (644)",11315
19117,"""Lucas, (IA)""",247.2,"242.9 - 651.5 (644)",10443
19123,"""Mahaska, (IA)""",288.3,"242.9 - 651.5 (644)",11439
19125,"""Marion, (IA)""",246.3,"242.9 - 651.5 (644)",11459
19127,"""Marshall, (IA)""",183,"175.6 - 204.1 (644)",11210
19131,"""Mitchell, (IA)""",297.5,"242.9 - 651.5 (644)",10586
19135,"""Monroe, (IA)""",269.7,"242.9 - 651.5 (644)",10450
19139,"""Muscatine, (IA)""",165.6,"148.7 - 175.5 (644)",12763
19153,"""Polk, (IA)""",182.6,"175.6 - 204.1 (644)",10113
19157,"""Poweshiek, (IA)""",204.4,"204.2 - 242.8 (644)",11063
19163,"""Scott, (IA)""",149.1,"148.7 - 175.5 (644)",13001
19169,"""Story, (IA)""",166.1,"148.7 - 175.5 (644)",9991
19171,"""Tama, (IA)""",177.3,"175.6 - 204.1 (644)",10794
19177,"""Van Buren, (IA)""",243.3,"242.9 - 651.5 (644)",13869
19179,"""Wapello, (IA)""",276,"242.9 - 651.5 (644)",11925
19181,"""Warren, (IA)""",215,"204.2 - 242.8 (644)",10774
19183,"""Washington, (IA)""",177,"175.6 - 204.1 (644)",12147
19185,"""Wayne, (IA)""",248.9,"242.9 - 651.5 (644)",12569
19191,"""Winneshiek, (IA)""",198.2,"175.6 - 204.1 (644)",10289
19195,"""Worth, (IA)""",167.7,"148.7 - 175.5 (644)",12725
27039,"""Dodge, (MN)""",159.3,"148.7 - 175.5 (644)",9740
27045,"""Fillmore, (MN)""",180,"175.6 - 204.1 (644)",12948
27047,"""Freeborn, (MN)""",146.3,"26.6 - 148.6 (644)",15445
27049,"""Goodhue, (MN)""",177.7,"175.6 - 204.1 (644)",10944
27055,"""Houston, (MN)""",150.4,"148.7 - 175.5 (644)",10139
27099,"""Mower, (MN)""",172.4,"148.7 - 175.5 (644)",17827
27109,"""Olmsted, (MN)""",159.9,"148.7 - 175.5 (644)",11124
27131,"""Rice, (MN)""",139.3,"26.6 - 148.6 (644)",10987
27147,"""Steele, (MN)""",149.9,"148.7 - 175.5 (644)",10895
27157,"""Wabasha, (MN)""",158.7,"148.7 - 175.5 (644)",15557
27161,"""Waseca, (MN)""",161.3,"148.7 - 175.5 (644)",13817
27169,"""Winona, (MN)""",158.1,"148.7 - 175.5 (644)",8707
29001,"""Adair, (MO)""",147.3,"26.6 - 148.6 (644)",13047
29007,"""Audrain, (MO)""",122.6,"26.6 - 148.6 (644)",10212
29019,"""Boone, (MO)""",133.4,"26.6 - 148.6 (644)",12013
29027,"""Callaway, (MO)""",161.9,"148.7 - 175.5 (644)",11200
29033,"""Carroll, (MO)""",196.7,"175.6 - 204.1 (644)",16041
29041,"""Chariton, (MO)""",176.8,"175.6 - 204.1 (644)",11405
29045,"""Clark, (MO)""",226.6,"204.2 - 242.8 (644)",13222
29051,"""Cole, (MO)""",136.4,"26.6 - 148.6 (644)",11263
29053,"""Cooper, (MO)""",144.5,"26.6 - 148.6 (644)",12310
29071,"""Franklin, (MO)""",244.9,"242.9 - 651.5 (644)",12451
29073,"""Gasconade, (MO)""",171.2,"148.7 - 175.5 (644)",11568
29079,"""Grundy, (MO)""",228.2,"204.2 - 242.8 (644)",16164
29089,"""Howard, (MO)""",150.5,"148.7 - 175.5 (644)",12080
29103,"""Knox, (MO)""",194.1,"175.6 - 204.1 (644)",11549
29111,"""Lewis, (MO)""",224.7,"204.2 - 242.8 (644)",15845
29113,"""Lincoln, (MO)""",213.6,"204.2 - 242.8 (644)",14525
29115,"""Linn, (MO)""",330,"242.9 - 651.5 (644)",14742
29117,"""Livingston, (MO)""",188.9,"175.6 - 204.1 (644)",15288
29121,"""Macon, (MO)""",196.2,"175.6 - 204.1 (644)",12069
29127,"""Marion, (MO)""",201.4,"175.6 - 204.1 (644)",11702
29129,"""Mercer, (MO)""",249,"242.9 - 651.5 (644)",14850
29135,"""Moniteau, (MO)""",201.4,"175.6 - 204.1 (644)",11431
29137,"""Monroe, (MO)""",171.9,"148.7 - 175.5 (644)",10968
29139,"""Montgomery, (MO)""",325.1,"242.9 - 651.5 (644)",10888
29141,"""Morgan, (MO)""",278.7,"242.9 - 651.5 (644)",11966
29151,"""Osage, (MO)""",148.9,"148.7 - 175.5 (644)",11610
29159,"""Pettis, (MO)""",138,"26.6 - 148.6 (644)",12791
29163,"""Pike, (MO)""",178.2,"175.6 - 204.1 (644)",13166
29171,"""Putnam, (MO)""",185.2,"175.6 - 204.1 (644)",16055
29173,"""Ralls, (MO)""",148.3,"26.6 - 148.6 (644)",11562
29175,"""Randolph, (MO)""",152.6,"148.7 - 175.5 (644)",13424
29183,"""St. Charles, (MO)""",172.4,"148.7 - 175.5 (644)",13473
29189,"""St. Louis County, (MO)""",216.9,"204.2 - 242.8 (644)",13970
29195,"""Saline, (MO)""",206.7,"204.2 - 242.8 (644)",11701
29197,"""Schuyler, (MO)""",169.2,"148.7 - 175.5 (644)",12073
29199,"""Scotland, (MO)""",168.3,"148.7 - 175.5 (644)",22687
29205,"""Shelby, (MO)""",227.9,"204.2 - 242.8 (644)",11680
29211,"""Sullivan, (MO)""",313.4,"242.9 - 651.5 (644)",17191
29219,"""Warren, (MO)""",209.1,"204.2 - 242.8 (644)",14212
29510,"""St. Louis City, (MO)""",257.8,"242.9 - 651.5 (644)",19408
55001,"""Adams, (WI)""",209.9,"204.2 - 242.8 (644)",11596
55009,"""Brown, (WI)""",203,"175.6 - 204.1 (644)",10317
55011,"""Buffalo, (WI)""",153.3,"148.7 - 175.5 (644)",11248
55015,"""Calumet, (WI)""",158.4,"148.7 - 175.5 (644)",9387
55021,"""Columbia, (WI)""",141.4,"26.6 - 148.6 (644)",10839
55023,"""Crawford, (WI)""",168,"148.7 - 175.5 (644)",12648
55025,"""Dane, (WI)""",130.1,"26.6 - 148.6 (644)",11820
55027,"""Dodge, (WI)""",167.1,"148.7 - 175.5 (644)",10786
55039,"""Fond du Lac, (WI)""",152.6,"148.7 - 175.5 (644)",12595
55043,"""Grant, (WI)""",170,"148.7 - 175.5 (644)",12046
55045,"""Green, (WI)""",151.9,"148.7 - 175.5 (644)",12157
55047,"""Green Lake, (WI)""",170.6,"148.7 - 175.5 (644)",11682
55049,"""Iowa, (WI)""",162.9,"148.7 - 175.5 (644)",12709
55053,"""Jackson, (WI)""",147.1,"26.6 - 148.6 (644)",13473
55055,"""Jefferson, (WI)""",155.3,"148.7 - 175.5 (644)",11670
55057,"""Juneau, (WI)""",158.1,"148.7 - 175.5 (644)",11727
55059,"""Kenosha, (WI)""",217.4,"204.2 - 242.8 (644)",13340
55061,"""Kewaunee, (WI)""",163,"148.7 - 175.5 (644)",10489
55063,"""La Crosse, (WI)""",135.7,"26.6 - 148.6 (644)",10131
55065,"""Lafayette, (WI)""",142,"26.6 - 148.6 (644)",13913
55071,"""Manitowoc, (WI)""",178.4,"175.6 - 204.1 (644)",11571
55077,"""Marquette, (WI)""",130.3,"26.6 - 148.6 (644)",12410
55079,"""Milwaukee, (WI)""",206.3,"204.2 - 242.8 (644)",15758
55081,"""Monroe, (WI)""",169.8,"148.7 - 175.5 (644)",12846
