"cnty_fips","display_name","Value","theme_range","pac_inc"
28139,"""Tippah, (MS)""",248.5,"242.9 - 651.5 (644)",3600
28141,"""Tishomingo, (MS)""",284.7,"242.9 - 651.5 (644)",3582
28143,"""Tunica, (MS)""",374.3,"242.9 - 651.5 (644)",5402
28145,"""Union, (MS)""",242.8,"204.2 - 242.8 (644)",2999
28149,"""Warren, (MS)""",219.3,"204.2 - 242.8 (644)",5811
28151,"""Washington, (MS)""",144.4,"26.6 - 148.6 (644)",4883
28155,"""Webster, (MS)""",260.6,"242.9 - 651.5 (644)",4785
28159,"""Winston, (MS)""",239,"204.2 - 242.8 (644)",4153
28161,"""Yalobusha, (MS)""",186.7,"175.6 - 204.1 (644)",3498
28163,"""Yazoo, (MS)""",170.9,"148.7 - 175.5 (644)",7061
29015,"""Benton, (MO)""",184.7,"175.6 - 204.1 (644)",2040
29017,"""Bollinger, (MO)""",341.5,"242.9 - 651.5 (644)",2859
29023,"""Butler, (MO)""",213,"204.2 - 242.8 (644)",2847
29029,"""Camden, (MO)""",169.8,"148.7 - 175.5 (644)",1452
29031,"""Cape Girardeau, (MO)""",214.9,"204.2 - 242.8 (644)",2879
29035,"""Carter, (MO)""",249.9,"242.9 - 651.5 (644)",2112
29043,"""Christian, (MO)""",133.6,"26.6 - 148.6 (644)",2122
29055,"""Crawford, (MO)""",458,"242.9 - 651.5 (644)",3154
29059,"""Dallas, (MO)""",195.6,"175.6 - 204.1 (644)",3315
29065,"""Dent, (MO)""",210.7,"204.2 - 242.8 (644)",2381
29067,"""Douglas, (MO)""",155.4,"148.7 - 175.5 (644)",2013
29069,"""Dunklin, (MO)""",379.2,"242.9 - 651.5 (644)",3097
29077,"""Greene, (MO)""",162.6,"148.7 - 175.5 (644)",2679
29085,"""Hickory, (MO)""",171,"148.7 - 175.5 (644)",3109
29091,"""Howell, (MO)""",244,"242.9 - 651.5 (644)",2081
29093,"""Iron, (MO)""",293.3,"242.9 - 651.5 (644)",3702
29099,"""Jefferson, (MO)""",240.8,"204.2 - 242.8 (644)",3068
29105,"""Laclede, (MO)""",212.4,"204.2 - 242.8 (644)",2461
29123,"""Madison, (MO)""",290.4,"242.9 - 651.5 (644)",2533
29125,"""Maries, (MO)""",163.2,"148.7 - 175.5 (644)",1640
29131,"""Miller, (MO)""",157.6,"148.7 - 175.5 (644)",1934
29133,"""Mississippi, (MO)""",372.2,"242.9 - 651.5 (644)",2551
29143,"""New Madrid, (MO)""",202.5,"175.6 - 204.1 (644)",3224
29149,"""Oregon, (MO)""",128,"26.6 - 148.6 (644)",809
29153,"""Ozark, (MO)""",252.2,"242.9 - 651.5 (644)",2230
29155,"""Pemiscot, (MO)""",526.5,"242.9 - 651.5 (644)",2123
29157,"""Perry, (MO)""",201.7,"175.6 - 204.1 (644)",3613
29161,"""Phelps, (MO)""",222.6,"204.2 - 242.8 (644)",3725
29167,"""Polk, (MO)""",227.8,"204.2 - 242.8 (644)",2598
29169,"""Pulaski, (MO)""",194.3,"175.6 - 204.1 (644)",2838
29179,"""Reynolds, (MO)""",243,"242.9 - 651.5 (644)",2495
29181,"""Ripley, (MO)""",310.3,"242.9 - 651.5 (644)",2455
29186,"""Ste. Genevieve, (MO)""",212.4,"204.2 - 242.8 (644)",3645
29187,"""St. Francois, (MO)""",263.1,"242.9 - 651.5 (644)",2759
29201,"""Scott, (MO)""",236.5,"204.2 - 242.8 (644)",3062
29203,"""Shannon, (MO)""",245.9,"242.9 - 651.5 (644)",2871
29207,"""Stoddard, (MO)""",177.8,"175.6 - 204.1 (644)",2821
29209,"""Stone, (MO)""",259.8,"242.9 - 651.5 (644)",1893
29213,"""Taney, (MO)""",208.1,"204.2 - 242.8 (644)",2575
29215,"""Texas, (MO)""",212.5,"204.2 - 242.8 (644)",2536
29221,"""Washington, (MO)""",460.6,"242.9 - 651.5 (644)",2723
29223,"""Wayne, (MO)""",221.2,"204.2 - 242.8 (644)",2490
29225,"""Webster, (MO)""",194.3,"175.6 - 204.1 (644)",2552
29229,"""Wright, (MO)""",392.4,"242.9 - 651.5 (644)",2830
47005,"""Benton, (TN)""",368.2,"242.9 - 651.5 (644)",3776
47017,"""Carroll, (TN)""",464.1,"242.9 - 651.5 (644)",4382
47023,"""Chester, (TN)""",311,"242.9 - 651.5 (644)",3680
47033,"""Crockett, (TN)""",379.8,"242.9 - 651.5 (644)",3761
47039,"""Decatur, (TN)""",316,"242.9 - 651.5 (644)",3715
47043,"""Dickson, (TN)""",340.8,"242.9 - 651.5 (644)",4188
47045,"""Dyer, (TN)""",441.4,"242.9 - 651.5 (644)",3871
47047,"""Fayette, (TN)""",245,"242.9 - 651.5 (644)",2805
47053,"""Gibson, (TN)""",393.6,"242.9 - 651.5 (644)",3473
47069,"""Hardeman, (TN)""",287.4,"242.9 - 651.5 (644)",2786
47071,"""Hardin, (TN)""",460.5,"242.9 - 651.5 (644)",3280
47075,"""Haywood, (TN)""",318.7,"242.9 - 651.5 (644)",3523
47077,"""Henderson, (TN)""",247.4,"242.9 - 651.5 (644)",3092
47079,"""Henry, (TN)""",384.1,"242.9 - 651.5 (644)",3735
47081,"""Hickman, (TN)""",212.8,"204.2 - 242.8 (644)",3862
47083,"""Houston, (TN)""",359.5,"242.9 - 651.5 (644)",3742
47085,"""Humphreys, (TN)""",407.3,"242.9 - 651.5 (644)",4195
47095,"""Lake, (TN)""",318.9,"242.9 - 651.5 (644)",7794
47097,"""Lauderdale, (TN)""",354.4,"242.9 - 651.5 (644)",4691
47099,"""Lawrence, (TN)""",267.8,"242.9 - 651.5 (644)",3038
47101,"""Lewis, (TN)""",330,"242.9 - 651.5 (644)",3851
47109,"""McNairy, (TN)""",353.8,"242.9 - 651.5 (644)",3137
47113,"""Madison, (TN)""",233.2,"204.2 - 242.8 (644)",3636
47125,"""Montgomery, (TN)""",234.5,"204.2 - 242.8 (644)",2793
47131,"""Obion, (TN)""",273.1,"242.9 - 651.5 (644)",4441
47135,"""Perry, (TN)""",406.3,"242.9 - 651.5 (644)",3547
47157,"""Shelby, (TN)""",202.6,"175.6 - 204.1 (644)",3485
47161,"""Stewart, (TN)""",256.5,"242.9 - 651.5 (644)",3665
47167,"""Tipton, (TN)""",262.8,"242.9 - 651.5 (644)",3479
47181,"""Wayne, (TN)""",340.7,"242.9 - 651.5 (644)",4253
47183,"""Weakley, (TN)""",244.9,"242.9 - 651.5 (644)",4692
17001,"""Adams, (IL)""",204.4,"204.2 - 242.8 (644)",2582
17005,"""Bond, (IL)""",213.1,"204.2 - 242.8 (644)",2108
17007,"""Boone, (IL)""",158.9,"148.7 - 175.5 (644)",4006
17009,"""Brown, (IL)""",192.7,"175.6 - 204.1 (644)",2331
17011,"""Bureau, (IL)""",204.6,"204.2 - 242.8 (644)",3197
17013,"""Calhoun, (IL)""",193.6,"175.6 - 204.1 (644)",3355
17015,"""Carroll, (IL)""",231.2,"204.2 - 242.8 (644)",2015
17017,"""Cass, (IL)""",188.7,"175.6 - 204.1 (644)",3374
17019,"""Champaign, (IL)""",124.1,"26.6 - 148.6 (644)",3138
17021,"""Christian, (IL)""",204.1,"175.6 - 204.1 (644)",3217
17023,"""Clark, (IL)""",211.1,"204.2 - 242.8 (644)",3489
17025,"""Clay, (IL)""",169.9,"148.7 - 175.5 (644)",2404
17027,"""Clinton, (IL)""",207.6,"204.2 - 242.8 (644)",2797
17029,"""Coles, (IL)""",169.7,"148.7 - 175.5 (644)",3483
17031,"""Cook, (IL)""",163.8,"148.7 - 175.5 (644)",4943
17033,"""Crawford, (IL)""",212.6,"204.2 - 242.8 (644)",3001
17035,"""Cumberland, (IL)""",165.7,"148.7 - 175.5 (644)",2625
17037,"""DeKalb, (IL)""",166.9,"148.7 - 175.5 (644)",3290
17039,"""De Witt, (IL)""",198.9,"175.6 - 204.1 (644)",2837
17041,"""Douglas, (IL)""",109.9,"26.6 - 148.6 (644)",3025
17043,"""DuPage, (IL)""",130.2,"26.6 - 148.6 (644)",3127
17045,"""Edgar, (IL)""",181.6,"175.6 - 204.1 (644)",2633
17047,"""Edwards, (IL)""",230.6,"204.2 - 242.8 (644)",3778
17049,"""Effingham, (IL)""",159.4,"148.7 - 175.5 (644)",2906
17051,"""Fayette, (IL)""",192.6,"175.6 - 204.1 (644)",2918
17053,"""Ford, (IL)""",209,"204.2 - 242.8 (644)",3368
17057,"""Fulton, (IL)""",208,"204.2 - 242.8 (644)",3193
17061,"""Greene, (IL)""",227.8,"204.2 - 242.8 (644)",3578
17063,"""Grundy, (IL)""",179.8,"175.6 - 204.1 (644)",3536
17067,"""Hancock, (IL)""",211,"204.2 - 242.8 (644)",3471
17071,"""Henderson, (IL)""",212.7,"204.2 - 242.8 (644)",2006
17073,"""Henry, (IL)""",178.6,"175.6 - 204.1 (644)",1732
17075,"""Iroquois, (IL)""",225.3,"204.2 - 242.8 (644)",2973
17079,"""Jasper, (IL)""",191.2,"175.6 - 204.1 (644)",3060
17083,"""Jersey, (IL)""",239.2,"204.2 - 242.8 (644)",3130
17085,"""Jo Daviess, (IL)""",148.1,"26.6 - 148.6 (644)",2198
17089,"""Kane, (IL)""",130,"26.6 - 148.6 (644)",3516
17091,"""Kankakee, (IL)""",183.5,"175.6 - 204.1 (644)",3454
17093,"""Kendall, (IL)""",121.6,"26.6 - 148.6 (644)",3404
17095,"""Knox, (IL)""",221,"204.2 - 242.8 (644)",2892
17097,"""Lake, (IL)""",122.5,"26.6 - 148.6 (644)",3434
17099,"""LaSalle, (IL)""",207.2,"204.2 - 242.8 (644)",3419
17101,"""Lawrence, (IL)""",204.3,"204.2 - 242.8 (644)",5050
17103,"""Lee, (IL)""",161.6,"148.7 - 175.5 (644)",1908
17105,"""Livingston, (IL)""",201.5,"175.6 - 204.1 (644)",2661
17107,"""Logan, (IL)""",158,"148.7 - 175.5 (644)",2705
17109,"""McDonough, (IL)""",216.3,"204.2 - 242.8 (644)",2992
17111,"""McHenry, (IL)""",157.4,"148.7 - 175.5 (644)",3287
17113,"""McLean, (IL)""",159.5,"148.7 - 175.5 (644)",2136
17115,"""Macon, (IL)""",119.3,"26.6 - 148.6 (644)",2517
17117,"""Macoupin, (IL)""",179.3,"175.6 - 204.1 (644)",3161
17119,"""Madison, (IL)""",212,"204.2 - 242.8 (644)",2968
17121,"""Marion, (IL)""",235.5,"204.2 - 242.8 (644)",3956
17123,"""Marshall, (IL)""",146,"26.6 - 148.6 (644)",2801
17125,"""Mason, (IL)""",158.4,"148.7 - 175.5 (644)",3085
17129,"""Menard, (IL)""",168.1,"148.7 - 175.5 (644)",2672
17131,"""Mercer, (IL)""",169.5,"148.7 - 175.5 (644)",1592
17135,"""Montgomery, (IL)""",177.4,"175.6 - 204.1 (644)",3179
17137,"""Morgan, (IL)""",218,"204.2 - 242.8 (644)",2984
17139,"""Moultrie, (IL)""",148.4,"26.6 - 148.6 (644)",2693
17141,"""Ogle, (IL)""",152.1,"148.7 - 175.5 (644)",2196
17143,"""Peoria, (IL)""",173,"148.7 - 175.5 (644)",2717
17147,"""Piatt, (IL)""",150.7,"148.7 - 175.5 (644)",2346
17149,"""Pike, (IL)""",195,"175.6 - 204.1 (644)",2189
17155,"""Putnam, (IL)""",204.4,"204.2 - 242.8 (644)",2644
17159,"""Richland, (IL)""",208.8,"204.2 - 242.8 (644)",3292
17161,"""Rock Island, (IL)""",162.8,"148.7 - 175.5 (644)",2211
17163,"""St. Clair, (IL)""",195.5,"175.6 - 204.1 (644)",3269
17167,"""Sangamon, (IL)""",172.3,"148.7 - 175.5 (644)",2294
17169,"""Schuyler, (IL)""",203.8,"175.6 - 204.1 (644)",3725
17171,"""Scott, (IL)""",201.2,"175.6 - 204.1 (644)",3328
17173,"""Shelby, (IL)""",156,"148.7 - 175.5 (644)",2503
17175,"""Stark, (IL)""",169.3,"148.7 - 175.5 (644)",2554
17177,"""Stephenson, (IL)""",141,"26.6 - 148.6 (644)",2972
17179,"""Tazewell, (IL)""",161.2,"148.7 - 175.5 (644)",2661
17183,"""Vermilion, (IL)""",241.9,"204.2 - 242.8 (644)",3087
17185,"""Wabash, (IL)""",196.8,"175.6 - 204.1 (644)",4464
17187,"""Warren, (IL)""",232.8,"204.2 - 242.8 (644)",2204
17191,"""Wayne, (IL)""",171.7,"148.7 - 175.5 (644)",2440
17195,"""Whiteside, (IL)""",243.7,"242.9 - 651.5 (644)",2126
17197,"""Will, (IL)""",168.7,"148.7 - 175.5 (644)",3731
17201,"""Winnebago, (IL)""",160.5,"148.7 - 175.5 (644)",3469
17203,"""Woodford, (IL)""",142.9,"26.6 - 148.6 (644)",2240
18007,"""Benton, (IN)""",179,"175.6 - 204.1 (644)",3421
18045,"""Fountain, (IN)""",194.6,"175.6 - 204.1 (644)",3188
18083,"""Knox, (IN)""",211.2,"204.2 - 242.8 (644)",4891
18089,"""Lake, (IN)""",188.8,"175.6 - 204.1 (644)",5163
18111,"""Newton, (IN)""",201.2,"175.6 - 204.1 (644)",3023
18121,"""Parke, (IN)""",246,"242.9 - 651.5 (644)",3248
18125,"""Pike, (IN)""",206.7,"204.2 - 242.8 (644)",3067
18153,"""Sullivan, (IN)""",236.9,"204.2 - 242.8 (644)",3428
18165,"""Vermillion, (IN)""",273.3,"242.9 - 651.5 (644)",3447
18167,"""Vigo, (IN)""",307.9,"242.9 - 651.5 (644)",3638
18171,"""Warren, (IN)""",180,"175.6 - 204.1 (644)",1981
19005,"""Allamakee, (IA)""",240.6,"204.2 - 242.8 (644)",1901
19007,"""Appanoose, (IA)""",246.3,"242.9 - 651.5 (644)",3018
19011,"""Benton, (IA)""",197.3,"175.6 - 204.1 (644)",2032
19013,"""Black Hawk, (IA)""",172.1,"148.7 - 175.5 (644)",2069
19017,"""Bremer, (IA)""",194.1,"175.6 - 204.1 (644)",1856
19019,"""Buchanan, (IA)""",210.4,"204.2 - 242.8 (644)",2674
19023,"""Butler, (IA)""",213.3,"204.2 - 242.8 (644)",2162
19031,"""Cedar, (IA)""",154,"148.7 - 175.5 (644)",2158
19033,"""Cerro Gordo, (IA)""",218.8,"204.2 - 242.8 (644)",1920
19037,"""Chickasaw, (IA)""",293.7,"242.9 - 651.5 (644)",2105
19043,"""Clayton, (IA)""",176.3,"175.6 - 204.1 (644)",2250
19045,"""Clinton, (IA)""",285.4,"242.9 - 651.5 (644)",2437
19051,"""Davis, (IA)""",223.2,"204.2 - 242.8 (644)",2992
19055,"""Delaware, (IA)""",194.4,"175.6 - 204.1 (644)",2292
19057,"""Des Moines, (IA)""",211.5,"204.2 - 242.8 (644)",1408
19061,"""Dubuque, (IA)""",178.9,"175.6 - 204.1 (644)",2469
19065,"""Fayette, (IA)""",233.5,"204.2 - 242.8 (644)",2826
19067,"""Floyd, (IA)""",214.6,"204.2 - 242.8 (644)",2800
19069,"""Franklin, (IA)""",205.9,"204.2 - 242.8 (644)",2098
19075,"""Grundy, (IA)""",187.4,"175.6 - 204.1 (644)",2469
19083,"""Hardin, (IA)""",188.2,"175.6 - 204.1 (644)",2338
19087,"""Henry, (IA)""",240.9,"204.2 - 242.8 (644)",1842
19089,"""Howard, (IA)""",369.8,"242.9 - 651.5 (644)",3324
19095,"""Iowa, (IA)""",191.8,"175.6 - 204.1 (644)",2655
19097,"""Jackson, (IA)""",211.4,"204.2 - 242.8 (644)",3865
19099,"""Jasper, (IA)""",161.4,"148.7 - 175.5 (644)",1387
19101,"""Jefferson, (IA)""",277.6,"242.9 - 651.5 (644)",3674
19103,"""Johnson, (IA)""",184.1,"175.6 - 204.1 (644)",1895
19105,"""Jones, (IA)""",180.1,"175.6 - 204.1 (644)",2303
19107,"""Keokuk, (IA)""",219.4,"204.2 - 242.8 (644)",1969
19111,"""Lee, (IA)""",223,"204.2 - 242.8 (644)",2559
19113,"""Linn, (IA)""",197.3,"175.6 - 204.1 (644)",1855
19115,"""Louisa, (IA)""",177.3,"175.6 - 204.1 (644)",1752
19117,"""Lucas, (IA)""",247.2,"242.9 - 651.5 (644)",1702
19123,"""Mahaska, (IA)""",288.3,"242.9 - 651.5 (644)",2192
19125,"""Marion, (IA)""",246.3,"242.9 - 651.5 (644)",2315
19127,"""Marshall, (IA)""",183,"175.6 - 204.1 (644)",1806
19131,"""Mitchell, (IA)""",297.5,"242.9 - 651.5 (644)",2045
19135,"""Monroe, (IA)""",269.7,"242.9 - 651.5 (644)",1185
19139,"""Muscatine, (IA)""",165.6,"148.7 - 175.5 (644)",2754
19153,"""Polk, (IA)""",182.6,"175.6 - 204.1 (644)",1907
19157,"""Poweshiek, (IA)""",204.4,"204.2 - 242.8 (644)",1791
19163,"""Scott, (IA)""",149.1,"148.7 - 175.5 (644)",2749
19169,"""Story, (IA)""",166.1,"148.7 - 175.5 (644)",1820
19171,"""Tama, (IA)""",177.3,"175.6 - 204.1 (644)",1986
19177,"""Van Buren, (IA)""",243.3,"242.9 - 651.5 (644)",2251
19179,"""Wapello, (IA)""",276,"242.9 - 651.5 (644)",2259
19181,"""Warren, (IA)""",215,"204.2 - 242.8 (644)",2394
19183,"""Washington, (IA)""",177,"175.6 - 204.1 (644)",2331
19185,"""Wayne, (IA)""",248.9,"242.9 - 651.5 (644)",3341
19191,"""Winneshiek, (IA)""",198.2,"175.6 - 204.1 (644)",2268
19195,"""Worth, (IA)""",167.7,"148.7 - 175.5 (644)",1547
27039,"""Dodge, (MN)""",159.3,"148.7 - 175.5 (644)",1883
27045,"""Fillmore, (MN)""",180,"175.6 - 204.1 (644)",2160
27047,"""Freeborn, (MN)""",146.3,"26.6 - 148.6 (644)",1753
27049,"""Goodhue, (MN)""",177.7,"175.6 - 204.1 (644)",1995
27055,"""Houston, (MN)""",150.4,"148.7 - 175.5 (644)",1855
27099,"""Mower, (MN)""",172.4,"148.7 - 175.5 (644)",2532
27109,"""Olmsted, (MN)""",159.9,"148.7 - 175.5 (644)",1787
27131,"""Rice, (MN)""",139.3,"26.6 - 148.6 (644)",1625
27147,"""Steele, (MN)""",149.9,"148.7 - 175.5 (644)",1673
27157,"""Wabasha, (MN)""",158.7,"148.7 - 175.5 (644)",3191
27161,"""Waseca, (MN)""",161.3,"148.7 - 175.5 (644)",2240
27169,"""Winona, (MN)""",158.1,"148.7 - 175.5 (644)",1862
29001,"""Adair, (MO)""",147.3,"26.6 - 148.6 (644)",2650
29007,"""Audrain, (MO)""",122.6,"26.6 - 148.6 (644)",2025
29019,"""Boone, (MO)""",133.4,"26.6 - 148.6 (644)",2630
29027,"""Callaway, (MO)""",161.9,"148.7 - 175.5 (644)",2224
29033,"""Carroll, (MO)""",196.7,"175.6 - 204.1 (644)",3420
29041,"""Chariton, (MO)""",176.8,"175.6 - 204.1 (644)",2060
29045,"""Clark, (MO)""",226.6,"204.2 - 242.8 (644)",2907
29051,"""Cole, (MO)""",136.4,"26.6 - 148.6 (644)",2274
29053,"""Cooper, (MO)""",144.5,"26.6 - 148.6 (644)",2023
29071,"""Franklin, (MO)""",244.9,"242.9 - 651.5 (644)",2098
29073,"""Gasconade, (MO)""",171.2,"148.7 - 175.5 (644)",2589
29079,"""Grundy, (MO)""",228.2,"204.2 - 242.8 (644)",3678
29089,"""Howard, (MO)""",150.5,"148.7 - 175.5 (644)",1569
29103,"""Knox, (MO)""",194.1,"175.6 - 204.1 (644)",2018
29111,"""Lewis, (MO)""",224.7,"204.2 - 242.8 (644)",3276
29113,"""Lincoln, (MO)""",213.6,"204.2 - 242.8 (644)",2551
29115,"""Linn, (MO)""",330,"242.9 - 651.5 (644)",3998
29117,"""Livingston, (MO)""",188.9,"175.6 - 204.1 (644)",3633
29121,"""Macon, (MO)""",196.2,"175.6 - 204.1 (644)",3055
29127,"""Marion, (MO)""",201.4,"175.6 - 204.1 (644)",2086
29129,"""Mercer, (MO)""",249,"242.9 - 651.5 (644)",2080
29135,"""Moniteau, (MO)""",201.4,"175.6 - 204.1 (644)",2434
29137,"""Monroe, (MO)""",171.9,"148.7 - 175.5 (644)",1900
29139,"""Montgomery, (MO)""",325.1,"242.9 - 651.5 (644)",2433
29141,"""Morgan, (MO)""",278.7,"242.9 - 651.5 (644)",2068
29151,"""Osage, (MO)""",148.9,"148.7 - 175.5 (644)",2180
29159,"""Pettis, (MO)""",138,"26.6 - 148.6 (644)",2198
29163,"""Pike, (MO)""",178.2,"175.6 - 204.1 (644)",2305
29171,"""Putnam, (MO)""",185.2,"175.6 - 204.1 (644)",3411
29173,"""Ralls, (MO)""",148.3,"26.6 - 148.6 (644)",2222
29175,"""Randolph, (MO)""",152.6,"148.7 - 175.5 (644)",2413
29183,"""St. Charles, (MO)""",172.4,"148.7 - 175.5 (644)",2859
29189,"""St. Louis County, (MO)""",216.9,"204.2 - 242.8 (644)",3142
29195,"""Saline, (MO)""",206.7,"204.2 - 242.8 (644)",2045
29197,"""Schuyler, (MO)""",169.2,"148.7 - 175.5 (644)",2520
29199,"""Scotland, (MO)""",168.3,"148.7 - 175.5 (644)",8131
29205,"""Shelby, (MO)""",227.9,"204.2 - 242.8 (644)",2705
29211,"""Sullivan, (MO)""",313.4,"242.9 - 651.5 (644)",4028
29219,"""Warren, (MO)""",209.1,"204.2 - 242.8 (644)",2473
29510,"""St. Louis City, (MO)""",257.8,"242.9 - 651.5 (644)",4868
55001,"""Adams, (WI)""",209.9,"204.2 - 242.8 (644)",2035
55009,"""Brown, (WI)""",203,"175.6 - 204.1 (644)",1987
55011,"""Buffalo, (WI)""",153.3,"148.7 - 175.5 (644)",2095
55015,"""Calumet, (WI)""",158.4,"148.7 - 175.5 (644)",1896
55021,"""Columbia, (WI)""",141.4,"26.6 - 148.6 (644)",2149
55023,"""Crawford, (WI)""",168,"148.7 - 175.5 (644)",2473
55025,"""Dane, (WI)""",130.1,"26.6 - 148.6 (644)",2230
55027,"""Dodge, (WI)""",167.1,"148.7 - 175.5 (644)",2108
55039,"""Fond du Lac, (WI)""",152.6,"148.7 - 175.5 (644)",2300
55043,"""Grant, (WI)""",170,"148.7 - 175.5 (644)",2116
55045,"""Green, (WI)""",151.9,"148.7 - 175.5 (644)",2233
55047,"""Green Lake, (WI)""",170.6,"148.7 - 175.5 (644)",2689
55049,"""Iowa, (WI)""",162.9,"148.7 - 175.5 (644)",2355
55053,"""Jackson, (WI)""",147.1,"26.6 - 148.6 (644)",2680
55055,"""Jefferson, (WI)""",155.3,"148.7 - 175.5 (644)",2273
55057,"""Juneau, (WI)""",158.1,"148.7 - 175.5 (644)",1908
55059,"""Kenosha, (WI)""",217.4,"204.2 - 242.8 (644)",2775
55061,"""Kewaunee, (WI)""",163,"148.7 - 175.5 (644)",1207
55063,"""La Crosse, (WI)""",135.7,"26.6 - 148.6 (644)",1380
55065,"""Lafayette, (WI)""",142,"26.6 - 148.6 (644)",3821
55071,"""Manitowoc, (WI)""",178.4,"175.6 - 204.1 (644)",1981
55077,"""Marquette, (WI)""",130.3,"26.6 - 148.6 (644)",2072
55079,"""Milwaukee, (WI)""",206.3,"204.2 - 242.8 (644)",3036
55081,"""Monroe, (WI)""",169.8,"148.7 - 175.5 (644)",2422
55087,"""Outagamie, (WI)""",158.3,"148.7 - 175.5 (644)",1576
55089,"""Ozaukee, (WI)""",154.7,"148.7 - 175.5 (644)",1972
55091,"""Pepin, (WI)""",157.8,"148.7 - 175.5 (644)",2702
55097,"""Portage, (WI)""",159.7,"148.7 - 175.5 (644)",1843
55101,"""Racine, (WI)""",179.5,"175.6 - 204.1 (644)",2511
55103,"""Richland, (WI)""",184.5,"175.6 - 204.1 (644)",1719
55105,"""Rock, (WI)""",185.2,"175.6 - 204.1 (644)",2582
55111,"""Sauk, (WI)""",199.6,"175.6 - 204.1 (644)",2351
55117,"""Sheboygan, (WI)""",172.8,"148.7 - 175.5 (644)",1964
55121,"""Trempealeau, (WI)""",193.9,"175.6 - 204.1 (644)",2854
55123,"""Vernon, (WI)""",201.7,"175.6 - 204.1 (644)",1875
55127,"""Walworth, (WI)""",179.6,"175.6 - 204.1 (644)",1938
55131,"""Washington, (WI)""",147.8,"26.6 - 148.6 (644)",2192
55133,"""Waukesha, (WI)""",128.4,"26.6 - 148.6 (644)",2149
55135,"""Waupaca, (WI)""",188.3,"175.6 - 204.1 (644)",2343
55137,"""Waushara, (WI)""",258,"242.9 - 651.5 (644)",2007
55139,"""Winnebago, (WI)""",134,"26.6 - 148.6 (644)",1890
55141,"""Wood, (WI)""",137.4,"26.6 - 148.6 (644)",2076
01001,"""Autauga, (AL)""",227.6,"204.2 - 242.8 (644)",2931
01009,"""Blount, (AL)""",167.9,"148.7 - 175.5 (644)",3326
01015,"""Calhoun, (AL)""",250.3,"242.9 - 651.5 (644)",3718
01017,"""Chambers, (AL)""",105.5,"26.6 - 148.6 (644)",1892
01019,"""Cherokee, (AL)""",161.8,"148.7 - 175.5 (644)",2810
01021,"""Chilton, (AL)""",158.8,"148.7 - 175.5 (644)",2788
01027,"""Clay, (AL)""",228.8,"204.2 - 242.8 (644)",3018
01029,"""Cleburne, (AL)""",145.6,"26.6 - 148.6 (644)",3707
01037,"""Coosa, (AL)""",139.6,"26.6 - 148.6 (644)",1868
01043,"""Cullman, (AL)""",156.6,"148.7 - 175.5 (644)",3309
01047,"""Dallas, (AL)""",282.8,"242.9 - 651.5 (644)",3806
01049,"""DeKalb, (AL)""",140.8,"26.6 - 148.6 (644)",2785
01051,"""Elmore, (AL)""",155.6,"148.7 - 175.5 (644)",2655
01055,"""Etowah, (AL)""",195.7,"175.6 - 204.1 (644)",4806
01071,"""Jackson, (AL)""",250.9,"242.9 - 651.5 (644)",3023
01073,"""Jefferson, (AL)""",127.7,"26.6 - 148.6 (644)",3730
01081,"""Lee, (AL)""",136.1,"26.6 - 148.6 (644)",2604
01083,"""Limestone, (AL)""",163.5,"148.7 - 175.5 (644)",2606
01085,"""Lowndes, (AL)""",187.7,"175.6 - 204.1 (644)",2829
01087,"""Macon, (AL)""",146.2,"26.6 - 148.6 (644)",3077
01089,"""Madison, (AL)""",103.8,"26.6 - 148.6 (644)",2580
01095,"""Marshall, (AL)""",152.2,"148.7 - 175.5 (644)",3357
01101,"""Montgomery, (AL)""",150.7,"148.7 - 175.5 (644)",3309
01103,"""Morgan, (AL)""",199,"175.6 - 204.1 (644)",2951
01111,"""Randolph, (AL)""",297.5,"242.9 - 651.5 (644)",2350
01113,"""Russell, (AL)""",142.7,"26.6 - 148.6 (644)",3426
01115,"""St. Clair, (AL)""",184.8,"175.6 - 204.1 (644)",2826
01117,"""Shelby, (AL)""",105.1,"26.6 - 148.6 (644)",2642
01121,"""Talladega, (AL)""",137.5,"26.6 - 148.6 (644)",2576
01123,"""Tallapoosa, (AL)""",164.1,"148.7 - 175.5 (644)",2486
13015,"""Bartow, (GA)""",166.4,"148.7 - 175.5 (644)",3191
13035,"""Butts, (GA)""",141,"26.6 - 148.6 (644)",2876
13045,"""Carroll, (GA)""",170,"148.7 - 175.5 (644)",2823
13047,"""Catoosa, (GA)""",187.7,"175.6 - 204.1 (644)",2878
13053,"""Chattahoochee, (GA)""",172.1,"148.7 - 175.5 (644)",2408
13055,"""Chattooga, (GA)""",185.4,"175.6 - 204.1 (644)",3225
13057,"""Cherokee, (GA)""",124.9,"26.6 - 148.6 (644)",2047
13063,"""Clayton, (GA)""",125.5,"26.6 - 148.6 (644)",4032
13067,"""Cobb, (GA)""",105,"26.6 - 148.6 (644)",2207
13077,"""Coweta, (GA)""",142,"26.6 - 148.6 (644)",2757
13079,"""Crawford, (GA)""",145.4,"26.6 - 148.6 (644)",3009
13083,"""Dade, (GA)""",232.7,"204.2 - 242.8 (644)",2378
13085,"""Dawson, (GA)""",141.9,"26.6 - 148.6 (644)",1535
13089,"""DeKalb, (GA)""",93.2,"26.6 - 148.6 (644)",3066
13097,"""Douglas, (GA)""",131.4,"26.6 - 148.6 (644)",2512
