"cnty_fips","display_name","Value","theme_range","pac_cost"
28043,"""Grenada, (MS)""",173.6,"148.7 - 175.5 (644)",8830
28049,"""Hinds, (MS)""",162.1,"148.7 - 175.5 (644)",6012
28051,"""Holmes, (MS)""",158.1,"148.7 - 175.5 (644)",8577
28053,"""Humphreys, (MS)""",265.3,"242.9 - 651.5 (644)",4547
28055,"""Issaquena, (MS)""",179.1,"175.6 - 204.1 (644)",3249
28057,"""Itawamba, (MS)""",182.2,"175.6 - 204.1 (644)",4638
28069,"""Kemper, (MS)""",191,"175.6 - 204.1 (644)",8757
28071,"""Lafayette, (MS)""",208.1,"204.2 - 242.8 (644)",3329
28075,"""Lauderdale, (MS)""",342,"242.9 - 651.5 (644)",7716
28079,"""Leake, (MS)""",127.4,"26.6 - 148.6 (644)",10907
28081,"""Lee, (MS)""",176.1,"175.6 - 204.1 (644)",4323
28083,"""Leflore, (MS)""",307.5,"242.9 - 651.5 (644)",6547
28087,"""Lowndes, (MS)""",237.6,"204.2 - 242.8 (644)",4324
28089,"""Madison, (MS)""",160.5,"148.7 - 175.5 (644)",4461
28093,"""Marshall, (MS)""",185.8,"175.6 - 204.1 (644)",4313
28095,"""Monroe, (MS)""",183.9,"175.6 - 204.1 (644)",4972
28097,"""Montgomery, (MS)""",171.6,"148.7 - 175.5 (644)",10195
28099,"""Neshoba, (MS)""",290.3,"242.9 - 651.5 (644)",7099
28101,"""Newton, (MS)""",186.2,"175.6 - 204.1 (644)",8461
28103,"""Noxubee, (MS)""",217,"204.2 - 242.8 (644)",6055
28105,"""Oktibbeha, (MS)""",212.1,"204.2 - 242.8 (644)",4833
28107,"""Panola, (MS)""",220,"204.2 - 242.8 (644)",4739
28115,"""Pontotoc, (MS)""",200.2,"175.6 - 204.1 (644)",4954
28117,"""Prentiss, (MS)""",208.5,"204.2 - 242.8 (644)",4719
28119,"""Quitman, (MS)""",182.5,"175.6 - 204.1 (644)",4174
28121,"""Rankin, (MS)""",105.2,"26.6 - 148.6 (644)",5405
28123,"""Scott, (MS)""",131.1,"26.6 - 148.6 (644)",9402
28125,"""Sharkey, (MS)""",230.7,"204.2 - 242.8 (644)",6578
28133,"""Sunflower, (MS)""",235.6,"204.2 - 242.8 (644)",8707
28135,"""Tallahatchie, (MS)""",160.1,"148.7 - 175.5 (644)",8533
28137,"""Tate, (MS)""",263.6,"242.9 - 651.5 (644)",3555
28139,"""Tippah, (MS)""",248.5,"242.9 - 651.5 (644)",4981
28141,"""Tishomingo, (MS)""",284.7,"242.9 - 651.5 (644)",4688
28143,"""Tunica, (MS)""",374.3,"242.9 - 651.5 (644)",6258
28145,"""Union, (MS)""",242.8,"204.2 - 242.8 (644)",4059
28149,"""Warren, (MS)""",219.3,"204.2 - 242.8 (644)",7208
28151,"""Washington, (MS)""",144.4,"26.6 - 148.6 (644)",5987
28155,"""Webster, (MS)""",260.6,"242.9 - 651.5 (644)",6385
28159,"""Winston, (MS)""",239,"204.2 - 242.8 (644)",5692
28161,"""Yalobusha, (MS)""",186.7,"175.6 - 204.1 (644)",4406
28163,"""Yazoo, (MS)""",170.9,"148.7 - 175.5 (644)",8658
29015,"""Benton, (MO)""",184.7,"175.6 - 204.1 (644)",2556
29017,"""Bollinger, (MO)""",341.5,"242.9 - 651.5 (644)",3905
29023,"""Butler, (MO)""",213,"204.2 - 242.8 (644)",3562
29029,"""Camden, (MO)""",169.8,"148.7 - 175.5 (644)",2019
29031,"""Cape Girardeau, (MO)""",214.9,"204.2 - 242.8 (644)",3698
29035,"""Carter, (MO)""",249.9,"242.9 - 651.5 (644)",2552
29043,"""Christian, (MO)""",133.6,"26.6 - 148.6 (644)",3036
29055,"""Crawford, (MO)""",458,"242.9 - 651.5 (644)",3795
29059,"""Dallas, (MO)""",195.6,"175.6 - 204.1 (644)",3921
29065,"""Dent, (MO)""",210.7,"204.2 - 242.8 (644)",3210
29067,"""Douglas, (MO)""",155.4,"148.7 - 175.5 (644)",2849
29069,"""Dunklin, (MO)""",379.2,"242.9 - 651.5 (644)",4266
29077,"""Greene, (MO)""",162.6,"148.7 - 175.5 (644)",3478
29085,"""Hickory, (MO)""",171,"148.7 - 175.5 (644)",3945
29091,"""Howell, (MO)""",244,"242.9 - 651.5 (644)",2746
29093,"""Iron, (MO)""",293.3,"242.9 - 651.5 (644)",4237
29099,"""Jefferson, (MO)""",240.8,"204.2 - 242.8 (644)",3889
29105,"""Laclede, (MO)""",212.4,"204.2 - 242.8 (644)",3072
29123,"""Madison, (MO)""",290.4,"242.9 - 651.5 (644)",3183
29125,"""Maries, (MO)""",163.2,"148.7 - 175.5 (644)",2347
29131,"""Miller, (MO)""",157.6,"148.7 - 175.5 (644)",2535
29133,"""Mississippi, (MO)""",372.2,"242.9 - 651.5 (644)",3708
29143,"""New Madrid, (MO)""",202.5,"175.6 - 204.1 (644)",4111
29149,"""Oregon, (MO)""",128,"26.6 - 148.6 (644)",1884
29153,"""Ozark, (MO)""",252.2,"242.9 - 651.5 (644)",2905
29155,"""Pemiscot, (MO)""",526.5,"242.9 - 651.5 (644)",2915
29157,"""Perry, (MO)""",201.7,"175.6 - 204.1 (644)",4059
29161,"""Phelps, (MO)""",222.6,"204.2 - 242.8 (644)",4574
29167,"""Polk, (MO)""",227.8,"204.2 - 242.8 (644)",3170
29169,"""Pulaski, (MO)""",194.3,"175.6 - 204.1 (644)",3487
29179,"""Reynolds, (MO)""",243,"242.9 - 651.5 (644)",3135
29181,"""Ripley, (MO)""",310.3,"242.9 - 651.5 (644)",3017
29186,"""Ste. Genevieve, (MO)""",212.4,"204.2 - 242.8 (644)",4250
29187,"""St. Francois, (MO)""",263.1,"242.9 - 651.5 (644)",3475
29201,"""Scott, (MO)""",236.5,"204.2 - 242.8 (644)",3988
29203,"""Shannon, (MO)""",245.9,"242.9 - 651.5 (644)",3809
29207,"""Stoddard, (MO)""",177.8,"175.6 - 204.1 (644)",3787
29209,"""Stone, (MO)""",259.8,"242.9 - 651.5 (644)",2472
29213,"""Taney, (MO)""",208.1,"204.2 - 242.8 (644)",3191
29215,"""Texas, (MO)""",212.5,"204.2 - 242.8 (644)",3226
29221,"""Washington, (MO)""",460.6,"242.9 - 651.5 (644)",3561
29223,"""Wayne, (MO)""",221.2,"204.2 - 242.8 (644)",3171
29225,"""Webster, (MO)""",194.3,"175.6 - 204.1 (644)",3285
29229,"""Wright, (MO)""",392.4,"242.9 - 651.5 (644)",3453
47005,"""Benton, (TN)""",368.2,"242.9 - 651.5 (644)",5061
47017,"""Carroll, (TN)""",464.1,"242.9 - 651.5 (644)",5520
47023,"""Chester, (TN)""",311,"242.9 - 651.5 (644)",5135
47033,"""Crockett, (TN)""",379.8,"242.9 - 651.5 (644)",4765
47039,"""Decatur, (TN)""",316,"242.9 - 651.5 (644)",4582
47043,"""Dickson, (TN)""",340.8,"242.9 - 651.5 (644)",5357
47045,"""Dyer, (TN)""",441.4,"242.9 - 651.5 (644)",5264
47047,"""Fayette, (TN)""",245,"242.9 - 651.5 (644)",3487
47053,"""Gibson, (TN)""",393.6,"242.9 - 651.5 (644)",4620
47069,"""Hardeman, (TN)""",287.4,"242.9 - 651.5 (644)",3753
47071,"""Hardin, (TN)""",460.5,"242.9 - 651.5 (644)",4366
47075,"""Haywood, (TN)""",318.7,"242.9 - 651.5 (644)",4538
47077,"""Henderson, (TN)""",247.4,"242.9 - 651.5 (644)",4225
47079,"""Henry, (TN)""",384.1,"242.9 - 651.5 (644)",4836
47081,"""Hickman, (TN)""",212.8,"204.2 - 242.8 (644)",5373
47083,"""Houston, (TN)""",359.5,"242.9 - 651.5 (644)",5506
47085,"""Humphreys, (TN)""",407.3,"242.9 - 651.5 (644)",5606
47095,"""Lake, (TN)""",318.9,"242.9 - 651.5 (644)",10222
47097,"""Lauderdale, (TN)""",354.4,"242.9 - 651.5 (644)",5857
47099,"""Lawrence, (TN)""",267.8,"242.9 - 651.5 (644)",4151
47101,"""Lewis, (TN)""",330,"242.9 - 651.5 (644)",4983
47109,"""McNairy, (TN)""",353.8,"242.9 - 651.5 (644)",4305
47113,"""Madison, (TN)""",233.2,"204.2 - 242.8 (644)",4721
47125,"""Montgomery, (TN)""",234.5,"204.2 - 242.8 (644)",3665
47131,"""Obion, (TN)""",273.1,"242.9 - 651.5 (644)",5754
47135,"""Perry, (TN)""",406.3,"242.9 - 651.5 (644)",4586
47157,"""Shelby, (TN)""",202.6,"175.6 - 204.1 (644)",4391
47161,"""Stewart, (TN)""",256.5,"242.9 - 651.5 (644)",4979
47167,"""Tipton, (TN)""",262.8,"242.9 - 651.5 (644)",4319
47181,"""Wayne, (TN)""",340.7,"242.9 - 651.5 (644)",5580
47183,"""Weakley, (TN)""",244.9,"242.9 - 651.5 (644)",5911
17001,"""Adams, (IL)""",204.4,"204.2 - 242.8 (644)",3290
17005,"""Bond, (IL)""",213.1,"204.2 - 242.8 (644)",2760
17007,"""Boone, (IL)""",158.9,"148.7 - 175.5 (644)",4833
17009,"""Brown, (IL)""",192.7,"175.6 - 204.1 (644)",3204
17011,"""Bureau, (IL)""",204.6,"204.2 - 242.8 (644)",4089
17013,"""Calhoun, (IL)""",193.6,"175.6 - 204.1 (644)",4427
17015,"""Carroll, (IL)""",231.2,"204.2 - 242.8 (644)",2695
17017,"""Cass, (IL)""",188.7,"175.6 - 204.1 (644)",4221
17019,"""Champaign, (IL)""",124.1,"26.6 - 148.6 (644)",3911
17021,"""Christian, (IL)""",204.1,"175.6 - 204.1 (644)",4099
17023,"""Clark, (IL)""",211.1,"204.2 - 242.8 (644)",4199
17025,"""Clay, (IL)""",169.9,"148.7 - 175.5 (644)",3294
17027,"""Clinton, (IL)""",207.6,"204.2 - 242.8 (644)",3535
17029,"""Coles, (IL)""",169.7,"148.7 - 175.5 (644)",4173
17031,"""Cook, (IL)""",163.8,"148.7 - 175.5 (644)",5903
17033,"""Crawford, (IL)""",212.6,"204.2 - 242.8 (644)",3622
17035,"""Cumberland, (IL)""",165.7,"148.7 - 175.5 (644)",3727
17037,"""DeKalb, (IL)""",166.9,"148.7 - 175.5 (644)",4081
17039,"""De Witt, (IL)""",198.9,"175.6 - 204.1 (644)",3758
17041,"""Douglas, (IL)""",109.9,"26.6 - 148.6 (644)",3964
17043,"""DuPage, (IL)""",130.2,"26.6 - 148.6 (644)",3959
17045,"""Edgar, (IL)""",181.6,"175.6 - 204.1 (644)",3514
17047,"""Edwards, (IL)""",230.6,"204.2 - 242.8 (644)",4335
17049,"""Effingham, (IL)""",159.4,"148.7 - 175.5 (644)",3970
17051,"""Fayette, (IL)""",192.6,"175.6 - 204.1 (644)",3462
17053,"""Ford, (IL)""",209,"204.2 - 242.8 (644)",4423
17057,"""Fulton, (IL)""",208,"204.2 - 242.8 (644)",4083
17061,"""Greene, (IL)""",227.8,"204.2 - 242.8 (644)",4864
17063,"""Grundy, (IL)""",179.8,"175.6 - 204.1 (644)",4374
17067,"""Hancock, (IL)""",211,"204.2 - 242.8 (644)",4139
17071,"""Henderson, (IL)""",212.7,"204.2 - 242.8 (644)",2664
17073,"""Henry, (IL)""",178.6,"175.6 - 204.1 (644)",2310
17075,"""Iroquois, (IL)""",225.3,"204.2 - 242.8 (644)",3784
17079,"""Jasper, (IL)""",191.2,"175.6 - 204.1 (644)",4050
17083,"""Jersey, (IL)""",239.2,"204.2 - 242.8 (644)",4045
17085,"""Jo Daviess, (IL)""",148.1,"26.6 - 148.6 (644)",3120
17089,"""Kane, (IL)""",130,"26.6 - 148.6 (644)",4463
17091,"""Kankakee, (IL)""",183.5,"175.6 - 204.1 (644)",4391
17093,"""Kendall, (IL)""",121.6,"26.6 - 148.6 (644)",4336
17095,"""Knox, (IL)""",221,"204.2 - 242.8 (644)",3871
17097,"""Lake, (IL)""",122.5,"26.6 - 148.6 (644)",4211
17099,"""LaSalle, (IL)""",207.2,"204.2 - 242.8 (644)",4265
17101,"""Lawrence, (IL)""",204.3,"204.2 - 242.8 (644)",6383
17103,"""Lee, (IL)""",161.6,"148.7 - 175.5 (644)",2699
17105,"""Livingston, (IL)""",201.5,"175.6 - 204.1 (644)",3404
17107,"""Logan, (IL)""",158,"148.7 - 175.5 (644)",3459
17109,"""McDonough, (IL)""",216.3,"204.2 - 242.8 (644)",3927
17111,"""McHenry, (IL)""",157.4,"148.7 - 175.5 (644)",3982
17113,"""McLean, (IL)""",159.5,"148.7 - 175.5 (644)",2836
17115,"""Macon, (IL)""",119.3,"26.6 - 148.6 (644)",3255
17117,"""Macoupin, (IL)""",179.3,"175.6 - 204.1 (644)",3924
17119,"""Madison, (IL)""",212,"204.2 - 242.8 (644)",3725
17121,"""Marion, (IL)""",235.5,"204.2 - 242.8 (644)",4968
17123,"""Marshall, (IL)""",146,"26.6 - 148.6 (644)",3703
17125,"""Mason, (IL)""",158.4,"148.7 - 175.5 (644)",3846
17129,"""Menard, (IL)""",168.1,"148.7 - 175.5 (644)",3304
17131,"""Mercer, (IL)""",169.5,"148.7 - 175.5 (644)",2264
17135,"""Montgomery, (IL)""",177.4,"175.6 - 204.1 (644)",3944
17137,"""Morgan, (IL)""",218,"204.2 - 242.8 (644)",3892
17139,"""Moultrie, (IL)""",148.4,"26.6 - 148.6 (644)",3341
17141,"""Ogle, (IL)""",152.1,"148.7 - 175.5 (644)",2955
17143,"""Peoria, (IL)""",173,"148.7 - 175.5 (644)",3489
17147,"""Piatt, (IL)""",150.7,"148.7 - 175.5 (644)",3255
17149,"""Pike, (IL)""",195,"175.6 - 204.1 (644)",2907
17155,"""Putnam, (IL)""",204.4,"204.2 - 242.8 (644)",3379
17159,"""Richland, (IL)""",208.8,"204.2 - 242.8 (644)",3979
17161,"""Rock Island, (IL)""",162.8,"148.7 - 175.5 (644)",2848
17163,"""St. Clair, (IL)""",195.5,"175.6 - 204.1 (644)",4083
17167,"""Sangamon, (IL)""",172.3,"148.7 - 175.5 (644)",3069
17169,"""Schuyler, (IL)""",203.8,"175.6 - 204.1 (644)",4720
17171,"""Scott, (IL)""",201.2,"175.6 - 204.1 (644)",3869
17173,"""Shelby, (IL)""",156,"148.7 - 175.5 (644)",3323
17175,"""Stark, (IL)""",169.3,"148.7 - 175.5 (644)",3464
17177,"""Stephenson, (IL)""",141,"26.6 - 148.6 (644)",3775
17179,"""Tazewell, (IL)""",161.2,"148.7 - 175.5 (644)",3539
17183,"""Vermilion, (IL)""",241.9,"204.2 - 242.8 (644)",3822
17185,"""Wabash, (IL)""",196.8,"175.6 - 204.1 (644)",5310
17187,"""Warren, (IL)""",232.8,"204.2 - 242.8 (644)",3056
17191,"""Wayne, (IL)""",171.7,"148.7 - 175.5 (644)",3322
17195,"""Whiteside, (IL)""",243.7,"242.9 - 651.5 (644)",2748
17197,"""Will, (IL)""",168.7,"148.7 - 175.5 (644)",4598
17201,"""Winnebago, (IL)""",160.5,"148.7 - 175.5 (644)",4389
17203,"""Woodford, (IL)""",142.9,"26.6 - 148.6 (644)",3001
18007,"""Benton, (IN)""",179,"175.6 - 204.1 (644)",4001
18045,"""Fountain, (IN)""",194.6,"175.6 - 204.1 (644)",3938
18083,"""Knox, (IN)""",211.2,"204.2 - 242.8 (644)",6208
18089,"""Lake, (IN)""",188.8,"175.6 - 204.1 (644)",6128
18111,"""Newton, (IN)""",201.2,"175.6 - 204.1 (644)",3614
18121,"""Parke, (IN)""",246,"242.9 - 651.5 (644)",4108
18125,"""Pike, (IN)""",206.7,"204.2 - 242.8 (644)",3976
18153,"""Sullivan, (IN)""",236.9,"204.2 - 242.8 (644)",3992
18165,"""Vermillion, (IN)""",273.3,"242.9 - 651.5 (644)",4062
18167,"""Vigo, (IN)""",307.9,"242.9 - 651.5 (644)",4646
18171,"""Warren, (IN)""",180,"175.6 - 204.1 (644)",2969
19005,"""Allamakee, (IA)""",240.6,"204.2 - 242.8 (644)",2684
19007,"""Appanoose, (IA)""",246.3,"242.9 - 651.5 (644)",3499
19011,"""Benton, (IA)""",197.3,"175.6 - 204.1 (644)",2693
19013,"""Black Hawk, (IA)""",172.1,"148.7 - 175.5 (644)",2707
19017,"""Bremer, (IA)""",194.1,"175.6 - 204.1 (644)",2611
19019,"""Buchanan, (IA)""",210.4,"204.2 - 242.8 (644)",3521
19023,"""Butler, (IA)""",213.3,"204.2 - 242.8 (644)",2788
19031,"""Cedar, (IA)""",154,"148.7 - 175.5 (644)",2744
19033,"""Cerro Gordo, (IA)""",218.8,"204.2 - 242.8 (644)",2293
19037,"""Chickasaw, (IA)""",293.7,"242.9 - 651.5 (644)",2940
19043,"""Clayton, (IA)""",176.3,"175.6 - 204.1 (644)",3039
19045,"""Clinton, (IA)""",285.4,"242.9 - 651.5 (644)",2895
19051,"""Davis, (IA)""",223.2,"204.2 - 242.8 (644)",3577
19055,"""Delaware, (IA)""",194.4,"175.6 - 204.1 (644)",3037
19057,"""Des Moines, (IA)""",211.5,"204.2 - 242.8 (644)",1996
19061,"""Dubuque, (IA)""",178.9,"175.6 - 204.1 (644)",3477
19065,"""Fayette, (IA)""",233.5,"204.2 - 242.8 (644)",3704
19067,"""Floyd, (IA)""",214.6,"204.2 - 242.8 (644)",3595
19069,"""Franklin, (IA)""",205.9,"204.2 - 242.8 (644)",2781
19075,"""Grundy, (IA)""",187.4,"175.6 - 204.1 (644)",3148
19083,"""Hardin, (IA)""",188.2,"175.6 - 204.1 (644)",3192
19087,"""Henry, (IA)""",240.9,"204.2 - 242.8 (644)",2166
19089,"""Howard, (IA)""",369.8,"242.9 - 651.5 (644)",4071
19095,"""Iowa, (IA)""",191.8,"175.6 - 204.1 (644)",3419
19097,"""Jackson, (IA)""",211.4,"204.2 - 242.8 (644)",4594
19099,"""Jasper, (IA)""",161.4,"148.7 - 175.5 (644)",2072
19101,"""Jefferson, (IA)""",277.6,"242.9 - 651.5 (644)",4381
19103,"""Johnson, (IA)""",184.1,"175.6 - 204.1 (644)",2549
19105,"""Jones, (IA)""",180.1,"175.6 - 204.1 (644)",2982
19107,"""Keokuk, (IA)""",219.4,"204.2 - 242.8 (644)",3120
19111,"""Lee, (IA)""",223,"204.2 - 242.8 (644)",3208
19113,"""Linn, (IA)""",197.3,"175.6 - 204.1 (644)",2518
19115,"""Louisa, (IA)""",177.3,"175.6 - 204.1 (644)",2285
19117,"""Lucas, (IA)""",247.2,"242.9 - 651.5 (644)",2284
19123,"""Mahaska, (IA)""",288.3,"242.9 - 651.5 (644)",2878
19125,"""Marion, (IA)""",246.3,"242.9 - 651.5 (644)",2917
19127,"""Marshall, (IA)""",183,"175.6 - 204.1 (644)",2256
19131,"""Mitchell, (IA)""",297.5,"242.9 - 651.5 (644)",2905
19135,"""Monroe, (IA)""",269.7,"242.9 - 651.5 (644)",2374
19139,"""Muscatine, (IA)""",165.6,"148.7 - 175.5 (644)",3328
19153,"""Polk, (IA)""",182.6,"175.6 - 204.1 (644)",2521
19157,"""Poweshiek, (IA)""",204.4,"204.2 - 242.8 (644)",2405
19163,"""Scott, (IA)""",149.1,"148.7 - 175.5 (644)",3467
19169,"""Story, (IA)""",166.1,"148.7 - 175.5 (644)",2299
19171,"""Tama, (IA)""",177.3,"175.6 - 204.1 (644)",2553
19177,"""Van Buren, (IA)""",243.3,"242.9 - 651.5 (644)",3265
19179,"""Wapello, (IA)""",276,"242.9 - 651.5 (644)",3000
19181,"""Warren, (IA)""",215,"204.2 - 242.8 (644)",2991
19183,"""Washington, (IA)""",177,"175.6 - 204.1 (644)",2991
19185,"""Wayne, (IA)""",248.9,"242.9 - 651.5 (644)",4138
19191,"""Winneshiek, (IA)""",198.2,"175.6 - 204.1 (644)",3221
19195,"""Worth, (IA)""",167.7,"148.7 - 175.5 (644)",1886
27039,"""Dodge, (MN)""",159.3,"148.7 - 175.5 (644)",2336
27045,"""Fillmore, (MN)""",180,"175.6 - 204.1 (644)",2666
27047,"""Freeborn, (MN)""",146.3,"26.6 - 148.6 (644)",2242
27049,"""Goodhue, (MN)""",177.7,"175.6 - 204.1 (644)",2660
27055,"""Houston, (MN)""",150.4,"148.7 - 175.5 (644)",2350
27099,"""Mower, (MN)""",172.4,"148.7 - 175.5 (644)",3088
27109,"""Olmsted, (MN)""",159.9,"148.7 - 175.5 (644)",2335
27131,"""Rice, (MN)""",139.3,"26.6 - 148.6 (644)",2175
27147,"""Steele, (MN)""",149.9,"148.7 - 175.5 (644)",2511
27157,"""Wabasha, (MN)""",158.7,"148.7 - 175.5 (644)",3603
27161,"""Waseca, (MN)""",161.3,"148.7 - 175.5 (644)",2645
27169,"""Winona, (MN)""",158.1,"148.7 - 175.5 (644)",2288
29001,"""Adair, (MO)""",147.3,"26.6 - 148.6 (644)",3222
29007,"""Audrain, (MO)""",122.6,"26.6 - 148.6 (644)",2891
29019,"""Boone, (MO)""",133.4,"26.6 - 148.6 (644)",3302
29027,"""Callaway, (MO)""",161.9,"148.7 - 175.5 (644)",3032
29033,"""Carroll, (MO)""",196.7,"175.6 - 204.1 (644)",4637
29041,"""Chariton, (MO)""",176.8,"175.6 - 204.1 (644)",2861
29045,"""Clark, (MO)""",226.6,"204.2 - 242.8 (644)",3666
29051,"""Cole, (MO)""",136.4,"26.6 - 148.6 (644)",2928
29053,"""Cooper, (MO)""",144.5,"26.6 - 148.6 (644)",2463
29071,"""Franklin, (MO)""",244.9,"242.9 - 651.5 (644)",2852
29073,"""Gasconade, (MO)""",171.2,"148.7 - 175.5 (644)",3508
29079,"""Grundy, (MO)""",228.2,"204.2 - 242.8 (644)",4733
29089,"""Howard, (MO)""",150.5,"148.7 - 175.5 (644)",2307
29103,"""Knox, (MO)""",194.1,"175.6 - 204.1 (644)",2810
29111,"""Lewis, (MO)""",224.7,"204.2 - 242.8 (644)",4323
29113,"""Lincoln, (MO)""",213.6,"204.2 - 242.8 (644)",3569
29115,"""Linn, (MO)""",330,"242.9 - 651.5 (644)",4830
29117,"""Livingston, (MO)""",188.9,"175.6 - 204.1 (644)",4641
29121,"""Macon, (MO)""",196.2,"175.6 - 204.1 (644)",3766
29127,"""Marion, (MO)""",201.4,"175.6 - 204.1 (644)",2870
29129,"""Mercer, (MO)""",249,"242.9 - 651.5 (644)",2936
29135,"""Moniteau, (MO)""",201.4,"175.6 - 204.1 (644)",3314
29137,"""Monroe, (MO)""",171.9,"148.7 - 175.5 (644)",2906
29139,"""Montgomery, (MO)""",325.1,"242.9 - 651.5 (644)",3103
29141,"""Morgan, (MO)""",278.7,"242.9 - 651.5 (644)",2796
29151,"""Osage, (MO)""",148.9,"148.7 - 175.5 (644)",2940
29159,"""Pettis, (MO)""",138,"26.6 - 148.6 (644)",2733
29163,"""Pike, (MO)""",178.2,"175.6 - 204.1 (644)",3035
29171,"""Putnam, (MO)""",185.2,"175.6 - 204.1 (644)",4434
29173,"""Ralls, (MO)""",148.3,"26.6 - 148.6 (644)",2822
29175,"""Randolph, (MO)""",152.6,"148.7 - 175.5 (644)",3074
29183,"""St. Charles, (MO)""",172.4,"148.7 - 175.5 (644)",3575
29189,"""St. Louis County, (MO)""",216.9,"204.2 - 242.8 (644)",3900
29195,"""Saline, (MO)""",206.7,"204.2 - 242.8 (644)",2713
29197,"""Schuyler, (MO)""",169.2,"148.7 - 175.5 (644)",3084
29199,"""Scotland, (MO)""",168.3,"148.7 - 175.5 (644)",9595
29205,"""Shelby, (MO)""",227.9,"204.2 - 242.8 (644)",3445
29211,"""Sullivan, (MO)""",313.4,"242.9 - 651.5 (644)",4734
29219,"""Warren, (MO)""",209.1,"204.2 - 242.8 (644)",3075
29510,"""St. Louis City, (MO)""",257.8,"242.9 - 651.5 (644)",5817
55001,"""Adams, (WI)""",209.9,"204.2 - 242.8 (644)",2453
55009,"""Brown, (WI)""",203,"175.6 - 204.1 (644)",2703
55011,"""Buffalo, (WI)""",153.3,"148.7 - 175.5 (644)",2637
55015,"""Calumet, (WI)""",158.4,"148.7 - 175.5 (644)",2548
55021,"""Columbia, (WI)""",141.4,"26.6 - 148.6 (644)",2781
55023,"""Crawford, (WI)""",168,"148.7 - 175.5 (644)",3256
55025,"""Dane, (WI)""",130.1,"26.6 - 148.6 (644)",2811
55027,"""Dodge, (WI)""",167.1,"148.7 - 175.5 (644)",2704
55039,"""Fond du Lac, (WI)""",152.6,"148.7 - 175.5 (644)",2877
55043,"""Grant, (WI)""",170,"148.7 - 175.5 (644)",2821
55045,"""Green, (WI)""",151.9,"148.7 - 175.5 (644)",2786
55047,"""Green Lake, (WI)""",170.6,"148.7 - 175.5 (644)",3231
55049,"""Iowa, (WI)""",162.9,"148.7 - 175.5 (644)",3094
55053,"""Jackson, (WI)""",147.1,"26.6 - 148.6 (644)",3388
55055,"""Jefferson, (WI)""",155.3,"148.7 - 175.5 (644)",2916
55057,"""Juneau, (WI)""",158.1,"148.7 - 175.5 (644)",2340
55059,"""Kenosha, (WI)""",217.4,"204.2 - 242.8 (644)",3545
55061,"""Kewaunee, (WI)""",163,"148.7 - 175.5 (644)",1807
55063,"""La Crosse, (WI)""",135.7,"26.6 - 148.6 (644)",1893
55065,"""Lafayette, (WI)""",142,"26.6 - 148.6 (644)",4239
55071,"""Manitowoc, (WI)""",178.4,"175.6 - 204.1 (644)",2642
55077,"""Marquette, (WI)""",130.3,"26.6 - 148.6 (644)",2723
55079,"""Milwaukee, (WI)""",206.3,"204.2 - 242.8 (644)",3896
55081,"""Monroe, (WI)""",169.8,"148.7 - 175.5 (644)",3234
55087,"""Outagamie, (WI)""",158.3,"148.7 - 175.5 (644)",2342
55089,"""Ozaukee, (WI)""",154.7,"148.7 - 175.5 (644)",2579
55091,"""Pepin, (WI)""",157.8,"148.7 - 175.5 (644)",4194
55097,"""Portage, (WI)""",159.7,"148.7 - 175.5 (644)",2525
55101,"""Racine, (WI)""",179.5,"175.6 - 204.1 (644)",3320
55103,"""Richland, (WI)""",184.5,"175.6 - 204.1 (644)",2779
55105,"""Rock, (WI)""",185.2,"175.6 - 204.1 (644)",3278
55111,"""Sauk, (WI)""",199.6,"175.6 - 204.1 (644)",2996
55117,"""Sheboygan, (WI)""",172.8,"148.7 - 175.5 (644)",2499
55121,"""Trempealeau, (WI)""",193.9,"175.6 - 204.1 (644)",3583
55123,"""Vernon, (WI)""",201.7,"175.6 - 204.1 (644)",2592
55127,"""Walworth, (WI)""",179.6,"175.6 - 204.1 (644)",2545
55131,"""Washington, (WI)""",147.8,"26.6 - 148.6 (644)",2856
55133,"""Waukesha, (WI)""",128.4,"26.6 - 148.6 (644)",2895
55135,"""Waupaca, (WI)""",188.3,"175.6 - 204.1 (644)",2961
55137,"""Waushara, (WI)""",258,"242.9 - 651.5 (644)",2844
55139,"""Winnebago, (WI)""",134,"26.6 - 148.6 (644)",2678
55141,"""Wood, (WI)""",137.4,"26.6 - 148.6 (644)",2557
01001,"""Autauga, (AL)""",227.6,"204.2 - 242.8 (644)",3575
01009,"""Blount, (AL)""",167.9,"148.7 - 175.5 (644)",4566
01015,"""Calhoun, (AL)""",250.3,"242.9 - 651.5 (644)",4737
01017,"""Chambers, (AL)""",105.5,"26.6 - 148.6 (644)",2927
01019,"""Cherokee, (AL)""",161.8,"148.7 - 175.5 (644)",3815
01021,"""Chilton, (AL)""",158.8,"148.7 - 175.5 (644)",3804
01027,"""Clay, (AL)""",228.8,"204.2 - 242.8 (644)",3766
01029,"""Cleburne, (AL)""",145.6,"26.6 - 148.6 (644)",4443
01037,"""Coosa, (AL)""",139.6,"26.6 - 148.6 (644)",2631
01043,"""Cullman, (AL)""",156.6,"148.7 - 175.5 (644)",4175
01047,"""Dallas, (AL)""",282.8,"242.9 - 651.5 (644)",5057
01049,"""DeKalb, (AL)""",140.8,"26.6 - 148.6 (644)",3757
01051,"""Elmore, (AL)""",155.6,"148.7 - 175.5 (644)",3702
