"cnty_fips","display_name","Value","theme_range","prev_hd"
48273,"""Kleberg, (TX)""",299.9,"242.9 - 651.5 (644)",44.9
48281,"""Lampasas, (TX)""",159,"148.7 - 175.5 (644)",36.8
48283,"""La Salle, (TX)""",216,"204.2 - 242.8 (644)",35.8
48285,"""Lavaca, (TX)""",252.7,"242.9 - 651.5 (644)",41.1
48287,"""Lee, (TX)""",158.6,"148.7 - 175.5 (644)",41.1
48289,"""Leon, (TX)""",141.9,"26.6 - 148.6 (644)",39.9
48291,"""Liberty, (TX)""",314.6,"242.9 - 651.5 (644)",44.6
48293,"""Limestone, (TX)""",223.2,"204.2 - 242.8 (644)",41.1
48297,"""Live Oak, (TX)""",163.5,"148.7 - 175.5 (644)",38.6
48299,"""Llano, (TX)""",144.6,"26.6 - 148.6 (644)",35
48301,"""Loving, (TX)""",288,"242.9 - 651.5 (644)",30.2
48307,"""McCulloch, (TX)""",176.2,"175.6 - 204.1 (644)",42.5
48309,"""McLennan, (TX)""",224.1,"204.2 - 242.8 (644)",35.1
48311,"""McMullen, (TX)""",188.8,"175.6 - 204.1 (644)",46.1
48313,"""Madison, (TX)""",225.5,"204.2 - 242.8 (644)",41.2
48319,"""Mason, (TX)""",153,"148.7 - 175.5 (644)",31.6
48321,"""Matagorda, (TX)""",217.8,"204.2 - 242.8 (644)",51.5
48323,"""Maverick, (TX)""",138.3,"26.6 - 148.6 (644)",46.3
48325,"""Medina, (TX)""",200.4,"175.6 - 204.1 (644)",36
48327,"""Menard, (TX)""",214.9,"204.2 - 242.8 (644)",34.9
48329,"""Midland, (TX)""",229.7,"204.2 - 242.8 (644)",35.7
48331,"""Milam, (TX)""",220,"204.2 - 242.8 (644)",38.1
48333,"""Mills, (TX)""",166.4,"148.7 - 175.5 (644)",33.9
48339,"""Montgomery, (TX)""",146.9,"26.6 - 148.6 (644)",37.7
48347,"""Nacogdoches, (TX)""",199.2,"175.6 - 204.1 (644)",38.2
48349,"""Navarro, (TX)""",228.8,"204.2 - 242.8 (644)",38.3
48351,"""Newton, (TX)""",324.3,"242.9 - 651.5 (644)",50
48355,"""Nueces, (TX)""",172.5,"148.7 - 175.5 (644)",37.7
48361,"""Orange, (TX)""",292.4,"242.9 - 651.5 (644)",47.6
48371,"""Pecos, (TX)""",181.4,"175.6 - 204.1 (644)",36.9
48373,"""Polk, (TX)""",232.7,"204.2 - 242.8 (644)",36.2
48377,"""Presidio, (TX)""",108.7,"26.6 - 148.6 (644)",27.3
48383,"""Reagan, (TX)""",245.2,"242.9 - 651.5 (644)",44.6
48385,"""Real, (TX)""",178.3,"175.6 - 204.1 (644)",35.7
48389,"""Reeves, (TX)""",250.6,"242.9 - 651.5 (644)",32.6
48391,"""Refugio, (TX)""",189.1,"175.6 - 204.1 (644)",37
48395,"""Robertson, (TX)""",250.4,"242.9 - 651.5 (644)",38.7
48399,"""Runnels, (TX)""",190.4,"175.6 - 204.1 (644)",43.2
48403,"""Sabine, (TX)""",310.5,"242.9 - 651.5 (644)",42
48405,"""San Augustine, (TX)""",182.2,"175.6 - 204.1 (644)",42.6
48407,"""San Jacinto, (TX)""",182.1,"175.6 - 204.1 (644)",43.4
48409,"""San Patricio, (TX)""",184.2,"175.6 - 204.1 (644)",39.8
48411,"""San Saba, (TX)""",157.5,"148.7 - 175.5 (644)",34.7
48413,"""Schleicher, (TX)""",95.2,"26.6 - 148.6 (644)",35.6
48419,"""Shelby, (TX)""",240.6,"204.2 - 242.8 (644)",40.6
48427,"""Starr, (TX)""",203.3,"175.6 - 204.1 (644)",51.4
48431,"""Sterling, (TX)""",227.1,"204.2 - 242.8 (644)",46.1
48435,"""Sutton, (TX)""",179.2,"175.6 - 204.1 (644)",49.3
48443,"""Terrell, (TX)""",180,"175.6 - 204.1 (644)",27.1
48451,"""Tom Green, (TX)""",123,"26.6 - 148.6 (644)",41.3
48453,"""Travis, (TX)""",126.9,"26.6 - 148.6 (644)",34.5
48455,"""Trinity, (TX)""",209.9,"204.2 - 242.8 (644)",40.3
48457,"""Tyler, (TX)""",284,"242.9 - 651.5 (644)",45.5
48461,"""Upton, (TX)""",297.8,"242.9 - 651.5 (644)",40.5
48463,"""Uvalde, (TX)""",201,"175.6 - 204.1 (644)",34.3
48465,"""Val Verde, (TX)""",172.7,"148.7 - 175.5 (644)",34
48469,"""Victoria, (TX)""",174.1,"148.7 - 175.5 (644)",39.3
48471,"""Walker, (TX)""",152.7,"148.7 - 175.5 (644)",39.6
48473,"""Waller, (TX)""",204.1,"175.6 - 204.1 (644)",41.2
48475,"""Ward, (TX)""",359,"242.9 - 651.5 (644)",40.1
48477,"""Washington, (TX)""",131.6,"26.6 - 148.6 (644)",35
48479,"""Webb, (TX)""",180.2,"175.6 - 204.1 (644)",36.4
48481,"""Wharton, (TX)""",226.6,"204.2 - 242.8 (644)",39.6
48489,"""Willacy, (TX)""",209.5,"204.2 - 242.8 (644)",49.9
48491,"""Williamson, (TX)""",135.1,"26.6 - 148.6 (644)",34.3
48493,"""Wilson, (TX)""",195.8,"175.6 - 204.1 (644)",36.9
48495,"""Winkler, (TX)""",327.3,"242.9 - 651.5 (644)",40.7
48505,"""Zapata, (TX)""",179.3,"175.6 - 204.1 (644)",48.2
48507,"""Zavala, (TX)""",244,"242.9 - 651.5 (644)",40.9
05007,"""Benton, (AR)""",226.1,"204.2 - 242.8 (644)",42.3
05033,"""Crawford, (AR)""",292.7,"242.9 - 651.5 (644)",39.5
05047,"""Franklin, (AR)""",309.8,"242.9 - 651.5 (644)",38.4
05057,"""Hempstead, (AR)""",283.5,"242.9 - 651.5 (644)",42.2
05061,"""Howard, (AR)""",330.8,"242.9 - 651.5 (644)",39.6
05081,"""Little River, (AR)""",229.5,"204.2 - 242.8 (644)",43.7
05083,"""Logan, (AR)""",284.1,"242.9 - 651.5 (644)",38.9
05087,"""Madison, (AR)""",367.8,"242.9 - 651.5 (644)",35.8
05091,"""Miller, (AR)""",180.4,"175.6 - 204.1 (644)",41.8
05113,"""Polk, (AR)""",248.9,"242.9 - 651.5 (644)",37.8
05127,"""Scott, (AR)""",286.7,"242.9 - 651.5 (644)",40.6
05131,"""Sebastian, (AR)""",301,"242.9 - 651.5 (644)",37.6
05133,"""Sevier, (AR)""",228.3,"204.2 - 242.8 (644)",41.8
05143,"""Washington, (AR)""",381,"242.9 - 651.5 (644)",34.1
08001,"""Adams, (CO)""",140,"26.6 - 148.6 (644)",31.1
08003,"""Alamosa, (CO)""",168.2,"148.7 - 175.5 (644)",24.5
08005,"""Arapahoe, (CO)""",107.5,"26.6 - 148.6 (644)",31.2
08009,"""Baca, (CO)""",189.6,"175.6 - 204.1 (644)",32.7
08011,"""Bent, (CO)""",206.2,"204.2 - 242.8 (644)",33.8
08013,"""Boulder, (CO)""",90.1,"26.6 - 148.6 (644)",31.6
08014,"""Broomfield, (CO)""",94,"26.6 - 148.6 (644)",30.9
08015,"""Chaffee, (CO)""",118.8,"26.6 - 148.6 (644)",24.3
08017,"""Cheyenne, (CO)""",147.4,"26.6 - 148.6 (644)",27.7
08019,"""Clear Creek, (CO)""",116.9,"26.6 - 148.6 (644)",25
08021,"""Conejos, (CO)""",158.6,"148.7 - 175.5 (644)",25.9
08023,"""Costilla, (CO)""",155.9,"148.7 - 175.5 (644)",23.1
08025,"""Crowley, (CO)""",139.6,"26.6 - 148.6 (644)",32.1
08027,"""Custer, (CO)""",104.4,"26.6 - 148.6 (644)",22.8
08031,"""Denver, (CO)""",123.8,"26.6 - 148.6 (644)",27.5
08035,"""Douglas, (CO)""",67.2,"26.6 - 148.6 (644)",31.4
08037,"""Eagle, (CO)""",56.5,"26.6 - 148.6 (644)",25.5
08039,"""Elbert, (CO)""",139,"26.6 - 148.6 (644)",30.6
08041,"""El Paso, (CO)""",143.8,"26.6 - 148.6 (644)",30
08043,"""Fremont, (CO)""",175.6,"175.6 - 204.1 (644)",28.5
08047,"""Gilpin, (CO)""",153.9,"148.7 - 175.5 (644)",25.6
08049,"""Grand, (CO)""",90.2,"26.6 - 148.6 (644)",24.7
08055,"""Huerfano, (CO)""",126.8,"26.6 - 148.6 (644)",31.4
08057,"""Jackson, (CO)""",108.5,"26.6 - 148.6 (644)",28.3
08059,"""Jefferson, (CO)""",135.9,"26.6 - 148.6 (644)",29.4
08061,"""Kiowa, (CO)""",182.3,"175.6 - 204.1 (644)",32.7
08063,"""Kit Carson, (CO)""",144.1,"26.6 - 148.6 (644)",25
08065,"""Lake, (CO)""",70,"26.6 - 148.6 (644)",23.1
08069,"""Larimer, (CO)""",102.3,"26.6 - 148.6 (644)",27.2
08071,"""Las Animas, (CO)""",174.5,"148.7 - 175.5 (644)",24.5
08073,"""Lincoln, (CO)""",129.8,"26.6 - 148.6 (644)",31.7
08075,"""Logan, (CO)""",155.2,"148.7 - 175.5 (644)",30.1
08087,"""Morgan, (CO)""",127.3,"26.6 - 148.6 (644)",30.9
08089,"""Otero, (CO)""",249.8,"242.9 - 651.5 (644)",31.1
08093,"""Park, (CO)""",109.7,"26.6 - 148.6 (644)",29.2
08095,"""Phillips, (CO)""",166.9,"148.7 - 175.5 (644)",31
08099,"""Prowers, (CO)""",164.7,"148.7 - 175.5 (644)",32.7
08101,"""Pueblo, (CO)""",117.8,"26.6 - 148.6 (644)",28.4
08105,"""Rio Grande, (CO)""",161.7,"148.7 - 175.5 (644)",26.1
08109,"""Saguache, (CO)""",141.1,"26.6 - 148.6 (644)",23.6
08115,"""Sedgwick, (CO)""",243.5,"242.9 - 651.5 (644)",29.8
08117,"""Summit, (CO)""",61.3,"26.6 - 148.6 (644)",21.4
08119,"""Teller, (CO)""",142.3,"26.6 - 148.6 (644)",27.8
08121,"""Washington, (CO)""",126.2,"26.6 - 148.6 (644)",29
08123,"""Weld, (CO)""",111.1,"26.6 - 148.6 (644)",30.1
08125,"""Yuma, (CO)""",128.3,"26.6 - 148.6 (644)",30.2
19001,"""Adair, (IA)""",217,"204.2 - 242.8 (644)",28.2
19003,"""Adams, (IA)""",259.1,"242.9 - 651.5 (644)",34
19009,"""Audubon, (IA)""",139.1,"26.6 - 148.6 (644)",32
19015,"""Boone, (IA)""",206.7,"204.2 - 242.8 (644)",33.8
19021,"""Buena Vista, (IA)""",223.1,"204.2 - 242.8 (644)",28.2
19025,"""Calhoun, (IA)""",229.4,"204.2 - 242.8 (644)",31.4
19027,"""Carroll, (IA)""",167.4,"148.7 - 175.5 (644)",28.1
19029,"""Cass, (IA)""",268.2,"242.9 - 651.5 (644)",27.7
19035,"""Cherokee, (IA)""",180,"175.6 - 204.1 (644)",31.9
19039,"""Clarke, (IA)""",233.7,"204.2 - 242.8 (644)",31.9
19041,"""Clay, (IA)""",165.8,"148.7 - 175.5 (644)",32.2
19047,"""Crawford, (IA)""",171.9,"148.7 - 175.5 (644)",30.9
19049,"""Dallas, (IA)""",164.9,"148.7 - 175.5 (644)",30.4
19053,"""Decatur, (IA)""",260.5,"242.9 - 651.5 (644)",32.1
19059,"""Dickinson, (IA)""",186.2,"175.6 - 204.1 (644)",29.1
19063,"""Emmet, (IA)""",214.3,"204.2 - 242.8 (644)",30.5
19071,"""Fremont, (IA)""",156.3,"148.7 - 175.5 (644)",38.6
19073,"""Greene, (IA)""",224,"204.2 - 242.8 (644)",33.2
19077,"""Guthrie, (IA)""",202.2,"175.6 - 204.1 (644)",30.8
19079,"""Hamilton, (IA)""",176.3,"175.6 - 204.1 (644)",37.2
19081,"""Hancock, (IA)""",181.3,"175.6 - 204.1 (644)",36.2
19085,"""Harrison, (IA)""",195.2,"175.6 - 204.1 (644)",33.1
19091,"""Humboldt, (IA)""",311.8,"242.9 - 651.5 (644)",34
19093,"""Ida, (IA)""",241.3,"204.2 - 242.8 (644)",35.2
19109,"""Kossuth, (IA)""",238.2,"204.2 - 242.8 (644)",31.5
19119,"""Lyon, (IA)""",157.1,"148.7 - 175.5 (644)",30.2
19121,"""Madison, (IA)""",190.3,"175.6 - 204.1 (644)",31.2
19129,"""Mills, (IA)""",154.3,"148.7 - 175.5 (644)",36.7
19133,"""Monona, (IA)""",385,"242.9 - 651.5 (644)",33.6
19137,"""Montgomery, (IA)""",253.9,"242.9 - 651.5 (644)",32.8
19141,"""O'Brien, (IA)""",192.1,"175.6 - 204.1 (644)",31.2
19143,"""Osceola, (IA)""",171.7,"148.7 - 175.5 (644)",32.5
19145,"""Page, (IA)""",241.3,"204.2 - 242.8 (644)",33.8
19147,"""Palo Alto, (IA)""",198.8,"175.6 - 204.1 (644)",35.3
19149,"""Plymouth, (IA)""",132.2,"26.6 - 148.6 (644)",31.5
19151,"""Pocahontas, (IA)""",338.8,"242.9 - 651.5 (644)",32.8
19155,"""Pottawattamie, (IA)""",182.6,"175.6 - 204.1 (644)",34.4
19159,"""Ringgold, (IA)""",255,"242.9 - 651.5 (644)",35.6
19161,"""Sac, (IA)""",224,"204.2 - 242.8 (644)",30.2
19165,"""Shelby, (IA)""",149.8,"148.7 - 175.5 (644)",30.3
19167,"""Sioux, (IA)""",110.4,"26.6 - 148.6 (644)",28
19173,"""Taylor, (IA)""",237.7,"204.2 - 242.8 (644)",30.2
19175,"""Union, (IA)""",228.4,"204.2 - 242.8 (644)",29.7
19187,"""Webster, (IA)""",268.7,"242.9 - 651.5 (644)",34.7
19189,"""Winnebago, (IA)""",209.6,"204.2 - 242.8 (644)",32.3
19193,"""Woodbury, (IA)""",150.1,"148.7 - 175.5 (644)",30.5
19197,"""Wright, (IA)""",227.7,"204.2 - 242.8 (644)",36.7
20001,"""Allen, (KS)""",215.5,"204.2 - 242.8 (644)",36.7
20003,"""Anderson, (KS)""",194.4,"175.6 - 204.1 (644)",36.2
20005,"""Atchison, (KS)""",181.3,"175.6 - 204.1 (644)",34.7
20007,"""Barber, (KS)""",223,"204.2 - 242.8 (644)",39.9
20009,"""Barton, (KS)""",210.3,"204.2 - 242.8 (644)",35.3
20011,"""Bourbon, (KS)""",212.5,"204.2 - 242.8 (644)",35.6
20013,"""Brown, (KS)""",251.3,"242.9 - 651.5 (644)",36.4
20015,"""Butler, (KS)""",196.7,"175.6 - 204.1 (644)",39.6
20017,"""Chase, (KS)""",187.3,"175.6 - 204.1 (644)",33.5
20019,"""Chautauqua, (KS)""",296.7,"242.9 - 651.5 (644)",37
20021,"""Cherokee, (KS)""",283.7,"242.9 - 651.5 (644)",39.5
20023,"""Cheyenne, (KS)""",216.3,"204.2 - 242.8 (644)",31.4
20025,"""Clark, (KS)""",247.2,"242.9 - 651.5 (644)",36.9
20027,"""Clay, (KS)""",156.7,"148.7 - 175.5 (644)",30.9
20029,"""Cloud, (KS)""",178.4,"175.6 - 204.1 (644)",30.4
20031,"""Coffey, (KS)""",192.8,"175.6 - 204.1 (644)",35.4
20033,"""Comanche, (KS)""",228.7,"204.2 - 242.8 (644)",32.3
20035,"""Cowley, (KS)""",198.6,"175.6 - 204.1 (644)",37.1
20037,"""Crawford, (KS)""",260,"242.9 - 651.5 (644)",40.3
20039,"""Decatur, (KS)""",158.6,"148.7 - 175.5 (644)",34.3
20041,"""Dickinson, (KS)""",205.4,"204.2 - 242.8 (644)",33.6
20043,"""Doniphan, (KS)""",223,"204.2 - 242.8 (644)",37.5
20045,"""Douglas, (KS)""",148.9,"148.7 - 175.5 (644)",27.8
20047,"""Edwards, (KS)""",226.7,"204.2 - 242.8 (644)",35
20049,"""Elk, (KS)""",308.5,"242.9 - 651.5 (644)",40
20051,"""Ellis, (KS)""",168.7,"148.7 - 175.5 (644)",33.4
20053,"""Ellsworth, (KS)""",202.3,"175.6 - 204.1 (644)",31.8
20055,"""Finney, (KS)""",150.9,"148.7 - 175.5 (644)",32.4
20057,"""Ford, (KS)""",238,"204.2 - 242.8 (644)",40.1
20059,"""Franklin, (KS)""",191,"175.6 - 204.1 (644)",35.5
20061,"""Geary, (KS)""",289.9,"242.9 - 651.5 (644)",30.9
20063,"""Gove, (KS)""",173.7,"148.7 - 175.5 (644)",44.2
20065,"""Graham, (KS)""",162.7,"148.7 - 175.5 (644)",34.5
20067,"""Grant, (KS)""",177,"175.6 - 204.1 (644)",36.1
20069,"""Gray, (KS)""",203.6,"175.6 - 204.1 (644)",37.7
20071,"""Greeley, (KS)""",135.9,"26.6 - 148.6 (644)",39.6
20073,"""Greenwood, (KS)""",210.7,"204.2 - 242.8 (644)",38.1
20075,"""Hamilton, (KS)""",153.8,"148.7 - 175.5 (644)",39
20077,"""Harper, (KS)""",186.4,"175.6 - 204.1 (644)",36
20079,"""Harvey, (KS)""",193.2,"175.6 - 204.1 (644)",36.2
20081,"""Haskell, (KS)""",167.8,"148.7 - 175.5 (644)",38.8
20083,"""Hodgeman, (KS)""",224.1,"204.2 - 242.8 (644)",42.7
20085,"""Jackson, (KS)""",210.6,"204.2 - 242.8 (644)",35.7
20087,"""Jefferson, (KS)""",172.2,"148.7 - 175.5 (644)",33.8
20089,"""Jewell, (KS)""",166.1,"148.7 - 175.5 (644)",32.4
20091,"""Johnson, (KS)""",114.6,"26.6 - 148.6 (644)",34.7
20093,"""Kearny, (KS)""",154.6,"148.7 - 175.5 (644)",28.8
20095,"""Kingman, (KS)""",230.5,"204.2 - 242.8 (644)",43.7
20097,"""Kiowa, (KS)""",228.7,"204.2 - 242.8 (644)",29.6
20099,"""Labette, (KS)""",255.6,"242.9 - 651.5 (644)",37.7
20101,"""Lane, (KS)""",153.1,"148.7 - 175.5 (644)",42.9
20103,"""Leavenworth, (KS)""",186.2,"175.6 - 204.1 (644)",36.8
20105,"""Lincoln, (KS)""",145.9,"26.6 - 148.6 (644)",31
20107,"""Linn, (KS)""",218.9,"204.2 - 242.8 (644)",37.1
20109,"""Logan, (KS)""",180,"175.6 - 204.1 (644)",34.7
20111,"""Lyon, (KS)""",177.5,"175.6 - 204.1 (644)",32.2
20113,"""McPherson, (KS)""",173.5,"148.7 - 175.5 (644)",32
20115,"""Marion, (KS)""",170.4,"148.7 - 175.5 (644)",34.6
20117,"""Marshall, (KS)""",150.8,"148.7 - 175.5 (644)",36
20119,"""Meade, (KS)""",222.3,"204.2 - 242.8 (644)",37
20121,"""Miami, (KS)""",164.4,"148.7 - 175.5 (644)",35.7
20123,"""Mitchell, (KS)""",191.9,"175.6 - 204.1 (644)",29.9
20125,"""Montgomery, (KS)""",397.5,"242.9 - 651.5 (644)",34.5
20127,"""Morris, (KS)""",178.6,"175.6 - 204.1 (644)",30.6
20129,"""Morton, (KS)""",292.7,"242.9 - 651.5 (644)",36.6
20131,"""Nemaha, (KS)""",163.9,"148.7 - 175.5 (644)",31.3
20133,"""Neosho, (KS)""",249.3,"242.9 - 651.5 (644)",33.5
20135,"""Ness, (KS)""",157.4,"148.7 - 175.5 (644)",38.6
20137,"""Norton, (KS)""",153.8,"148.7 - 175.5 (644)",33.3
20139,"""Osage, (KS)""",169.4,"148.7 - 175.5 (644)",32.3
20141,"""Osborne, (KS)""",240.3,"204.2 - 242.8 (644)",35.5
20143,"""Ottawa, (KS)""",165.2,"148.7 - 175.5 (644)",27.8
20145,"""Pawnee, (KS)""",209.1,"204.2 - 242.8 (644)",37
20147,"""Phillips, (KS)""",163,"148.7 - 175.5 (644)",40.5
20149,"""Pottawatomie, (KS)""",166.1,"148.7 - 175.5 (644)",32.8
20151,"""Pratt, (KS)""",183.5,"175.6 - 204.1 (644)",37.3
20153,"""Rawlins, (KS)""",194.3,"175.6 - 204.1 (644)",33
20155,"""Reno, (KS)""",165.5,"148.7 - 175.5 (644)",33.4
20157,"""Republic, (KS)""",182.9,"175.6 - 204.1 (644)",29.1
20159,"""Rice, (KS)""",198.1,"175.6 - 204.1 (644)",33.2
20161,"""Riley, (KS)""",134.1,"26.6 - 148.6 (644)",29.1
20163,"""Rooks, (KS)""",184.7,"175.6 - 204.1 (644)",35.9
20165,"""Rush, (KS)""",190.1,"175.6 - 204.1 (644)",36.7
20167,"""Russell, (KS)""",192,"175.6 - 204.1 (644)",36.2
20169,"""Saline, (KS)""",147.2,"26.6 - 148.6 (644)",29.5
20171,"""Scott, (KS)""",149.6,"148.7 - 175.5 (644)",37.6
20173,"""Sedgwick, (KS)""",191.5,"175.6 - 204.1 (644)",35.5
20175,"""Seward, (KS)""",173,"148.7 - 175.5 (644)",33.7
20177,"""Shawnee, (KS)""",161.5,"148.7 - 175.5 (644)",32.1
20179,"""Sheridan, (KS)""",160.1,"148.7 - 175.5 (644)",43.9
20181,"""Sherman, (KS)""",176.2,"175.6 - 204.1 (644)",29.8
20183,"""Smith, (KS)""",184.5,"175.6 - 204.1 (644)",35.4
20185,"""Stafford, (KS)""",168.3,"148.7 - 175.5 (644)",30.5
20187,"""Stanton, (KS)""",207.4,"204.2 - 242.8 (644)",35.9
20189,"""Stevens, (KS)""",150.1,"148.7 - 175.5 (644)",44.7
20191,"""Sumner, (KS)""",207.5,"204.2 - 242.8 (644)",35.6
20193,"""Thomas, (KS)""",175.6,"175.6 - 204.1 (644)",31.3
20195,"""Trego, (KS)""",247.3,"242.9 - 651.5 (644)",46.8
20197,"""Wabaunsee, (KS)""",152.4,"148.7 - 175.5 (644)",28.3
20199,"""Wallace, (KS)""",157.8,"148.7 - 175.5 (644)",36
20201,"""Washington, (KS)""",185.7,"175.6 - 204.1 (644)",32.3
20203,"""Wichita, (KS)""",164.4,"148.7 - 175.5 (644)",33.6
20205,"""Wilson, (KS)""",296.8,"242.9 - 651.5 (644)",42.4
20207,"""Woodson, (KS)""",222,"204.2 - 242.8 (644)",36
20209,"""Wyandotte, (KS)""",174.8,"148.7 - 175.5 (644)",36.9
22017,"""Caddo, (LA)""",176,"175.6 - 204.1 (644)",37.5
27013,"""Blue Earth, (MN)""",118.7,"26.6 - 148.6 (644)",31.5
27015,"""Brown, (MN)""",111.9,"26.6 - 148.6 (644)",33.8
27033,"""Cottonwood, (MN)""",188.3,"175.6 - 204.1 (644)",30
27043,"""Faribault, (MN)""",236.5,"204.2 - 242.8 (644)",29.4
27063,"""Jackson, (MN)""",152.4,"148.7 - 175.5 (644)",35.2
27079,"""Le Sueur, (MN)""",126.1,"26.6 - 148.6 (644)",31.1
27081,"""Lincoln, (MN)""",184.3,"175.6 - 204.1 (644)",27.9
27083,"""Lyon, (MN)""",126.5,"26.6 - 148.6 (644)",31.2
27091,"""Martin, (MN)""",143.8,"26.6 - 148.6 (644)",29.7
27101,"""Murray, (MN)""",137.3,"26.6 - 148.6 (644)",34.3
27103,"""Nicollet, (MN)""",117.6,"26.6 - 148.6 (644)",31.7
27105,"""Nobles, (MN)""",146.7,"26.6 - 148.6 (644)",34.2
27117,"""Pipestone, (MN)""",150,"148.7 - 175.5 (644)",30.2
27127,"""Redwood, (MN)""",127.3,"26.6 - 148.6 (644)",28.7
27133,"""Rock, (MN)""",178,"175.6 - 204.1 (644)",34.6
27143,"""Sibley, (MN)""",110.5,"26.6 - 148.6 (644)",29.7
27165,"""Watonwan, (MN)""",119.9,"26.6 - 148.6 (644)",28.3
29003,"""Andrew, (MO)""",203.4,"175.6 - 204.1 (644)",37.3
29005,"""Atchison, (MO)""",179.3,"175.6 - 204.1 (644)",37.2
29009,"""Barry, (MO)""",289.4,"242.9 - 651.5 (644)",32.1
29011,"""Barton, (MO)""",274.9,"242.9 - 651.5 (644)",36
29013,"""Bates, (MO)""",180.2,"175.6 - 204.1 (644)",39.4
29021,"""Buchanan, (MO)""",202.2,"175.6 - 204.1 (644)",38.7
29025,"""Caldwell, (MO)""",193.9,"175.6 - 204.1 (644)",34.4
29037,"""Cass, (MO)""",153.2,"148.7 - 175.5 (644)",37.3
29039,"""Cedar, (MO)""",338.3,"242.9 - 651.5 (644)",35.6
29047,"""Clay, (MO)""",125.9,"26.6 - 148.6 (644)",36.2
29049,"""Clinton, (MO)""",177.2,"175.6 - 204.1 (644)",36
29057,"""Dade, (MO)""",241.7,"204.2 - 242.8 (644)",29
29061,"""Daviess, (MO)""",228,"204.2 - 242.8 (644)",36.7
29063,"""DeKalb, (MO)""",197.6,"175.6 - 204.1 (644)",39.7
29075,"""Gentry, (MO)""",213.7,"204.2 - 242.8 (644)",38.4
29081,"""Harrison, (MO)""",285.1,"242.9 - 651.5 (644)",35.6
29083,"""Henry, (MO)""",320.2,"242.9 - 651.5 (644)",36.8
29087,"""Holt, (MO)""",185.6,"175.6 - 204.1 (644)",33.1
29095,"""Jackson, (MO)""",147.7,"26.6 - 148.6 (644)",35.8
29097,"""Jasper, (MO)""",278.1,"242.9 - 651.5 (644)",39
29101,"""Johnson, (MO)""",322.3,"242.9 - 651.5 (644)",36.8
29107,"""Lafayette, (MO)""",199.2,"175.6 - 204.1 (644)",34.9
29109,"""Lawrence, (MO)""",213.9,"204.2 - 242.8 (644)",30.8
29119,"""McDonald, (MO)""",267.7,"242.9 - 651.5 (644)",38
29145,"""Newton, (MO)""",291.2,"242.9 - 651.5 (644)",37.2
29147,"""Nodaway, (MO)""",204.9,"204.2 - 242.8 (644)",33.2
29165,"""Platte, (MO)""",120,"26.6 - 148.6 (644)",37.2
29177,"""Ray, (MO)""",163.9,"148.7 - 175.5 (644)",40.2
29185,"""St. Clair, (MO)""",336.1,"242.9 - 651.5 (644)",38.8
29217,"""Vernon, (MO)""",304.3,"242.9 - 651.5 (644)",35.7
29227,"""Worth, (MO)""",210.7,"204.2 - 242.8 (644)",35.5
31001,"""Adams, (NE)""",211,"204.2 - 242.8 (644)",36
31003,"""Antelope, (NE)""",171.6,"148.7 - 175.5 (644)",40.3
31005,"""Arthur, (NE)""",166.4,"148.7 - 175.5 (644)",28.5
31007,"""Banner, (NE)""",148.6,"26.6 - 148.6 (644)",24.9
31009,"""Blaine, (NE)""",191.9,"175.6 - 204.1 (644)",32.6
31011,"""Boone, (NE)""",173.1,"148.7 - 175.5 (644)",31.9
31013,"""Box Butte, (NE)""",144,"26.6 - 148.6 (644)",32.8
31015,"""Boyd, (NE)""",352.9,"242.9 - 651.5 (644)",36.3
31017,"""Brown, (NE)""",215.2,"204.2 - 242.8 (644)",33.5
31019,"""Buffalo, (NE)""",142.9,"26.6 - 148.6 (644)",37.6
31021,"""Burt, (NE)""",111.8,"26.6 - 148.6 (644)",31
31023,"""Butler, (NE)""",142.2,"26.6 - 148.6 (644)",29.8
31025,"""Cass, (NE)""",136.1,"26.6 - 148.6 (644)",33.5
31027,"""Cedar, (NE)""",141.7,"26.6 - 148.6 (644)",33.5
31029,"""Chase, (NE)""",155.9,"148.7 - 175.5 (644)",34.8
31031,"""Cherry, (NE)""",97.9,"26.6 - 148.6 (644)",30.2
31033,"""Cheyenne, (NE)""",82.5,"26.6 - 148.6 (644)",28.3
31035,"""Clay, (NE)""",190,"175.6 - 204.1 (644)",33.3
31037,"""Colfax, (NE)""",134.2,"26.6 - 148.6 (644)",33.5
31039,"""Cuming, (NE)""",158,"148.7 - 175.5 (644)",25.7
31041,"""Custer, (NE)""",167.9,"148.7 - 175.5 (644)",34.9
31043,"""Dakota, (NE)""",129.5,"26.6 - 148.6 (644)",31.2
31045,"""Dawes, (NE)""",173.2,"148.7 - 175.5 (644)",23.7
31047,"""Dawson, (NE)""",152.6,"148.7 - 175.5 (644)",36.1
31049,"""Deuel, (NE)""",181,"175.6 - 204.1 (644)",32.2
31051,"""Dixon, (NE)""",107.8,"26.6 - 148.6 (644)",29.4
31053,"""Dodge, (NE)""",127.7,"26.6 - 148.6 (644)",28.6
31055,"""Douglas, (NE)""",126.3,"26.6 - 148.6 (644)",30.1
31057,"""Dundy, (NE)""",217.3,"204.2 - 242.8 (644)",32.8
31059,"""Fillmore, (NE)""",168,"148.7 - 175.5 (644)",32.2
31061,"""Franklin, (NE)""",195.4,"175.6 - 204.1 (644)",36.2
31063,"""Frontier, (NE)""",152.9,"148.7 - 175.5 (644)",33.5
