"cnty_fips","display_name","Value","theme_range","prev_hd"
28117,"""Prentiss, (MS)""",208.5,"204.2 - 242.8 (644)",44.8
28119,"""Quitman, (MS)""",182.5,"175.6 - 204.1 (644)",45
28121,"""Rankin, (MS)""",105.2,"26.6 - 148.6 (644)",34.4
28123,"""Scott, (MS)""",131.1,"26.6 - 148.6 (644)",37
28125,"""Sharkey, (MS)""",230.7,"204.2 - 242.8 (644)",39.4
28133,"""Sunflower, (MS)""",235.6,"204.2 - 242.8 (644)",38.2
28135,"""Tallahatchie, (MS)""",160.1,"148.7 - 175.5 (644)",40
28137,"""Tate, (MS)""",263.6,"242.9 - 651.5 (644)",45
28139,"""Tippah, (MS)""",248.5,"242.9 - 651.5 (644)",43.9
28141,"""Tishomingo, (MS)""",284.7,"242.9 - 651.5 (644)",46.5
28143,"""Tunica, (MS)""",374.3,"242.9 - 651.5 (644)",39.3
28145,"""Union, (MS)""",242.8,"204.2 - 242.8 (644)",40.8
28149,"""Warren, (MS)""",219.3,"204.2 - 242.8 (644)",37.6
28151,"""Washington, (MS)""",144.4,"26.6 - 148.6 (644)",40.2
28155,"""Webster, (MS)""",260.6,"242.9 - 651.5 (644)",33.8
28159,"""Winston, (MS)""",239,"204.2 - 242.8 (644)",33.7
28161,"""Yalobusha, (MS)""",186.7,"175.6 - 204.1 (644)",43
28163,"""Yazoo, (MS)""",170.9,"148.7 - 175.5 (644)",34.5
29015,"""Benton, (MO)""",184.7,"175.6 - 204.1 (644)",39.6
29017,"""Bollinger, (MO)""",341.5,"242.9 - 651.5 (644)",35.8
29023,"""Butler, (MO)""",213,"204.2 - 242.8 (644)",39.7
29029,"""Camden, (MO)""",169.8,"148.7 - 175.5 (644)",38.5
29031,"""Cape Girardeau, (MO)""",214.9,"204.2 - 242.8 (644)",32.6
29035,"""Carter, (MO)""",249.9,"242.9 - 651.5 (644)",38.4
29043,"""Christian, (MO)""",133.6,"26.6 - 148.6 (644)",32
29055,"""Crawford, (MO)""",458,"242.9 - 651.5 (644)",40.2
29059,"""Dallas, (MO)""",195.6,"175.6 - 204.1 (644)",37.4
29065,"""Dent, (MO)""",210.7,"204.2 - 242.8 (644)",37.5
29067,"""Douglas, (MO)""",155.4,"148.7 - 175.5 (644)",32.7
29069,"""Dunklin, (MO)""",379.2,"242.9 - 651.5 (644)",42.6
29077,"""Greene, (MO)""",162.6,"148.7 - 175.5 (644)",31.4
29085,"""Hickory, (MO)""",171,"148.7 - 175.5 (644)",35.6
29091,"""Howell, (MO)""",244,"242.9 - 651.5 (644)",34.1
29093,"""Iron, (MO)""",293.3,"242.9 - 651.5 (644)",43.4
29099,"""Jefferson, (MO)""",240.8,"204.2 - 242.8 (644)",42.8
29105,"""Laclede, (MO)""",212.4,"204.2 - 242.8 (644)",35.5
29123,"""Madison, (MO)""",290.4,"242.9 - 651.5 (644)",40.8
29125,"""Maries, (MO)""",163.2,"148.7 - 175.5 (644)",38.8
29131,"""Miller, (MO)""",157.6,"148.7 - 175.5 (644)",38.6
29133,"""Mississippi, (MO)""",372.2,"242.9 - 651.5 (644)",39.4
29143,"""New Madrid, (MO)""",202.5,"175.6 - 204.1 (644)",39.9
29149,"""Oregon, (MO)""",128,"26.6 - 148.6 (644)",35.1
29153,"""Ozark, (MO)""",252.2,"242.9 - 651.5 (644)",31.9
29155,"""Pemiscot, (MO)""",526.5,"242.9 - 651.5 (644)",40.9
29157,"""Perry, (MO)""",201.7,"175.6 - 204.1 (644)",35.5
29161,"""Phelps, (MO)""",222.6,"204.2 - 242.8 (644)",37.4
29167,"""Polk, (MO)""",227.8,"204.2 - 242.8 (644)",34.6
29169,"""Pulaski, (MO)""",194.3,"175.6 - 204.1 (644)",36.6
29179,"""Reynolds, (MO)""",243,"242.9 - 651.5 (644)",41.9
29181,"""Ripley, (MO)""",310.3,"242.9 - 651.5 (644)",44.8
29186,"""Ste. Genevieve, (MO)""",212.4,"204.2 - 242.8 (644)",42.6
29187,"""St. Francois, (MO)""",263.1,"242.9 - 651.5 (644)",46.7
29201,"""Scott, (MO)""",236.5,"204.2 - 242.8 (644)",35.9
29203,"""Shannon, (MO)""",245.9,"242.9 - 651.5 (644)",34.7
29207,"""Stoddard, (MO)""",177.8,"175.6 - 204.1 (644)",38.1
29209,"""Stone, (MO)""",259.8,"242.9 - 651.5 (644)",34.8
29213,"""Taney, (MO)""",208.1,"204.2 - 242.8 (644)",35.6
29215,"""Texas, (MO)""",212.5,"204.2 - 242.8 (644)",33
29221,"""Washington, (MO)""",460.6,"242.9 - 651.5 (644)",49.7
29223,"""Wayne, (MO)""",221.2,"204.2 - 242.8 (644)",38.6
29225,"""Webster, (MO)""",194.3,"175.6 - 204.1 (644)",33.8
29229,"""Wright, (MO)""",392.4,"242.9 - 651.5 (644)",33.7
47005,"""Benton, (TN)""",368.2,"242.9 - 651.5 (644)",41.7
47017,"""Carroll, (TN)""",464.1,"242.9 - 651.5 (644)",43
47023,"""Chester, (TN)""",311,"242.9 - 651.5 (644)",44.2
47033,"""Crockett, (TN)""",379.8,"242.9 - 651.5 (644)",47
47039,"""Decatur, (TN)""",316,"242.9 - 651.5 (644)",47.1
47043,"""Dickson, (TN)""",340.8,"242.9 - 651.5 (644)",42.2
47045,"""Dyer, (TN)""",441.4,"242.9 - 651.5 (644)",43.8
47047,"""Fayette, (TN)""",245,"242.9 - 651.5 (644)",38.4
47053,"""Gibson, (TN)""",393.6,"242.9 - 651.5 (644)",41.5
47069,"""Hardeman, (TN)""",287.4,"242.9 - 651.5 (644)",41.9
47071,"""Hardin, (TN)""",460.5,"242.9 - 651.5 (644)",42.3
47075,"""Haywood, (TN)""",318.7,"242.9 - 651.5 (644)",41.5
47077,"""Henderson, (TN)""",247.4,"242.9 - 651.5 (644)",46.4
47079,"""Henry, (TN)""",384.1,"242.9 - 651.5 (644)",37.5
47081,"""Hickman, (TN)""",212.8,"204.2 - 242.8 (644)",38.7
47083,"""Houston, (TN)""",359.5,"242.9 - 651.5 (644)",38.4
47085,"""Humphreys, (TN)""",407.3,"242.9 - 651.5 (644)",40.5
47095,"""Lake, (TN)""",318.9,"242.9 - 651.5 (644)",43
47097,"""Lauderdale, (TN)""",354.4,"242.9 - 651.5 (644)",43.9
47099,"""Lawrence, (TN)""",267.8,"242.9 - 651.5 (644)",41
47101,"""Lewis, (TN)""",330,"242.9 - 651.5 (644)",32.3
47109,"""McNairy, (TN)""",353.8,"242.9 - 651.5 (644)",44.3
47113,"""Madison, (TN)""",233.2,"204.2 - 242.8 (644)",40.7
47125,"""Montgomery, (TN)""",234.5,"204.2 - 242.8 (644)",36
47131,"""Obion, (TN)""",273.1,"242.9 - 651.5 (644)",40.8
47135,"""Perry, (TN)""",406.3,"242.9 - 651.5 (644)",40.2
47157,"""Shelby, (TN)""",202.6,"175.6 - 204.1 (644)",35.7
47161,"""Stewart, (TN)""",256.5,"242.9 - 651.5 (644)",41.9
47167,"""Tipton, (TN)""",262.8,"242.9 - 651.5 (644)",44.4
47181,"""Wayne, (TN)""",340.7,"242.9 - 651.5 (644)",37.7
47183,"""Weakley, (TN)""",244.9,"242.9 - 651.5 (644)",41.9
17001,"""Adams, (IL)""",204.4,"204.2 - 242.8 (644)",37.3
17005,"""Bond, (IL)""",213.1,"204.2 - 242.8 (644)",44.5
17007,"""Boone, (IL)""",158.9,"148.7 - 175.5 (644)",34.6
17009,"""Brown, (IL)""",192.7,"175.6 - 204.1 (644)",33.6
17011,"""Bureau, (IL)""",204.6,"204.2 - 242.8 (644)",32.4
17013,"""Calhoun, (IL)""",193.6,"175.6 - 204.1 (644)",39.5
17015,"""Carroll, (IL)""",231.2,"204.2 - 242.8 (644)",36.7
17017,"""Cass, (IL)""",188.7,"175.6 - 204.1 (644)",36.6
17019,"""Champaign, (IL)""",124.1,"26.6 - 148.6 (644)",29.8
17021,"""Christian, (IL)""",204.1,"175.6 - 204.1 (644)",39
17023,"""Clark, (IL)""",211.1,"204.2 - 242.8 (644)",41.8
17025,"""Clay, (IL)""",169.9,"148.7 - 175.5 (644)",39.2
17027,"""Clinton, (IL)""",207.6,"204.2 - 242.8 (644)",37.5
17029,"""Coles, (IL)""",169.7,"148.7 - 175.5 (644)",41.4
17031,"""Cook, (IL)""",163.8,"148.7 - 175.5 (644)",33.8
17033,"""Crawford, (IL)""",212.6,"204.2 - 242.8 (644)",32.6
17035,"""Cumberland, (IL)""",165.7,"148.7 - 175.5 (644)",39.3
17037,"""DeKalb, (IL)""",166.9,"148.7 - 175.5 (644)",31.8
17039,"""De Witt, (IL)""",198.9,"175.6 - 204.1 (644)",42.1
17041,"""Douglas, (IL)""",109.9,"26.6 - 148.6 (644)",37.4
17043,"""DuPage, (IL)""",130.2,"26.6 - 148.6 (644)",33
17045,"""Edgar, (IL)""",181.6,"175.6 - 204.1 (644)",41.1
17047,"""Edwards, (IL)""",230.6,"204.2 - 242.8 (644)",35.4
17049,"""Effingham, (IL)""",159.4,"148.7 - 175.5 (644)",35.6
17051,"""Fayette, (IL)""",192.6,"175.6 - 204.1 (644)",38.3
17053,"""Ford, (IL)""",209,"204.2 - 242.8 (644)",34.6
17057,"""Fulton, (IL)""",208,"204.2 - 242.8 (644)",31.4
17061,"""Greene, (IL)""",227.8,"204.2 - 242.8 (644)",39.2
17063,"""Grundy, (IL)""",179.8,"175.6 - 204.1 (644)",39.9
17067,"""Hancock, (IL)""",211,"204.2 - 242.8 (644)",33.4
17071,"""Henderson, (IL)""",212.7,"204.2 - 242.8 (644)",34.7
17073,"""Henry, (IL)""",178.6,"175.6 - 204.1 (644)",37.3
17075,"""Iroquois, (IL)""",225.3,"204.2 - 242.8 (644)",38.5
17079,"""Jasper, (IL)""",191.2,"175.6 - 204.1 (644)",34.2
17083,"""Jersey, (IL)""",239.2,"204.2 - 242.8 (644)",43.3
17085,"""Jo Daviess, (IL)""",148.1,"26.6 - 148.6 (644)",30.3
17089,"""Kane, (IL)""",130,"26.6 - 148.6 (644)",32.8
17091,"""Kankakee, (IL)""",183.5,"175.6 - 204.1 (644)",40.5
17093,"""Kendall, (IL)""",121.6,"26.6 - 148.6 (644)",33.8
17095,"""Knox, (IL)""",221,"204.2 - 242.8 (644)",31.6
17097,"""Lake, (IL)""",122.5,"26.6 - 148.6 (644)",32
17099,"""LaSalle, (IL)""",207.2,"204.2 - 242.8 (644)",33.7
17101,"""Lawrence, (IL)""",204.3,"204.2 - 242.8 (644)",34
17103,"""Lee, (IL)""",161.6,"148.7 - 175.5 (644)",40.2
17105,"""Livingston, (IL)""",201.5,"175.6 - 204.1 (644)",35.3
17107,"""Logan, (IL)""",158,"148.7 - 175.5 (644)",38.2
17109,"""McDonough, (IL)""",216.3,"204.2 - 242.8 (644)",33.2
17111,"""McHenry, (IL)""",157.4,"148.7 - 175.5 (644)",35.9
17113,"""McLean, (IL)""",159.5,"148.7 - 175.5 (644)",34.6
17115,"""Macon, (IL)""",119.3,"26.6 - 148.6 (644)",43.9
17117,"""Macoupin, (IL)""",179.3,"175.6 - 204.1 (644)",39
17119,"""Madison, (IL)""",212,"204.2 - 242.8 (644)",38.9
17121,"""Marion, (IL)""",235.5,"204.2 - 242.8 (644)",41.4
17123,"""Marshall, (IL)""",146,"26.6 - 148.6 (644)",32.4
17125,"""Mason, (IL)""",158.4,"148.7 - 175.5 (644)",36.4
17129,"""Menard, (IL)""",168.1,"148.7 - 175.5 (644)",39.7
17131,"""Mercer, (IL)""",169.5,"148.7 - 175.5 (644)",39.3
17135,"""Montgomery, (IL)""",177.4,"175.6 - 204.1 (644)",37.3
17137,"""Morgan, (IL)""",218,"204.2 - 242.8 (644)",37.1
17139,"""Moultrie, (IL)""",148.4,"26.6 - 148.6 (644)",43
17141,"""Ogle, (IL)""",152.1,"148.7 - 175.5 (644)",36.3
17143,"""Peoria, (IL)""",173,"148.7 - 175.5 (644)",31.2
17147,"""Piatt, (IL)""",150.7,"148.7 - 175.5 (644)",37
17149,"""Pike, (IL)""",195,"175.6 - 204.1 (644)",39.9
17155,"""Putnam, (IL)""",204.4,"204.2 - 242.8 (644)",30.7
17159,"""Richland, (IL)""",208.8,"204.2 - 242.8 (644)",34.5
17161,"""Rock Island, (IL)""",162.8,"148.7 - 175.5 (644)",41.6
17163,"""St. Clair, (IL)""",195.5,"175.6 - 204.1 (644)",39.2
17167,"""Sangamon, (IL)""",172.3,"148.7 - 175.5 (644)",38.4
17169,"""Schuyler, (IL)""",203.8,"175.6 - 204.1 (644)",34.4
17171,"""Scott, (IL)""",201.2,"175.6 - 204.1 (644)",38.2
17173,"""Shelby, (IL)""",156,"148.7 - 175.5 (644)",40.5
17175,"""Stark, (IL)""",169.3,"148.7 - 175.5 (644)",30.9
17177,"""Stephenson, (IL)""",141,"26.6 - 148.6 (644)",33
17179,"""Tazewell, (IL)""",161.2,"148.7 - 175.5 (644)",32.6
17183,"""Vermilion, (IL)""",241.9,"204.2 - 242.8 (644)",35.5
17185,"""Wabash, (IL)""",196.8,"175.6 - 204.1 (644)",35.2
17187,"""Warren, (IL)""",232.8,"204.2 - 242.8 (644)",31.8
17191,"""Wayne, (IL)""",171.7,"148.7 - 175.5 (644)",35.3
17195,"""Whiteside, (IL)""",243.7,"242.9 - 651.5 (644)",41.6
17197,"""Will, (IL)""",168.7,"148.7 - 175.5 (644)",37.2
17201,"""Winnebago, (IL)""",160.5,"148.7 - 175.5 (644)",33.7
17203,"""Woodford, (IL)""",142.9,"26.6 - 148.6 (644)",32.6
18007,"""Benton, (IN)""",179,"175.6 - 204.1 (644)",35.4
18045,"""Fountain, (IN)""",194.6,"175.6 - 204.1 (644)",39
18083,"""Knox, (IN)""",211.2,"204.2 - 242.8 (644)",34.8
18089,"""Lake, (IN)""",188.8,"175.6 - 204.1 (644)",40.7
18111,"""Newton, (IN)""",201.2,"175.6 - 204.1 (644)",35.9
18121,"""Parke, (IN)""",246,"242.9 - 651.5 (644)",45.5
18125,"""Pike, (IN)""",206.7,"204.2 - 242.8 (644)",32.7
18153,"""Sullivan, (IN)""",236.9,"204.2 - 242.8 (644)",46
18165,"""Vermillion, (IN)""",273.3,"242.9 - 651.5 (644)",45.4
18167,"""Vigo, (IN)""",307.9,"242.9 - 651.5 (644)",44.9
18171,"""Warren, (IN)""",180,"175.6 - 204.1 (644)",36.8
19005,"""Allamakee, (IA)""",240.6,"204.2 - 242.8 (644)",26.9
19007,"""Appanoose, (IA)""",246.3,"242.9 - 651.5 (644)",37.6
19011,"""Benton, (IA)""",197.3,"175.6 - 204.1 (644)",33.9
19013,"""Black Hawk, (IA)""",172.1,"148.7 - 175.5 (644)",36.5
19017,"""Bremer, (IA)""",194.1,"175.6 - 204.1 (644)",35.8
19019,"""Buchanan, (IA)""",210.4,"204.2 - 242.8 (644)",35.2
19023,"""Butler, (IA)""",213.3,"204.2 - 242.8 (644)",37.7
19031,"""Cedar, (IA)""",154,"148.7 - 175.5 (644)",29
19033,"""Cerro Gordo, (IA)""",218.8,"204.2 - 242.8 (644)",34.7
19037,"""Chickasaw, (IA)""",293.7,"242.9 - 651.5 (644)",31.8
19043,"""Clayton, (IA)""",176.3,"175.6 - 204.1 (644)",29.9
19045,"""Clinton, (IA)""",285.4,"242.9 - 651.5 (644)",42.9
19051,"""Davis, (IA)""",223.2,"204.2 - 242.8 (644)",33.6
19055,"""Delaware, (IA)""",194.4,"175.6 - 204.1 (644)",32.4
19057,"""Des Moines, (IA)""",211.5,"204.2 - 242.8 (644)",33.9
19061,"""Dubuque, (IA)""",178.9,"175.6 - 204.1 (644)",28.3
19065,"""Fayette, (IA)""",233.5,"204.2 - 242.8 (644)",31.3
19067,"""Floyd, (IA)""",214.6,"204.2 - 242.8 (644)",34.4
19069,"""Franklin, (IA)""",205.9,"204.2 - 242.8 (644)",35.3
19075,"""Grundy, (IA)""",187.4,"175.6 - 204.1 (644)",35
19083,"""Hardin, (IA)""",188.2,"175.6 - 204.1 (644)",33.8
19087,"""Henry, (IA)""",240.9,"204.2 - 242.8 (644)",35.8
19089,"""Howard, (IA)""",369.8,"242.9 - 651.5 (644)",30.7
19095,"""Iowa, (IA)""",191.8,"175.6 - 204.1 (644)",30.5
19097,"""Jackson, (IA)""",211.4,"204.2 - 242.8 (644)",32.7
19099,"""Jasper, (IA)""",161.4,"148.7 - 175.5 (644)",30.6
19101,"""Jefferson, (IA)""",277.6,"242.9 - 651.5 (644)",25.1
19103,"""Johnson, (IA)""",184.1,"175.6 - 204.1 (644)",26.6
19105,"""Jones, (IA)""",180.1,"175.6 - 204.1 (644)",33.5
19107,"""Keokuk, (IA)""",219.4,"204.2 - 242.8 (644)",29.4
19111,"""Lee, (IA)""",223,"204.2 - 242.8 (644)",32.7
19113,"""Linn, (IA)""",197.3,"175.6 - 204.1 (644)",33.4
19115,"""Louisa, (IA)""",177.3,"175.6 - 204.1 (644)",32.1
19117,"""Lucas, (IA)""",247.2,"242.9 - 651.5 (644)",33.9
19123,"""Mahaska, (IA)""",288.3,"242.9 - 651.5 (644)",30.8
19125,"""Marion, (IA)""",246.3,"242.9 - 651.5 (644)",30.7
19127,"""Marshall, (IA)""",183,"175.6 - 204.1 (644)",32
19131,"""Mitchell, (IA)""",297.5,"242.9 - 651.5 (644)",32.4
19135,"""Monroe, (IA)""",269.7,"242.9 - 651.5 (644)",32.8
19139,"""Muscatine, (IA)""",165.6,"148.7 - 175.5 (644)",33.1
19153,"""Polk, (IA)""",182.6,"175.6 - 204.1 (644)",31.6
19157,"""Poweshiek, (IA)""",204.4,"204.2 - 242.8 (644)",28.9
19163,"""Scott, (IA)""",149.1,"148.7 - 175.5 (644)",32.3
19169,"""Story, (IA)""",166.1,"148.7 - 175.5 (644)",30.2
19171,"""Tama, (IA)""",177.3,"175.6 - 204.1 (644)",32.3
19177,"""Van Buren, (IA)""",243.3,"242.9 - 651.5 (644)",30.3
19179,"""Wapello, (IA)""",276,"242.9 - 651.5 (644)",37.9
19181,"""Warren, (IA)""",215,"204.2 - 242.8 (644)",33.5
19183,"""Washington, (IA)""",177,"175.6 - 204.1 (644)",31.8
19185,"""Wayne, (IA)""",248.9,"242.9 - 651.5 (644)",35.3
19191,"""Winneshiek, (IA)""",198.2,"175.6 - 204.1 (644)",26.4
19195,"""Worth, (IA)""",167.7,"148.7 - 175.5 (644)",32.8
27039,"""Dodge, (MN)""",159.3,"148.7 - 175.5 (644)",28.7
27045,"""Fillmore, (MN)""",180,"175.6 - 204.1 (644)",28.9
27047,"""Freeborn, (MN)""",146.3,"26.6 - 148.6 (644)",29.4
27049,"""Goodhue, (MN)""",177.7,"175.6 - 204.1 (644)",30.7
27055,"""Houston, (MN)""",150.4,"148.7 - 175.5 (644)",31.4
27099,"""Mower, (MN)""",172.4,"148.7 - 175.5 (644)",31.2
27109,"""Olmsted, (MN)""",159.9,"148.7 - 175.5 (644)",29.8
27131,"""Rice, (MN)""",139.3,"26.6 - 148.6 (644)",31.2
27147,"""Steele, (MN)""",149.9,"148.7 - 175.5 (644)",32.7
27157,"""Wabasha, (MN)""",158.7,"148.7 - 175.5 (644)",32.9
27161,"""Waseca, (MN)""",161.3,"148.7 - 175.5 (644)",31.4
27169,"""Winona, (MN)""",158.1,"148.7 - 175.5 (644)",29.2
29001,"""Adair, (MO)""",147.3,"26.6 - 148.6 (644)",35.7
29007,"""Audrain, (MO)""",122.6,"26.6 - 148.6 (644)",37.7
29019,"""Boone, (MO)""",133.4,"26.6 - 148.6 (644)",31.1
29027,"""Callaway, (MO)""",161.9,"148.7 - 175.5 (644)",35.4
29033,"""Carroll, (MO)""",196.7,"175.6 - 204.1 (644)",33.2
29041,"""Chariton, (MO)""",176.8,"175.6 - 204.1 (644)",33.1
29045,"""Clark, (MO)""",226.6,"204.2 - 242.8 (644)",38.3
29051,"""Cole, (MO)""",136.4,"26.6 - 148.6 (644)",34.3
29053,"""Cooper, (MO)""",144.5,"26.6 - 148.6 (644)",32.6
29071,"""Franklin, (MO)""",244.9,"242.9 - 651.5 (644)",40.3
29073,"""Gasconade, (MO)""",171.2,"148.7 - 175.5 (644)",39.3
29079,"""Grundy, (MO)""",228.2,"204.2 - 242.8 (644)",34.6
29089,"""Howard, (MO)""",150.5,"148.7 - 175.5 (644)",32
29103,"""Knox, (MO)""",194.1,"175.6 - 204.1 (644)",38.3
29111,"""Lewis, (MO)""",224.7,"204.2 - 242.8 (644)",35
29113,"""Lincoln, (MO)""",213.6,"204.2 - 242.8 (644)",39.4
29115,"""Linn, (MO)""",330,"242.9 - 651.5 (644)",39.9
29117,"""Livingston, (MO)""",188.9,"175.6 - 204.1 (644)",36
29121,"""Macon, (MO)""",196.2,"175.6 - 204.1 (644)",33.7
29127,"""Marion, (MO)""",201.4,"175.6 - 204.1 (644)",37.6
29129,"""Mercer, (MO)""",249,"242.9 - 651.5 (644)",35.5
29135,"""Moniteau, (MO)""",201.4,"175.6 - 204.1 (644)",34.5
29137,"""Monroe, (MO)""",171.9,"148.7 - 175.5 (644)",34.6
29139,"""Montgomery, (MO)""",325.1,"242.9 - 651.5 (644)",36.2
29141,"""Morgan, (MO)""",278.7,"242.9 - 651.5 (644)",38.3
29151,"""Osage, (MO)""",148.9,"148.7 - 175.5 (644)",35.3
29159,"""Pettis, (MO)""",138,"26.6 - 148.6 (644)",37.2
29163,"""Pike, (MO)""",178.2,"175.6 - 204.1 (644)",35.7
29171,"""Putnam, (MO)""",185.2,"175.6 - 204.1 (644)",38.4
29173,"""Ralls, (MO)""",148.3,"26.6 - 148.6 (644)",35.3
29175,"""Randolph, (MO)""",152.6,"148.7 - 175.5 (644)",36.4
29183,"""St. Charles, (MO)""",172.4,"148.7 - 175.5 (644)",35.7
29189,"""St. Louis County, (MO)""",216.9,"204.2 - 242.8 (644)",34.9
29195,"""Saline, (MO)""",206.7,"204.2 - 242.8 (644)",36.9
29197,"""Schuyler, (MO)""",169.2,"148.7 - 175.5 (644)",37.1
29199,"""Scotland, (MO)""",168.3,"148.7 - 175.5 (644)",35.4
29205,"""Shelby, (MO)""",227.9,"204.2 - 242.8 (644)",35.3
29211,"""Sullivan, (MO)""",313.4,"242.9 - 651.5 (644)",33.4
29219,"""Warren, (MO)""",209.1,"204.2 - 242.8 (644)",37.2
29510,"""St. Louis City, (MO)""",257.8,"242.9 - 651.5 (644)",36.5
55001,"""Adams, (WI)""",209.9,"204.2 - 242.8 (644)",36
55009,"""Brown, (WI)""",203,"175.6 - 204.1 (644)",35.9
55011,"""Buffalo, (WI)""",153.3,"148.7 - 175.5 (644)",31.8
55015,"""Calumet, (WI)""",158.4,"148.7 - 175.5 (644)",33.1
55021,"""Columbia, (WI)""",141.4,"26.6 - 148.6 (644)",29.7
55023,"""Crawford, (WI)""",168,"148.7 - 175.5 (644)",30.4
55025,"""Dane, (WI)""",130.1,"26.6 - 148.6 (644)",27.5
55027,"""Dodge, (WI)""",167.1,"148.7 - 175.5 (644)",33.4
55039,"""Fond du Lac, (WI)""",152.6,"148.7 - 175.5 (644)",33.1
55043,"""Grant, (WI)""",170,"148.7 - 175.5 (644)",27.1
55045,"""Green, (WI)""",151.9,"148.7 - 175.5 (644)",29.8
55047,"""Green Lake, (WI)""",170.6,"148.7 - 175.5 (644)",32.8
55049,"""Iowa, (WI)""",162.9,"148.7 - 175.5 (644)",28.2
55053,"""Jackson, (WI)""",147.1,"26.6 - 148.6 (644)",32.9
55055,"""Jefferson, (WI)""",155.3,"148.7 - 175.5 (644)",33
55057,"""Juneau, (WI)""",158.1,"148.7 - 175.5 (644)",34.1
55059,"""Kenosha, (WI)""",217.4,"204.2 - 242.8 (644)",34.2
55061,"""Kewaunee, (WI)""",163,"148.7 - 175.5 (644)",34.6
55063,"""La Crosse, (WI)""",135.7,"26.6 - 148.6 (644)",31.1
55065,"""Lafayette, (WI)""",142,"26.6 - 148.6 (644)",33.3
55071,"""Manitowoc, (WI)""",178.4,"175.6 - 204.1 (644)",34.8
55077,"""Marquette, (WI)""",130.3,"26.6 - 148.6 (644)",32
55079,"""Milwaukee, (WI)""",206.3,"204.2 - 242.8 (644)",34.5
55081,"""Monroe, (WI)""",169.8,"148.7 - 175.5 (644)",31.7
55087,"""Outagamie, (WI)""",158.3,"148.7 - 175.5 (644)",32.1
55089,"""Ozaukee, (WI)""",154.7,"148.7 - 175.5 (644)",32.1
55091,"""Pepin, (WI)""",157.8,"148.7 - 175.5 (644)",35.4
55097,"""Portage, (WI)""",159.7,"148.7 - 175.5 (644)",32.9
55101,"""Racine, (WI)""",179.5,"175.6 - 204.1 (644)",32.8
55103,"""Richland, (WI)""",184.5,"175.6 - 204.1 (644)",32.8
55105,"""Rock, (WI)""",185.2,"175.6 - 204.1 (644)",31.9
55111,"""Sauk, (WI)""",199.6,"175.6 - 204.1 (644)",30
55117,"""Sheboygan, (WI)""",172.8,"148.7 - 175.5 (644)",31.2
55121,"""Trempealeau, (WI)""",193.9,"175.6 - 204.1 (644)",31.3
55123,"""Vernon, (WI)""",201.7,"175.6 - 204.1 (644)",30.4
55127,"""Walworth, (WI)""",179.6,"175.6 - 204.1 (644)",33.4
55131,"""Washington, (WI)""",147.8,"26.6 - 148.6 (644)",33.1
55133,"""Waukesha, (WI)""",128.4,"26.6 - 148.6 (644)",33.9
55135,"""Waupaca, (WI)""",188.3,"175.6 - 204.1 (644)",33.6
55137,"""Waushara, (WI)""",258,"242.9 - 651.5 (644)",32.9
55139,"""Winnebago, (WI)""",134,"26.6 - 148.6 (644)",31.5
55141,"""Wood, (WI)""",137.4,"26.6 - 148.6 (644)",32.5
01001,"""Autauga, (AL)""",227.6,"204.2 - 242.8 (644)",41.6
01009,"""Blount, (AL)""",167.9,"148.7 - 175.5 (644)",41.5
01015,"""Calhoun, (AL)""",250.3,"242.9 - 651.5 (644)",45.2
01017,"""Chambers, (AL)""",105.5,"26.6 - 148.6 (644)",42
01019,"""Cherokee, (AL)""",161.8,"148.7 - 175.5 (644)",42.5
01021,"""Chilton, (AL)""",158.8,"148.7 - 175.5 (644)",46.6
01027,"""Clay, (AL)""",228.8,"204.2 - 242.8 (644)",40.5
01029,"""Cleburne, (AL)""",145.6,"26.6 - 148.6 (644)",44.1
01037,"""Coosa, (AL)""",139.6,"26.6 - 148.6 (644)",43.4
01043,"""Cullman, (AL)""",156.6,"148.7 - 175.5 (644)",42.1
01047,"""Dallas, (AL)""",282.8,"242.9 - 651.5 (644)",44
01049,"""DeKalb, (AL)""",140.8,"26.6 - 148.6 (644)",42.8
01051,"""Elmore, (AL)""",155.6,"148.7 - 175.5 (644)",41.1
01055,"""Etowah, (AL)""",195.7,"175.6 - 204.1 (644)",43.9
01071,"""Jackson, (AL)""",250.9,"242.9 - 651.5 (644)",42.7
01073,"""Jefferson, (AL)""",127.7,"26.6 - 148.6 (644)",34.9
01081,"""Lee, (AL)""",136.1,"26.6 - 148.6 (644)",39.8
01083,"""Limestone, (AL)""",163.5,"148.7 - 175.5 (644)",38.6
01085,"""Lowndes, (AL)""",187.7,"175.6 - 204.1 (644)",40.6
01087,"""Macon, (AL)""",146.2,"26.6 - 148.6 (644)",35.9
01089,"""Madison, (AL)""",103.8,"26.6 - 148.6 (644)",35.3
01095,"""Marshall, (AL)""",152.2,"148.7 - 175.5 (644)",41.7
01101,"""Montgomery, (AL)""",150.7,"148.7 - 175.5 (644)",36.2
01103,"""Morgan, (AL)""",199,"175.6 - 204.1 (644)",37.2
01111,"""Randolph, (AL)""",297.5,"242.9 - 651.5 (644)",42.9
01113,"""Russell, (AL)""",142.7,"26.6 - 148.6 (644)",40.5
01115,"""St. Clair, (AL)""",184.8,"175.6 - 204.1 (644)",41.8
01117,"""Shelby, (AL)""",105.1,"26.6 - 148.6 (644)",38.7
01121,"""Talladega, (AL)""",137.5,"26.6 - 148.6 (644)",42.3
