"cnty_fips","display_name","Value","theme_range","ou_inc"
28051,"""Holmes, (MS)""",158.1,"148.7 - 175.5 (644)",2697
28053,"""Humphreys, (MS)""",265.3,"242.9 - 651.5 (644)",1887
28055,"""Issaquena, (MS)""",179.1,"175.6 - 204.1 (644)",3470
28057,"""Itawamba, (MS)""",182.2,"175.6 - 204.1 (644)",2344
28069,"""Kemper, (MS)""",191,"175.6 - 204.1 (644)",2756
28071,"""Lafayette, (MS)""",208.1,"204.2 - 242.8 (644)",2204
28075,"""Lauderdale, (MS)""",342,"242.9 - 651.5 (644)",1944
28079,"""Leake, (MS)""",127.4,"26.6 - 148.6 (644)",2538
28081,"""Lee, (MS)""",176.1,"175.6 - 204.1 (644)",2487
28083,"""Leflore, (MS)""",307.5,"242.9 - 651.5 (644)",1911
28087,"""Lowndes, (MS)""",237.6,"204.2 - 242.8 (644)",2572
28089,"""Madison, (MS)""",160.5,"148.7 - 175.5 (644)",1882
28093,"""Marshall, (MS)""",185.8,"175.6 - 204.1 (644)",2643
28095,"""Monroe, (MS)""",183.9,"175.6 - 204.1 (644)",2887
28097,"""Montgomery, (MS)""",171.6,"148.7 - 175.5 (644)",3888
28099,"""Neshoba, (MS)""",290.3,"242.9 - 651.5 (644)",2839
28101,"""Newton, (MS)""",186.2,"175.6 - 204.1 (644)",2283
28103,"""Noxubee, (MS)""",217,"204.2 - 242.8 (644)",2973
28105,"""Oktibbeha, (MS)""",212.1,"204.2 - 242.8 (644)",2952
28107,"""Panola, (MS)""",220,"204.2 - 242.8 (644)",2959
28115,"""Pontotoc, (MS)""",200.2,"175.6 - 204.1 (644)",3272
28117,"""Prentiss, (MS)""",208.5,"204.2 - 242.8 (644)",1950
28119,"""Quitman, (MS)""",182.5,"175.6 - 204.1 (644)",1867
28121,"""Rankin, (MS)""",105.2,"26.6 - 148.6 (644)",1960
28123,"""Scott, (MS)""",131.1,"26.6 - 148.6 (644)",3032
28125,"""Sharkey, (MS)""",230.7,"204.2 - 242.8 (644)",2422
28133,"""Sunflower, (MS)""",235.6,"204.2 - 242.8 (644)",2532
28135,"""Tallahatchie, (MS)""",160.1,"148.7 - 175.5 (644)",2967
28137,"""Tate, (MS)""",263.6,"242.9 - 651.5 (644)",1942
28139,"""Tippah, (MS)""",248.5,"242.9 - 651.5 (644)",2376
28141,"""Tishomingo, (MS)""",284.7,"242.9 - 651.5 (644)",1809
28143,"""Tunica, (MS)""",374.3,"242.9 - 651.5 (644)",2578
28145,"""Union, (MS)""",242.8,"204.2 - 242.8 (644)",2539
28149,"""Warren, (MS)""",219.3,"204.2 - 242.8 (644)",1845
28151,"""Washington, (MS)""",144.4,"26.6 - 148.6 (644)",2066
28155,"""Webster, (MS)""",260.6,"242.9 - 651.5 (644)",2222
28159,"""Winston, (MS)""",239,"204.2 - 242.8 (644)",2377
28161,"""Yalobusha, (MS)""",186.7,"175.6 - 204.1 (644)",3481
28163,"""Yazoo, (MS)""",170.9,"148.7 - 175.5 (644)",2616
29015,"""Benton, (MO)""",184.7,"175.6 - 204.1 (644)",2946
29017,"""Bollinger, (MO)""",341.5,"242.9 - 651.5 (644)",2735
29023,"""Butler, (MO)""",213,"204.2 - 242.8 (644)",2764
29029,"""Camden, (MO)""",169.8,"148.7 - 175.5 (644)",2445
29031,"""Cape Girardeau, (MO)""",214.9,"204.2 - 242.8 (644)",2928
29035,"""Carter, (MO)""",249.9,"242.9 - 651.5 (644)",2318
29043,"""Christian, (MO)""",133.6,"26.6 - 148.6 (644)",2037
29055,"""Crawford, (MO)""",458,"242.9 - 651.5 (644)",3144
29059,"""Dallas, (MO)""",195.6,"175.6 - 204.1 (644)",3353
29065,"""Dent, (MO)""",210.7,"204.2 - 242.8 (644)",3519
29067,"""Douglas, (MO)""",155.4,"148.7 - 175.5 (644)",2944
29069,"""Dunklin, (MO)""",379.2,"242.9 - 651.5 (644)",2817
29077,"""Greene, (MO)""",162.6,"148.7 - 175.5 (644)",2473
29085,"""Hickory, (MO)""",171,"148.7 - 175.5 (644)",2453
29091,"""Howell, (MO)""",244,"242.9 - 651.5 (644)",2697
29093,"""Iron, (MO)""",293.3,"242.9 - 651.5 (644)",2544
29099,"""Jefferson, (MO)""",240.8,"204.2 - 242.8 (644)",2189
29105,"""Laclede, (MO)""",212.4,"204.2 - 242.8 (644)",3414
29123,"""Madison, (MO)""",290.4,"242.9 - 651.5 (644)",2315
29125,"""Maries, (MO)""",163.2,"148.7 - 175.5 (644)",1895
29131,"""Miller, (MO)""",157.6,"148.7 - 175.5 (644)",1655
29133,"""Mississippi, (MO)""",372.2,"242.9 - 651.5 (644)",2441
29143,"""New Madrid, (MO)""",202.5,"175.6 - 204.1 (644)",2865
29149,"""Oregon, (MO)""",128,"26.6 - 148.6 (644)",1528
29153,"""Ozark, (MO)""",252.2,"242.9 - 651.5 (644)",1913
29155,"""Pemiscot, (MO)""",526.5,"242.9 - 651.5 (644)",3002
29157,"""Perry, (MO)""",201.7,"175.6 - 204.1 (644)",3903
29161,"""Phelps, (MO)""",222.6,"204.2 - 242.8 (644)",3030
29167,"""Polk, (MO)""",227.8,"204.2 - 242.8 (644)",3141
29169,"""Pulaski, (MO)""",194.3,"175.6 - 204.1 (644)",2505
29179,"""Reynolds, (MO)""",243,"242.9 - 651.5 (644)",2924
29181,"""Ripley, (MO)""",310.3,"242.9 - 651.5 (644)",3204
29186,"""Ste. Genevieve, (MO)""",212.4,"204.2 - 242.8 (644)",4618
29187,"""St. Francois, (MO)""",263.1,"242.9 - 651.5 (644)",2824
29201,"""Scott, (MO)""",236.5,"204.2 - 242.8 (644)",2466
29203,"""Shannon, (MO)""",245.9,"242.9 - 651.5 (644)",3041
29207,"""Stoddard, (MO)""",177.8,"175.6 - 204.1 (644)",2744
29209,"""Stone, (MO)""",259.8,"242.9 - 651.5 (644)",2483
29213,"""Taney, (MO)""",208.1,"204.2 - 242.8 (644)",2992
29215,"""Texas, (MO)""",212.5,"204.2 - 242.8 (644)",3177
29221,"""Washington, (MO)""",460.6,"242.9 - 651.5 (644)",2582
29223,"""Wayne, (MO)""",221.2,"204.2 - 242.8 (644)",2761
29225,"""Webster, (MO)""",194.3,"175.6 - 204.1 (644)",2571
29229,"""Wright, (MO)""",392.4,"242.9 - 651.5 (644)",3602
47005,"""Benton, (TN)""",368.2,"242.9 - 651.5 (644)",1994
47017,"""Carroll, (TN)""",464.1,"242.9 - 651.5 (644)",1729
47023,"""Chester, (TN)""",311,"242.9 - 651.5 (644)",2262
47033,"""Crockett, (TN)""",379.8,"242.9 - 651.5 (644)",1773
47039,"""Decatur, (TN)""",316,"242.9 - 651.5 (644)",1591
47043,"""Dickson, (TN)""",340.8,"242.9 - 651.5 (644)",1473
47045,"""Dyer, (TN)""",441.4,"242.9 - 651.5 (644)",1736
47047,"""Fayette, (TN)""",245,"242.9 - 651.5 (644)",1712
47053,"""Gibson, (TN)""",393.6,"242.9 - 651.5 (644)",2096
47069,"""Hardeman, (TN)""",287.4,"242.9 - 651.5 (644)",2391
47071,"""Hardin, (TN)""",460.5,"242.9 - 651.5 (644)",2410
47075,"""Haywood, (TN)""",318.7,"242.9 - 651.5 (644)",2421
47077,"""Henderson, (TN)""",247.4,"242.9 - 651.5 (644)",2130
47079,"""Henry, (TN)""",384.1,"242.9 - 651.5 (644)",1760
47081,"""Hickman, (TN)""",212.8,"204.2 - 242.8 (644)",2595
47083,"""Houston, (TN)""",359.5,"242.9 - 651.5 (644)",1344
47085,"""Humphreys, (TN)""",407.3,"242.9 - 651.5 (644)",2030
47095,"""Lake, (TN)""",318.9,"242.9 - 651.5 (644)",2077
47097,"""Lauderdale, (TN)""",354.4,"242.9 - 651.5 (644)",2635
47099,"""Lawrence, (TN)""",267.8,"242.9 - 651.5 (644)",1558
47101,"""Lewis, (TN)""",330,"242.9 - 651.5 (644)",2506
47109,"""McNairy, (TN)""",353.8,"242.9 - 651.5 (644)",2101
47113,"""Madison, (TN)""",233.2,"204.2 - 242.8 (644)",2201
47125,"""Montgomery, (TN)""",234.5,"204.2 - 242.8 (644)",1879
47131,"""Obion, (TN)""",273.1,"242.9 - 651.5 (644)",2745
47135,"""Perry, (TN)""",406.3,"242.9 - 651.5 (644)",1363
47157,"""Shelby, (TN)""",202.6,"175.6 - 204.1 (644)",1965
47161,"""Stewart, (TN)""",256.5,"242.9 - 651.5 (644)",1973
47167,"""Tipton, (TN)""",262.8,"242.9 - 651.5 (644)",2017
47181,"""Wayne, (TN)""",340.7,"242.9 - 651.5 (644)",2137
47183,"""Weakley, (TN)""",244.9,"242.9 - 651.5 (644)",2013
17001,"""Adams, (IL)""",204.4,"204.2 - 242.8 (644)",2028
17005,"""Bond, (IL)""",213.1,"204.2 - 242.8 (644)",2135
17007,"""Boone, (IL)""",158.9,"148.7 - 175.5 (644)",2211
17009,"""Brown, (IL)""",192.7,"175.6 - 204.1 (644)",3381
17011,"""Bureau, (IL)""",204.6,"204.2 - 242.8 (644)",2716
17013,"""Calhoun, (IL)""",193.6,"175.6 - 204.1 (644)",1938
17015,"""Carroll, (IL)""",231.2,"204.2 - 242.8 (644)",3040
17017,"""Cass, (IL)""",188.7,"175.6 - 204.1 (644)",2694
17019,"""Champaign, (IL)""",124.1,"26.6 - 148.6 (644)",2886
17021,"""Christian, (IL)""",204.1,"175.6 - 204.1 (644)",3650
17023,"""Clark, (IL)""",211.1,"204.2 - 242.8 (644)",3083
17025,"""Clay, (IL)""",169.9,"148.7 - 175.5 (644)",3886
17027,"""Clinton, (IL)""",207.6,"204.2 - 242.8 (644)",2395
17029,"""Coles, (IL)""",169.7,"148.7 - 175.5 (644)",2874
17031,"""Cook, (IL)""",163.8,"148.7 - 175.5 (644)",1998
17033,"""Crawford, (IL)""",212.6,"204.2 - 242.8 (644)",3611
17035,"""Cumberland, (IL)""",165.7,"148.7 - 175.5 (644)",2691
17037,"""DeKalb, (IL)""",166.9,"148.7 - 175.5 (644)",2945
17039,"""De Witt, (IL)""",198.9,"175.6 - 204.1 (644)",3223
17041,"""Douglas, (IL)""",109.9,"26.6 - 148.6 (644)",2912
17043,"""DuPage, (IL)""",130.2,"26.6 - 148.6 (644)",2054
17045,"""Edgar, (IL)""",181.6,"175.6 - 204.1 (644)",3530
17047,"""Edwards, (IL)""",230.6,"204.2 - 242.8 (644)",2512
17049,"""Effingham, (IL)""",159.4,"148.7 - 175.5 (644)",2448
17051,"""Fayette, (IL)""",192.6,"175.6 - 204.1 (644)",3851
17053,"""Ford, (IL)""",209,"204.2 - 242.8 (644)",3757
17057,"""Fulton, (IL)""",208,"204.2 - 242.8 (644)",2309
17061,"""Greene, (IL)""",227.8,"204.2 - 242.8 (644)",2725
17063,"""Grundy, (IL)""",179.8,"175.6 - 204.1 (644)",2489
17067,"""Hancock, (IL)""",211,"204.2 - 242.8 (644)",2744
17071,"""Henderson, (IL)""",212.7,"204.2 - 242.8 (644)",3025
17073,"""Henry, (IL)""",178.6,"175.6 - 204.1 (644)",3010
17075,"""Iroquois, (IL)""",225.3,"204.2 - 242.8 (644)",3704
17079,"""Jasper, (IL)""",191.2,"175.6 - 204.1 (644)",2482
17083,"""Jersey, (IL)""",239.2,"204.2 - 242.8 (644)",3170
17085,"""Jo Daviess, (IL)""",148.1,"26.6 - 148.6 (644)",2164
17089,"""Kane, (IL)""",130,"26.6 - 148.6 (644)",2392
17091,"""Kankakee, (IL)""",183.5,"175.6 - 204.1 (644)",2962
17093,"""Kendall, (IL)""",121.6,"26.6 - 148.6 (644)",2412
17095,"""Knox, (IL)""",221,"204.2 - 242.8 (644)",1547
17097,"""Lake, (IL)""",122.5,"26.6 - 148.6 (644)",2139
17099,"""LaSalle, (IL)""",207.2,"204.2 - 242.8 (644)",2811
17101,"""Lawrence, (IL)""",204.3,"204.2 - 242.8 (644)",2312
17103,"""Lee, (IL)""",161.6,"148.7 - 175.5 (644)",3189
17105,"""Livingston, (IL)""",201.5,"175.6 - 204.1 (644)",1557
17107,"""Logan, (IL)""",158,"148.7 - 175.5 (644)",3676
17109,"""McDonough, (IL)""",216.3,"204.2 - 242.8 (644)",2385
17111,"""McHenry, (IL)""",157.4,"148.7 - 175.5 (644)",2190
17113,"""McLean, (IL)""",159.5,"148.7 - 175.5 (644)",1353
17115,"""Macon, (IL)""",119.3,"26.6 - 148.6 (644)",2431
17117,"""Macoupin, (IL)""",179.3,"175.6 - 204.1 (644)",3181
17119,"""Madison, (IL)""",212,"204.2 - 242.8 (644)",2284
17121,"""Marion, (IL)""",235.5,"204.2 - 242.8 (644)",2152
17123,"""Marshall, (IL)""",146,"26.6 - 148.6 (644)",1782
17125,"""Mason, (IL)""",158.4,"148.7 - 175.5 (644)",3574
17129,"""Menard, (IL)""",168.1,"148.7 - 175.5 (644)",1696
17131,"""Mercer, (IL)""",169.5,"148.7 - 175.5 (644)",2962
17135,"""Montgomery, (IL)""",177.4,"175.6 - 204.1 (644)",4093
17137,"""Morgan, (IL)""",218,"204.2 - 242.8 (644)",2287
17139,"""Moultrie, (IL)""",148.4,"26.6 - 148.6 (644)",2231
17141,"""Ogle, (IL)""",152.1,"148.7 - 175.5 (644)",2871
17143,"""Peoria, (IL)""",173,"148.7 - 175.5 (644)",1815
17147,"""Piatt, (IL)""",150.7,"148.7 - 175.5 (644)",2540
17149,"""Pike, (IL)""",195,"175.6 - 204.1 (644)",4288
17155,"""Putnam, (IL)""",204.4,"204.2 - 242.8 (644)",3469
17159,"""Richland, (IL)""",208.8,"204.2 - 242.8 (644)",2087
17161,"""Rock Island, (IL)""",162.8,"148.7 - 175.5 (644)",2235
17163,"""St. Clair, (IL)""",195.5,"175.6 - 204.1 (644)",1716
17167,"""Sangamon, (IL)""",172.3,"148.7 - 175.5 (644)",2093
17169,"""Schuyler, (IL)""",203.8,"175.6 - 204.1 (644)",4614
17171,"""Scott, (IL)""",201.2,"175.6 - 204.1 (644)",3486
17173,"""Shelby, (IL)""",156,"148.7 - 175.5 (644)",2773
17175,"""Stark, (IL)""",169.3,"148.7 - 175.5 (644)",2122
17177,"""Stephenson, (IL)""",141,"26.6 - 148.6 (644)",2595
17179,"""Tazewell, (IL)""",161.2,"148.7 - 175.5 (644)",1632
17183,"""Vermilion, (IL)""",241.9,"204.2 - 242.8 (644)",3765
17185,"""Wabash, (IL)""",196.8,"175.6 - 204.1 (644)",3631
17187,"""Warren, (IL)""",232.8,"204.2 - 242.8 (644)",2708
17191,"""Wayne, (IL)""",171.7,"148.7 - 175.5 (644)",2512
17195,"""Whiteside, (IL)""",243.7,"242.9 - 651.5 (644)",3320
17197,"""Will, (IL)""",168.7,"148.7 - 175.5 (644)",2255
17201,"""Winnebago, (IL)""",160.5,"148.7 - 175.5 (644)",2374
17203,"""Woodford, (IL)""",142.9,"26.6 - 148.6 (644)",2020
18007,"""Benton, (IN)""",179,"175.6 - 204.1 (644)",1411
18045,"""Fountain, (IN)""",194.6,"175.6 - 204.1 (644)",3416
18083,"""Knox, (IN)""",211.2,"204.2 - 242.8 (644)",2538
18089,"""Lake, (IN)""",188.8,"175.6 - 204.1 (644)",2382
18111,"""Newton, (IN)""",201.2,"175.6 - 204.1 (644)",1795
18121,"""Parke, (IN)""",246,"242.9 - 651.5 (644)",2836
18125,"""Pike, (IN)""",206.7,"204.2 - 242.8 (644)",2299
18153,"""Sullivan, (IN)""",236.9,"204.2 - 242.8 (644)",3121
18165,"""Vermillion, (IN)""",273.3,"242.9 - 651.5 (644)",3208
18167,"""Vigo, (IN)""",307.9,"242.9 - 651.5 (644)",2723
18171,"""Warren, (IN)""",180,"175.6 - 204.1 (644)",2542
19005,"""Allamakee, (IA)""",240.6,"204.2 - 242.8 (644)",2560
19007,"""Appanoose, (IA)""",246.3,"242.9 - 651.5 (644)",5005
19011,"""Benton, (IA)""",197.3,"175.6 - 204.1 (644)",2796
19013,"""Black Hawk, (IA)""",172.1,"148.7 - 175.5 (644)",3177
19017,"""Bremer, (IA)""",194.1,"175.6 - 204.1 (644)",4579
19019,"""Buchanan, (IA)""",210.4,"204.2 - 242.8 (644)",3571
19023,"""Butler, (IA)""",213.3,"204.2 - 242.8 (644)",3469
19031,"""Cedar, (IA)""",154,"148.7 - 175.5 (644)",1973
19033,"""Cerro Gordo, (IA)""",218.8,"204.2 - 242.8 (644)",4009
19037,"""Chickasaw, (IA)""",293.7,"242.9 - 651.5 (644)",2730
19043,"""Clayton, (IA)""",176.3,"175.6 - 204.1 (644)",4023
19045,"""Clinton, (IA)""",285.4,"242.9 - 651.5 (644)",2098
19051,"""Davis, (IA)""",223.2,"204.2 - 242.8 (644)",4900
19055,"""Delaware, (IA)""",194.4,"175.6 - 204.1 (644)",3742
19057,"""Des Moines, (IA)""",211.5,"204.2 - 242.8 (644)",2486
19061,"""Dubuque, (IA)""",178.9,"175.6 - 204.1 (644)",1746
19065,"""Fayette, (IA)""",233.5,"204.2 - 242.8 (644)",4566
19067,"""Floyd, (IA)""",214.6,"204.2 - 242.8 (644)",4183
19069,"""Franklin, (IA)""",205.9,"204.2 - 242.8 (644)",4441
19075,"""Grundy, (IA)""",187.4,"175.6 - 204.1 (644)",3394
19083,"""Hardin, (IA)""",188.2,"175.6 - 204.1 (644)",3337
19087,"""Henry, (IA)""",240.9,"204.2 - 242.8 (644)",3199
19089,"""Howard, (IA)""",369.8,"242.9 - 651.5 (644)",4167
19095,"""Iowa, (IA)""",191.8,"175.6 - 204.1 (644)",2862
19097,"""Jackson, (IA)""",211.4,"204.2 - 242.8 (644)",2877
19099,"""Jasper, (IA)""",161.4,"148.7 - 175.5 (644)",2253
19101,"""Jefferson, (IA)""",277.6,"242.9 - 651.5 (644)",4818
19103,"""Johnson, (IA)""",184.1,"175.6 - 204.1 (644)",2047
19105,"""Jones, (IA)""",180.1,"175.6 - 204.1 (644)",3321
19107,"""Keokuk, (IA)""",219.4,"204.2 - 242.8 (644)",3892
19111,"""Lee, (IA)""",223,"204.2 - 242.8 (644)",2531
19113,"""Linn, (IA)""",197.3,"175.6 - 204.1 (644)",2482
19115,"""Louisa, (IA)""",177.3,"175.6 - 204.1 (644)",3098
19117,"""Lucas, (IA)""",247.2,"242.9 - 651.5 (644)",3801
19123,"""Mahaska, (IA)""",288.3,"242.9 - 651.5 (644)",3125
19125,"""Marion, (IA)""",246.3,"242.9 - 651.5 (644)",3270
19127,"""Marshall, (IA)""",183,"175.6 - 204.1 (644)",2226
19131,"""Mitchell, (IA)""",297.5,"242.9 - 651.5 (644)",3145
19135,"""Monroe, (IA)""",269.7,"242.9 - 651.5 (644)",3866
19139,"""Muscatine, (IA)""",165.6,"148.7 - 175.5 (644)",2447
19153,"""Polk, (IA)""",182.6,"175.6 - 204.1 (644)",1583
19157,"""Poweshiek, (IA)""",204.4,"204.2 - 242.8 (644)",2304
19163,"""Scott, (IA)""",149.1,"148.7 - 175.5 (644)",2310
19169,"""Story, (IA)""",166.1,"148.7 - 175.5 (644)",1805
19171,"""Tama, (IA)""",177.3,"175.6 - 204.1 (644)",2093
19177,"""Van Buren, (IA)""",243.3,"242.9 - 651.5 (644)",3950
19179,"""Wapello, (IA)""",276,"242.9 - 651.5 (644)",2842
19181,"""Warren, (IA)""",215,"204.2 - 242.8 (644)",1638
19183,"""Washington, (IA)""",177,"175.6 - 204.1 (644)",3191
19185,"""Wayne, (IA)""",248.9,"242.9 - 651.5 (644)",2761
19191,"""Winneshiek, (IA)""",198.2,"175.6 - 204.1 (644)",2744
19195,"""Worth, (IA)""",167.7,"148.7 - 175.5 (644)",4034
27039,"""Dodge, (MN)""",159.3,"148.7 - 175.5 (644)",1243
27045,"""Fillmore, (MN)""",180,"175.6 - 204.1 (644)",1735
27047,"""Freeborn, (MN)""",146.3,"26.6 - 148.6 (644)",2686
27049,"""Goodhue, (MN)""",177.7,"175.6 - 204.1 (644)",2407
27055,"""Houston, (MN)""",150.4,"148.7 - 175.5 (644)",3130
27099,"""Mower, (MN)""",172.4,"148.7 - 175.5 (644)",3634
27109,"""Olmsted, (MN)""",159.9,"148.7 - 175.5 (644)",2002
27131,"""Rice, (MN)""",139.3,"26.6 - 148.6 (644)",1900
27147,"""Steele, (MN)""",149.9,"148.7 - 175.5 (644)",1680
27157,"""Wabasha, (MN)""",158.7,"148.7 - 175.5 (644)",2954
27161,"""Waseca, (MN)""",161.3,"148.7 - 175.5 (644)",2742
27169,"""Winona, (MN)""",158.1,"148.7 - 175.5 (644)",1790
29001,"""Adair, (MO)""",147.3,"26.6 - 148.6 (644)",2434
29007,"""Audrain, (MO)""",122.6,"26.6 - 148.6 (644)",1825
29019,"""Boone, (MO)""",133.4,"26.6 - 148.6 (644)",2211
29027,"""Callaway, (MO)""",161.9,"148.7 - 175.5 (644)",1864
29033,"""Carroll, (MO)""",196.7,"175.6 - 204.1 (644)",5044
29041,"""Chariton, (MO)""",176.8,"175.6 - 204.1 (644)",2761
29045,"""Clark, (MO)""",226.6,"204.2 - 242.8 (644)",1982
29051,"""Cole, (MO)""",136.4,"26.6 - 148.6 (644)",2035
29053,"""Cooper, (MO)""",144.5,"26.6 - 148.6 (644)",2135
29071,"""Franklin, (MO)""",244.9,"242.9 - 651.5 (644)",2543
29073,"""Gasconade, (MO)""",171.2,"148.7 - 175.5 (644)",3022
29079,"""Grundy, (MO)""",228.2,"204.2 - 242.8 (644)",4768
29089,"""Howard, (MO)""",150.5,"148.7 - 175.5 (644)",2045
29103,"""Knox, (MO)""",194.1,"175.6 - 204.1 (644)",2376
29111,"""Lewis, (MO)""",224.7,"204.2 - 242.8 (644)",2037
29113,"""Lincoln, (MO)""",213.6,"204.2 - 242.8 (644)",3051
29115,"""Linn, (MO)""",330,"242.9 - 651.5 (644)",3609
29117,"""Livingston, (MO)""",188.9,"175.6 - 204.1 (644)",4399
29121,"""Macon, (MO)""",196.2,"175.6 - 204.1 (644)",2089
29127,"""Marion, (MO)""",201.4,"175.6 - 204.1 (644)",1909
29129,"""Mercer, (MO)""",249,"242.9 - 651.5 (644)",4035
29135,"""Moniteau, (MO)""",201.4,"175.6 - 204.1 (644)",2120
29137,"""Monroe, (MO)""",171.9,"148.7 - 175.5 (644)",2476
29139,"""Montgomery, (MO)""",325.1,"242.9 - 651.5 (644)",2269
29141,"""Morgan, (MO)""",278.7,"242.9 - 651.5 (644)",2554
29151,"""Osage, (MO)""",148.9,"148.7 - 175.5 (644)",2175
29159,"""Pettis, (MO)""",138,"26.6 - 148.6 (644)",2829
29163,"""Pike, (MO)""",178.2,"175.6 - 204.1 (644)",2536
29171,"""Putnam, (MO)""",185.2,"175.6 - 204.1 (644)",3213
29173,"""Ralls, (MO)""",148.3,"26.6 - 148.6 (644)",1872
29175,"""Randolph, (MO)""",152.6,"148.7 - 175.5 (644)",2449
29183,"""St. Charles, (MO)""",172.4,"148.7 - 175.5 (644)",2519
29189,"""St. Louis County, (MO)""",216.9,"204.2 - 242.8 (644)",2044
29195,"""Saline, (MO)""",206.7,"204.2 - 242.8 (644)",1983
29197,"""Schuyler, (MO)""",169.2,"148.7 - 175.5 (644)",2811
29199,"""Scotland, (MO)""",168.3,"148.7 - 175.5 (644)",5128
29205,"""Shelby, (MO)""",227.9,"204.2 - 242.8 (644)",2229
29211,"""Sullivan, (MO)""",313.4,"242.9 - 651.5 (644)",4154
29219,"""Warren, (MO)""",209.1,"204.2 - 242.8 (644)",3659
29510,"""St. Louis City, (MO)""",257.8,"242.9 - 651.5 (644)",2239
55001,"""Adams, (WI)""",209.9,"204.2 - 242.8 (644)",2801
55009,"""Brown, (WI)""",203,"175.6 - 204.1 (644)",2395
55011,"""Buffalo, (WI)""",153.3,"148.7 - 175.5 (644)",2860
55015,"""Calumet, (WI)""",158.4,"148.7 - 175.5 (644)",2219
55021,"""Columbia, (WI)""",141.4,"26.6 - 148.6 (644)",2276
55023,"""Crawford, (WI)""",168,"148.7 - 175.5 (644)",3866
55025,"""Dane, (WI)""",130.1,"26.6 - 148.6 (644)",2271
55027,"""Dodge, (WI)""",167.1,"148.7 - 175.5 (644)",2603
55039,"""Fond du Lac, (WI)""",152.6,"148.7 - 175.5 (644)",2792
55043,"""Grant, (WI)""",170,"148.7 - 175.5 (644)",3561
55045,"""Green, (WI)""",151.9,"148.7 - 175.5 (644)",3241
55047,"""Green Lake, (WI)""",170.6,"148.7 - 175.5 (644)",2920
55049,"""Iowa, (WI)""",162.9,"148.7 - 175.5 (644)",3275
55053,"""Jackson, (WI)""",147.1,"26.6 - 148.6 (644)",3108
55055,"""Jefferson, (WI)""",155.3,"148.7 - 175.5 (644)",2408
55057,"""Juneau, (WI)""",158.1,"148.7 - 175.5 (644)",3397
55059,"""Kenosha, (WI)""",217.4,"204.2 - 242.8 (644)",2291
55061,"""Kewaunee, (WI)""",163,"148.7 - 175.5 (644)",3943
55063,"""La Crosse, (WI)""",135.7,"26.6 - 148.6 (644)",2398
55065,"""Lafayette, (WI)""",142,"26.6 - 148.6 (644)",4107
55071,"""Manitowoc, (WI)""",178.4,"175.6 - 204.1 (644)",2980
55077,"""Marquette, (WI)""",130.3,"26.6 - 148.6 (644)",2533
55079,"""Milwaukee, (WI)""",206.3,"204.2 - 242.8 (644)",2629
55081,"""Monroe, (WI)""",169.8,"148.7 - 175.5 (644)",3492
55087,"""Outagamie, (WI)""",158.3,"148.7 - 175.5 (644)",2401
55089,"""Ozaukee, (WI)""",154.7,"148.7 - 175.5 (644)",2861
55091,"""Pepin, (WI)""",157.8,"148.7 - 175.5 (644)",3244
55097,"""Portage, (WI)""",159.7,"148.7 - 175.5 (644)",2673
55101,"""Racine, (WI)""",179.5,"175.6 - 204.1 (644)",2636
55103,"""Richland, (WI)""",184.5,"175.6 - 204.1 (644)",3940
55105,"""Rock, (WI)""",185.2,"175.6 - 204.1 (644)",3297
55111,"""Sauk, (WI)""",199.6,"175.6 - 204.1 (644)",2813
55117,"""Sheboygan, (WI)""",172.8,"148.7 - 175.5 (644)",2238
55121,"""Trempealeau, (WI)""",193.9,"175.6 - 204.1 (644)",3680
55123,"""Vernon, (WI)""",201.7,"175.6 - 204.1 (644)",3900
55127,"""Walworth, (WI)""",179.6,"175.6 - 204.1 (644)",2751
55131,"""Washington, (WI)""",147.8,"26.6 - 148.6 (644)",2461
55133,"""Waukesha, (WI)""",128.4,"26.6 - 148.6 (644)",2355
55135,"""Waupaca, (WI)""",188.3,"175.6 - 204.1 (644)",2087
55137,"""Waushara, (WI)""",258,"242.9 - 651.5 (644)",3360
55139,"""Winnebago, (WI)""",134,"26.6 - 148.6 (644)",2393
55141,"""Wood, (WI)""",137.4,"26.6 - 148.6 (644)",1826
01001,"""Autauga, (AL)""",227.6,"204.2 - 242.8 (644)",2624
01009,"""Blount, (AL)""",167.9,"148.7 - 175.5 (644)",2016
01015,"""Calhoun, (AL)""",250.3,"242.9 - 651.5 (644)",1658
01017,"""Chambers, (AL)""",105.5,"26.6 - 148.6 (644)",1771
01019,"""Cherokee, (AL)""",161.8,"148.7 - 175.5 (644)",1498
01021,"""Chilton, (AL)""",158.8,"148.7 - 175.5 (644)",1538
01027,"""Clay, (AL)""",228.8,"204.2 - 242.8 (644)",2790
01029,"""Cleburne, (AL)""",145.6,"26.6 - 148.6 (644)",1696
01037,"""Coosa, (AL)""",139.6,"26.6 - 148.6 (644)",2195
01043,"""Cullman, (AL)""",156.6,"148.7 - 175.5 (644)",1557
01047,"""Dallas, (AL)""",282.8,"242.9 - 651.5 (644)",1585
01049,"""DeKalb, (AL)""",140.8,"26.6 - 148.6 (644)",1809
01051,"""Elmore, (AL)""",155.6,"148.7 - 175.5 (644)",2067
01055,"""Etowah, (AL)""",195.7,"175.6 - 204.1 (644)",1676
01071,"""Jackson, (AL)""",250.9,"242.9 - 651.5 (644)",1890
