"cnty_fips","display_name","Value","theme_range","ou_inc"
38077,"""Richland, (ND)""",181.4,"175.6 - 204.1 (644)",3873
38079,"""Rolette, (ND)""",270.9,"242.9 - 651.5 (644)",4140
38081,"""Sargent, (ND)""",204.3,"204.2 - 242.8 (644)",4382
38083,"""Sheridan, (ND)""",130.8,"26.6 - 148.6 (644)",2900
38085,"""Sioux, (ND)""",437.8,"242.9 - 651.5 (644)",1795
38087,"""Slope, (ND)""",172.1,"148.7 - 175.5 (644)",4692
38089,"""Stark, (ND)""",159,"148.7 - 175.5 (644)",2996
38091,"""Steele, (ND)""",133,"26.6 - 148.6 (644)",3463
38093,"""Stutsman, (ND)""",200.1,"175.6 - 204.1 (644)",3658
38095,"""Towner, (ND)""",195.9,"175.6 - 204.1 (644)",5850
38097,"""Traill, (ND)""",122.4,"26.6 - 148.6 (644)",4520
38099,"""Walsh, (ND)""",176.7,"175.6 - 204.1 (644)",3875
38101,"""Ward, (ND)""",151.8,"148.7 - 175.5 (644)",3765
38103,"""Wells, (ND)""",209.9,"204.2 - 242.8 (644)",3138
38105,"""Williams, (ND)""",201.6,"175.6 - 204.1 (644)",4847
41001,"""Baker, (OR)""",163.1,"148.7 - 175.5 (644)",3093
41049,"""Morrow, (OR)""",160.3,"148.7 - 175.5 (644)",2636
41059,"""Umatilla, (OR)""",138.7,"26.6 - 148.6 (644)",3202
41061,"""Union, (OR)""",139.7,"26.6 - 148.6 (644)",4758
41063,"""Wallowa, (OR)""",133.9,"26.6 - 148.6 (644)",3913
46013,"""Brown, (SD)""",205,"204.2 - 242.8 (644)",3595
46019,"""Butte, (SD)""",209.2,"204.2 - 242.8 (644)",3092
46021,"""Campbell, (SD)""",206,"204.2 - 242.8 (644)",3764
46025,"""Clark, (SD)""",196.1,"175.6 - 204.1 (644)",3210
46029,"""Codington, (SD)""",197.9,"175.6 - 204.1 (644)",2813
46031,"""Corson, (SD)""",438.3,"242.9 - 651.5 (644)",3033
46037,"""Day, (SD)""",209.4,"204.2 - 242.8 (644)",3393
46039,"""Deuel, (SD)""",196.2,"175.6 - 204.1 (644)",3615
46041,"""Dewey, (SD)""",131.8,"26.6 - 148.6 (644)",4323
46045,"""Edmunds, (SD)""",204.9,"204.2 - 242.8 (644)",2890
46049,"""Faulk, (SD)""",209.4,"204.2 - 242.8 (644)",7579
46051,"""Grant, (SD)""",209.1,"204.2 - 242.8 (644)",3079
46057,"""Hamlin, (SD)""",203.7,"175.6 - 204.1 (644)",2784
46063,"""Harding, (SD)""",216.3,"204.2 - 242.8 (644)",6304
46089,"""McPherson, (SD)""",204.8,"204.2 - 242.8 (644)",4184
46091,"""Marshall, (SD)""",201.7,"175.6 - 204.1 (644)",4082
46105,"""Perkins, (SD)""",246.6,"242.9 - 651.5 (644)",3470
46107,"""Potter, (SD)""",164,"148.7 - 175.5 (644)",3160
46109,"""Roberts, (SD)""",197.5,"175.6 - 204.1 (644)",4346
46115,"""Spink, (SD)""",197.7,"175.6 - 204.1 (644)",4982
46119,"""Sully, (SD)""",160.1,"148.7 - 175.5 (644)",2175
46129,"""Walworth, (SD)""",174.8,"148.7 - 175.5 (644)",3550
46137,"""Ziebach, (SD)""",184.8,"175.6 - 204.1 (644)",1894
53001,"""Adams, (WA)""",187.6,"175.6 - 204.1 (644)",3620
53003,"""Asotin, (WA)""",132.7,"26.6 - 148.6 (644)",3603
53005,"""Benton, (WA)""",190.1,"175.6 - 204.1 (644)",2564
53013,"""Columbia, (WA)""",154.4,"148.7 - 175.5 (644)",5700
53017,"""Douglas, (WA)""",154.6,"148.7 - 175.5 (644)",3284
53019,"""Ferry, (WA)""",206.7,"204.2 - 242.8 (644)",3143
53021,"""Franklin, (WA)""",144.8,"26.6 - 148.6 (644)",3631
53023,"""Garfield, (WA)""",170.1,"148.7 - 175.5 (644)",2270
53025,"""Grant, (WA)""",199,"175.6 - 204.1 (644)",2755
53043,"""Lincoln, (WA)""",216.7,"204.2 - 242.8 (644)",2677
53051,"""Pend Oreille, (WA)""",177.4,"175.6 - 204.1 (644)",2478
53063,"""Spokane, (WA)""",149.8,"148.7 - 175.5 (644)",1983
53065,"""Stevens, (WA)""",227.4,"204.2 - 242.8 (644)",2914
53071,"""Walla Walla, (WA)""",150.9,"148.7 - 175.5 (644)",2671
53075,"""Whitman, (WA)""",186.7,"175.6 - 204.1 (644)",2387
56033,"""Sheridan, (WY)""",179.2,"175.6 - 204.1 (644)",2445
01003,"""Baldwin, (AL)""",184.7,"175.6 - 204.1 (644)",1620
01005,"""Barbour, (AL)""",141.1,"26.6 - 148.6 (644)",1680
01011,"""Bullock, (AL)""",142.5,"26.6 - 148.6 (644)",1855
01013,"""Butler, (AL)""",184.9,"175.6 - 204.1 (644)",2237
01023,"""Choctaw, (AL)""",318.4,"242.9 - 651.5 (644)",2897
01025,"""Clarke, (AL)""",247.5,"242.9 - 651.5 (644)",1755
01031,"""Coffee, (AL)""",246.2,"242.9 - 651.5 (644)",1487
01035,"""Conecuh, (AL)""",216.8,"204.2 - 242.8 (644)",1584
01039,"""Covington, (AL)""",251.2,"242.9 - 651.5 (644)",1572
01041,"""Crenshaw, (AL)""",220.7,"204.2 - 242.8 (644)",1794
01045,"""Dale, (AL)""",153,"148.7 - 175.5 (644)",1794
01053,"""Escambia, (AL)""",254.4,"242.9 - 651.5 (644)",2372
01061,"""Geneva, (AL)""",215.1,"204.2 - 242.8 (644)",1439
01067,"""Henry, (AL)""",161.6,"148.7 - 175.5 (644)",1736
01069,"""Houston, (AL)""",133.5,"26.6 - 148.6 (644)",1606
01097,"""Mobile, (AL)""",221.5,"204.2 - 242.8 (644)",1473
01099,"""Monroe, (AL)""",171.3,"148.7 - 175.5 (644)",2275
01109,"""Pike, (AL)""",138.1,"26.6 - 148.6 (644)",1565
01129,"""Washington, (AL)""",249.1,"242.9 - 651.5 (644)",1310
01131,"""Wilcox, (AL)""",175.7,"175.6 - 204.1 (644)",2486
12001,"""Alachua, (FL)""",134.5,"26.6 - 148.6 (644)",1391
12003,"""Baker, (FL)""",221.1,"204.2 - 242.8 (644)",2339
12005,"""Bay, (FL)""",222.2,"204.2 - 242.8 (644)",1335
12007,"""Bradford, (FL)""",208.8,"204.2 - 242.8 (644)",1557
12009,"""Brevard, (FL)""",198.4,"175.6 - 204.1 (644)",1444
12013,"""Calhoun, (FL)""",213.4,"204.2 - 242.8 (644)",1973
12015,"""Charlotte, (FL)""",151.7,"148.7 - 175.5 (644)",1455
12017,"""Citrus, (FL)""",247.4,"242.9 - 651.5 (644)",1291
12019,"""Clay, (FL)""",157,"148.7 - 175.5 (644)",1972
12021,"""Collier, (FL)""",117.6,"26.6 - 148.6 (644)",1442
12023,"""Columbia, (FL)""",226.2,"204.2 - 242.8 (644)",1298
12027,"""DeSoto, (FL)""",156.9,"148.7 - 175.5 (644)",1968
12029,"""Dixie, (FL)""",225.2,"204.2 - 242.8 (644)",1914
12031,"""Duval, (FL)""",183.4,"175.6 - 204.1 (644)",1889
12033,"""Escambia, (FL)""",179.5,"175.6 - 204.1 (644)",2155
12035,"""Flagler, (FL)""",159.5,"148.7 - 175.5 (644)",1519
12037,"""Franklin, (FL)""",194.3,"175.6 - 204.1 (644)",1717
12039,"""Gadsden, (FL)""",159.4,"148.7 - 175.5 (644)",1436
12041,"""Gilchrist, (FL)""",175.3,"148.7 - 175.5 (644)",1800
12043,"""Glades, (FL)""",168.5,"148.7 - 175.5 (644)",1646
12045,"""Gulf, (FL)""",216.2,"204.2 - 242.8 (644)",1707
12047,"""Hamilton, (FL)""",243.7,"242.9 - 651.5 (644)",950
12049,"""Hardee, (FL)""",179.3,"175.6 - 204.1 (644)",2370
12051,"""Hendry, (FL)""",240.4,"204.2 - 242.8 (644)",2080
12053,"""Hernando, (FL)""",210.8,"204.2 - 242.8 (644)",904
12055,"""Highlands, (FL)""",171.2,"148.7 - 175.5 (644)",2237
12057,"""Hillsborough, (FL)""",184,"175.6 - 204.1 (644)",1496
12059,"""Holmes, (FL)""",242,"204.2 - 242.8 (644)",2001
12061,"""Indian River, (FL)""",188.3,"175.6 - 204.1 (644)",1883
12063,"""Jackson, (FL)""",214.6,"204.2 - 242.8 (644)",1561
12065,"""Jefferson, (FL)""",184.4,"175.6 - 204.1 (644)",1507
12067,"""Lafayette, (FL)""",241.1,"204.2 - 242.8 (644)",1805
12069,"""Lake, (FL)""",196.1,"175.6 - 204.1 (644)",1545
12071,"""Lee, (FL)""",148.6,"26.6 - 148.6 (644)",1397
12073,"""Leon, (FL)""",148.9,"148.7 - 175.5 (644)",1177
12075,"""Levy, (FL)""",235.9,"204.2 - 242.8 (644)",1542
12077,"""Liberty, (FL)""",187.9,"175.6 - 204.1 (644)",2103
12079,"""Madison, (FL)""",226.6,"204.2 - 242.8 (644)",1632
12081,"""Manatee, (FL)""",168.8,"148.7 - 175.5 (644)",1379
12083,"""Marion, (FL)""",274.4,"242.9 - 651.5 (644)",1243
12087,"""Monroe, (FL)""",183.1,"175.6 - 204.1 (644)",2685
12089,"""Nassau, (FL)""",178.5,"175.6 - 204.1 (644)",2102
12091,"""Okaloosa, (FL)""",144.5,"26.6 - 148.6 (644)",1840
12093,"""Okeechobee, (FL)""",248.7,"242.9 - 651.5 (644)",1317
12095,"""Orange, (FL)""",170.4,"148.7 - 175.5 (644)",1595
12097,"""Osceola, (FL)""",217,"204.2 - 242.8 (644)",1545
12101,"""Pasco, (FL)""",184.8,"175.6 - 204.1 (644)",1401
12103,"""Pinellas, (FL)""",181.9,"175.6 - 204.1 (644)",1571
12105,"""Polk, (FL)""",189.3,"175.6 - 204.1 (644)",1408
12107,"""Putnam, (FL)""",202.5,"175.6 - 204.1 (644)",1605
12109,"""St. Johns, (FL)""",139.8,"26.6 - 148.6 (644)",1718
12113,"""Santa Rosa, (FL)""",168,"148.7 - 175.5 (644)",2238
12115,"""Sarasota, (FL)""",124,"26.6 - 148.6 (644)",1539
12117,"""Seminole, (FL)""",156.2,"148.7 - 175.5 (644)",1299
12119,"""Sumter, (FL)""",194.3,"175.6 - 204.1 (644)",1403
12121,"""Suwannee, (FL)""",253.3,"242.9 - 651.5 (644)",1126
12123,"""Taylor, (FL)""",224,"204.2 - 242.8 (644)",1581
12125,"""Union, (FL)""",365.2,"242.9 - 651.5 (644)",2076
12127,"""Volusia, (FL)""",214.9,"204.2 - 242.8 (644)",1557
12129,"""Wakulla, (FL)""",182.1,"175.6 - 204.1 (644)",1154
12131,"""Walton, (FL)""",170.5,"148.7 - 175.5 (644)",2064
12133,"""Washington, (FL)""",281.7,"242.9 - 651.5 (644)",2650
13001,"""Appling, (GA)""",279.3,"242.9 - 651.5 (644)",2461
13003,"""Atkinson, (GA)""",176.7,"175.6 - 204.1 (644)",2178
13005,"""Bacon, (GA)""",274.3,"242.9 - 651.5 (644)",4364
13007,"""Baker, (GA)""",144,"26.6 - 148.6 (644)",979
13017,"""Ben Hill, (GA)""",242.9,"242.9 - 651.5 (644)",2462
13019,"""Berrien, (GA)""",263.4,"242.9 - 651.5 (644)",1441
13025,"""Brantley, (GA)""",269.3,"242.9 - 651.5 (644)",1648
13027,"""Brooks, (GA)""",199.6,"175.6 - 204.1 (644)",1968
13029,"""Bryan, (GA)""",162.6,"148.7 - 175.5 (644)",1327
13037,"""Calhoun, (GA)""",120,"26.6 - 148.6 (644)",4599
13039,"""Camden, (GA)""",205.4,"204.2 - 242.8 (644)",2479
13049,"""Charlton, (GA)""",114.3,"26.6 - 148.6 (644)",1483
13051,"""Chatham, (GA)""",109.9,"26.6 - 148.6 (644)",1780
13061,"""Clay, (GA)""",188.1,"175.6 - 204.1 (644)",2428
13065,"""Clinch, (GA)""",336.3,"242.9 - 651.5 (644)",2521
13069,"""Coffee, (GA)""",238.3,"204.2 - 242.8 (644)",3311
13071,"""Colquitt, (GA)""",180.9,"175.6 - 204.1 (644)",2313
13075,"""Cook, (GA)""",268.7,"242.9 - 651.5 (644)",3197
13081,"""Crisp, (GA)""",159.2,"148.7 - 175.5 (644)",3133
13087,"""Decatur, (GA)""",175.1,"148.7 - 175.5 (644)",2034
13095,"""Dougherty, (GA)""",110.4,"26.6 - 148.6 (644)",2435
13099,"""Early, (GA)""",134.1,"26.6 - 148.6 (644)",1995
13101,"""Echols, (GA)""",179.6,"175.6 - 204.1 (644)",1949
13127,"""Glynn, (GA)""",175.3,"148.7 - 175.5 (644)",2167
13131,"""Grady, (GA)""",179.2,"175.6 - 204.1 (644)",2039
13155,"""Irwin, (GA)""",230,"204.2 - 242.8 (644)",3332
13161,"""Jeff Davis, (GA)""",301.1,"242.9 - 651.5 (644)",2158
13173,"""Lanier, (GA)""",180,"175.6 - 204.1 (644)",2046
13177,"""Lee, (GA)""",202.6,"175.6 - 204.1 (644)",1733
13179,"""Liberty, (GA)""",137.3,"26.6 - 148.6 (644)",2806
13183,"""Long, (GA)""",151.3,"148.7 - 175.5 (644)",2789
13185,"""Lowndes, (GA)""",202.7,"175.6 - 204.1 (644)",1563
13191,"""McIntosh, (GA)""",135.2,"26.6 - 148.6 (644)",1578
13201,"""Miller, (GA)""",154.4,"148.7 - 175.5 (644)",3665
13205,"""Mitchell, (GA)""",257,"242.9 - 651.5 (644)",1600
13229,"""Pierce, (GA)""",232.2,"204.2 - 242.8 (644)",2148
13239,"""Quitman, (GA)""",132.4,"26.6 - 148.6 (644)",1669
13243,"""Randolph, (GA)""",89.7,"26.6 - 148.6 (644)",3120
13253,"""Seminole, (GA)""",174.1,"148.7 - 175.5 (644)",1587
13259,"""Stewart, (GA)""",136.5,"26.6 - 148.6 (644)",2387
13261,"""Sumter, (GA)""",180.1,"175.6 - 204.1 (644)",1822
13267,"""Tattnall, (GA)""",214.6,"204.2 - 242.8 (644)",1638
13271,"""Telfair, (GA)""",118.6,"26.6 - 148.6 (644)",2108
13273,"""Terrell, (GA)""",102.1,"26.6 - 148.6 (644)",2276
13275,"""Thomas, (GA)""",185.8,"175.6 - 204.1 (644)",2445
13277,"""Tift, (GA)""",191,"175.6 - 204.1 (644)",2410
13287,"""Turner, (GA)""",191.3,"175.6 - 204.1 (644)",1723
13299,"""Ware, (GA)""",254.5,"242.9 - 651.5 (644)",2380
13305,"""Wayne, (GA)""",198,"175.6 - 204.1 (644)",1488
13307,"""Webster, (GA)""",130.7,"26.6 - 148.6 (644)",2140
13309,"""Wheeler, (GA)""",155.6,"148.7 - 175.5 (644)",2300
13315,"""Wilcox, (GA)""",226.2,"204.2 - 242.8 (644)",2618
13321,"""Worth, (GA)""",109.2,"26.6 - 148.6 (644)",2396
22001,"""Acadia, (LA)""",221,"204.2 - 242.8 (644)",2133
22003,"""Allen, (LA)""",230,"204.2 - 242.8 (644)",1815
22005,"""Ascension, (LA)""",160.5,"148.7 - 175.5 (644)",1755
22007,"""Assumption, (LA)""",206.1,"204.2 - 242.8 (644)",1864
22009,"""Avoyelles, (LA)""",288.7,"242.9 - 651.5 (644)",1936
22011,"""Beauregard, (LA)""",310.9,"242.9 - 651.5 (644)",2114
22019,"""Calcasieu, (LA)""",220,"204.2 - 242.8 (644)",1694
22021,"""Caldwell, (LA)""",81.5,"26.6 - 148.6 (644)",2525
22023,"""Cameron, (LA)""",177.6,"175.6 - 204.1 (644)",1839
22025,"""Catahoula, (LA)""",227.9,"204.2 - 242.8 (644)",1931
22029,"""Concordia, (LA)""",159.4,"148.7 - 175.5 (644)",2086
22033,"""East Baton Rouge, (LA)""",197.6,"175.6 - 204.1 (644)",1990
22037,"""East Feliciana, (LA)""",366.8,"242.9 - 651.5 (644)",2006
22039,"""Evangeline, (LA)""",269.8,"242.9 - 651.5 (644)",2200
22043,"""Grant, (LA)""",211,"204.2 - 242.8 (644)",1729
22045,"""Iberia, (LA)""",308.5,"242.9 - 651.5 (644)",2338
22047,"""Iberville, (LA)""",126.4,"26.6 - 148.6 (644)",1450
22051,"""Jefferson, (LA)""",153.4,"148.7 - 175.5 (644)",2371
22053,"""Jefferson Davis, (LA)""",159.5,"148.7 - 175.5 (644)",1912
22055,"""Lafayette, (LA)""",189.6,"175.6 - 204.1 (644)",1979
22057,"""Lafourche, (LA)""",169.7,"148.7 - 175.5 (644)",2203
22059,"""La Salle, (LA)""",142.9,"26.6 - 148.6 (644)",2580
22063,"""Livingston, (LA)""",149.6,"148.7 - 175.5 (644)",1873
22069,"""Natchitoches, (LA)""",206.4,"204.2 - 242.8 (644)",2356
22071,"""Orleans, (LA)""",126.2,"26.6 - 148.6 (644)",2453
22075,"""Plaquemines, (LA)""",124.4,"26.6 - 148.6 (644)",2636
22077,"""Pointe Coupee, (LA)""",233,"204.2 - 242.8 (644)",2788
22079,"""Rapides, (LA)""",225.9,"204.2 - 242.8 (644)",1427
22081,"""Red River, (LA)""",176.5,"175.6 - 204.1 (644)",3965
22085,"""Sabine, (LA)""",170.3,"148.7 - 175.5 (644)",2174
22087,"""St. Bernard, (LA)""",195.1,"175.6 - 204.1 (644)",2655
22089,"""St. Charles, (LA)""",146.4,"26.6 - 148.6 (644)",3555
22091,"""St. Helena, (LA)""",135.6,"26.6 - 148.6 (644)",2434
22093,"""St. James, (LA)""",171.1,"148.7 - 175.5 (644)",2803
22095,"""St. John the Baptist, (LA)""",195.7,"175.6 - 204.1 (644)",2087
22097,"""St. Landry, (LA)""",381,"242.9 - 651.5 (644)",2448
22099,"""St. Martin, (LA)""",168.4,"148.7 - 175.5 (644)",2434
22101,"""St. Mary, (LA)""",186.4,"175.6 - 204.1 (644)",2541
22103,"""St. Tammany, (LA)""",146.4,"26.6 - 148.6 (644)",2332
22105,"""Tangipahoa, (LA)""",293,"242.9 - 651.5 (644)",2154
22107,"""Tensas, (LA)""",165.3,"148.7 - 175.5 (644)",1714
22109,"""Terrebonne, (LA)""",216.2,"204.2 - 242.8 (644)",2048
22113,"""Vermilion, (LA)""",341.2,"242.9 - 651.5 (644)",2065
22115,"""Vernon, (LA)""",226.6,"204.2 - 242.8 (644)",1598
22117,"""Washington, (LA)""",262.7,"242.9 - 651.5 (644)",3644
22121,"""West Baton Rouge, (LA)""",153,"148.7 - 175.5 (644)",1524
22125,"""West Feliciana, (LA)""",158.6,"148.7 - 175.5 (644)",2591
22127,"""Winn, (LA)""",221.8,"204.2 - 242.8 (644)",2706
28001,"""Adams, (MS)""",146.6,"26.6 - 148.6 (644)",1477
28005,"""Amite, (MS)""",98.8,"26.6 - 148.6 (644)",2613
28021,"""Claiborne, (MS)""",198.7,"175.6 - 204.1 (644)",2346
28023,"""Clarke, (MS)""",270.2,"242.9 - 651.5 (644)",2638
28029,"""Copiah, (MS)""",242.4,"204.2 - 242.8 (644)",2356
28031,"""Covington, (MS)""",293.2,"242.9 - 651.5 (644)",1875
28035,"""Forrest, (MS)""",275.7,"242.9 - 651.5 (644)",1823
28037,"""Franklin, (MS)""",122.7,"26.6 - 148.6 (644)",2435
28039,"""George, (MS)""",240.3,"204.2 - 242.8 (644)",2166
28041,"""Greene, (MS)""",331.5,"242.9 - 651.5 (644)",2526
28045,"""Hancock, (MS)""",186.4,"175.6 - 204.1 (644)",2508
28047,"""Harrison, (MS)""",207.6,"204.2 - 242.8 (644)",2807
28059,"""Jackson, (MS)""",206.7,"204.2 - 242.8 (644)",2820
28061,"""Jasper, (MS)""",237.1,"204.2 - 242.8 (644)",2330
28063,"""Jefferson, (MS)""",130,"26.6 - 148.6 (644)",2313
28065,"""Jefferson Davis, (MS)""",185.6,"175.6 - 204.1 (644)",2002
28067,"""Jones, (MS)""",144.4,"26.6 - 148.6 (644)",1979
28073,"""Lamar, (MS)""",216.2,"204.2 - 242.8 (644)",1607
28077,"""Lawrence, (MS)""",289.8,"242.9 - 651.5 (644)",2511
28085,"""Lincoln, (MS)""",124.2,"26.6 - 148.6 (644)",2615
28091,"""Marion, (MS)""",187.1,"175.6 - 204.1 (644)",1820
28109,"""Pearl River, (MS)""",229.7,"204.2 - 242.8 (644)",2245
28111,"""Perry, (MS)""",234.7,"204.2 - 242.8 (644)",1832
28113,"""Pike, (MS)""",184.6,"175.6 - 204.1 (644)",2910
28127,"""Simpson, (MS)""",234.9,"204.2 - 242.8 (644)",2038
28129,"""Smith, (MS)""",207.1,"204.2 - 242.8 (644)",1647
28131,"""Stone, (MS)""",259.9,"242.9 - 651.5 (644)",2949
28147,"""Walthall, (MS)""",201.6,"175.6 - 204.1 (644)",2677
28153,"""Wayne, (MS)""",320.7,"242.9 - 651.5 (644)",2060
28157,"""Wilkinson, (MS)""",169.7,"148.7 - 175.5 (644)",2428
01007,"""Bibb, (AL)""",136.5,"26.6 - 148.6 (644)",2063
01033,"""Colbert, (AL)""",127,"26.6 - 148.6 (644)",1557
01057,"""Fayette, (AL)""",207.6,"204.2 - 242.8 (644)",2406
01059,"""Franklin, (AL)""",131.3,"26.6 - 148.6 (644)",1852
01063,"""Greene, (AL)""",119.1,"26.6 - 148.6 (644)",2361
01065,"""Hale, (AL)""",141.2,"26.6 - 148.6 (644)",2019
01075,"""Lamar, (AL)""",180.3,"175.6 - 204.1 (644)",1978
01077,"""Lauderdale, (AL)""",137.9,"26.6 - 148.6 (644)",1278
01079,"""Lawrence, (AL)""",142.6,"26.6 - 148.6 (644)",1457
01091,"""Marengo, (AL)""",196.3,"175.6 - 204.1 (644)",1650
01093,"""Marion, (AL)""",262.8,"242.9 - 651.5 (644)",2157
01105,"""Perry, (AL)""",181.1,"175.6 - 204.1 (644)",2035
01107,"""Pickens, (AL)""",116.7,"26.6 - 148.6 (644)",1536
01119,"""Sumter, (AL)""",156.5,"148.7 - 175.5 (644)",2181
01125,"""Tuscaloosa, (AL)""",140.7,"26.6 - 148.6 (644)",2070
01127,"""Walker, (AL)""",210.9,"204.2 - 242.8 (644)",1640
01133,"""Winston, (AL)""",187.2,"175.6 - 204.1 (644)",1159
05001,"""Arkansas, (AR)""",271.4,"242.9 - 651.5 (644)",3105
05003,"""Ashley, (AR)""",259.2,"242.9 - 651.5 (644)",3076
05005,"""Baxter, (AR)""",197.9,"175.6 - 204.1 (644)",2565
05009,"""Boone, (AR)""",374.1,"242.9 - 651.5 (644)",2584
05011,"""Bradley, (AR)""",347.2,"242.9 - 651.5 (644)",2546
05013,"""Calhoun, (AR)""",229.3,"204.2 - 242.8 (644)",2297
05015,"""Carroll, (AR)""",255.5,"242.9 - 651.5 (644)",2477
05017,"""Chicot, (AR)""",311.3,"242.9 - 651.5 (644)",3413
05019,"""Clark, (AR)""",278.4,"242.9 - 651.5 (644)",1946
05021,"""Clay, (AR)""",333.2,"242.9 - 651.5 (644)",3559
05023,"""Cleburne, (AR)""",160.7,"148.7 - 175.5 (644)",2517
05025,"""Cleveland, (AR)""",236.6,"204.2 - 242.8 (644)",3113
05027,"""Columbia, (AR)""",247.8,"242.9 - 651.5 (644)",2201
05029,"""Conway, (AR)""",253.3,"242.9 - 651.5 (644)",2493
05031,"""Craighead, (AR)""",202.2,"175.6 - 204.1 (644)",2385
05035,"""Crittenden, (AR)""",228.4,"204.2 - 242.8 (644)",1707
05037,"""Cross, (AR)""",254.7,"242.9 - 651.5 (644)",1638
05039,"""Dallas, (AR)""",261.4,"242.9 - 651.5 (644)",2486
05041,"""Desha, (AR)""",651.5,"242.9 - 651.5 (644)",3598
05043,"""Drew, (AR)""",252.5,"242.9 - 651.5 (644)",2759
05045,"""Faulkner, (AR)""",234.7,"204.2 - 242.8 (644)",2249
05049,"""Fulton, (AR)""",246.6,"242.9 - 651.5 (644)",3227
05051,"""Garland, (AR)""",273.8,"242.9 - 651.5 (644)",1994
05053,"""Grant, (AR)""",219.2,"204.2 - 242.8 (644)",2243
05055,"""Greene, (AR)""",259.3,"242.9 - 651.5 (644)",2303
05059,"""Hot Spring, (AR)""",254.3,"242.9 - 651.5 (644)",1970
05063,"""Independence, (AR)""",323.7,"242.9 - 651.5 (644)",3276
05065,"""Izard, (AR)""",235.2,"204.2 - 242.8 (644)",4068
05067,"""Jackson, (AR)""",275.1,"242.9 - 651.5 (644)",2900
05069,"""Jefferson, (AR)""",281.8,"242.9 - 651.5 (644)",2562
05071,"""Johnson, (AR)""",242.6,"204.2 - 242.8 (644)",2415
05073,"""Lafayette, (AR)""",226.6,"204.2 - 242.8 (644)",2715
05075,"""Lawrence, (AR)""",243.8,"242.9 - 651.5 (644)",3287
05077,"""Lee, (AR)""",243.1,"242.9 - 651.5 (644)",2510
05079,"""Lincoln, (AR)""",309.3,"242.9 - 651.5 (644)",2710
05085,"""Lonoke, (AR)""",173.7,"148.7 - 175.5 (644)",1988
05089,"""Marion, (AR)""",292.8,"242.9 - 651.5 (644)",2436
05093,"""Mississippi, (AR)""",424.2,"242.9 - 651.5 (644)",2512
05095,"""Monroe, (AR)""",475.5,"242.9 - 651.5 (644)",2534
05097,"""Montgomery, (AR)""",244.5,"242.9 - 651.5 (644)",1854
05099,"""Nevada, (AR)""",276,"242.9 - 651.5 (644)",3005
05101,"""Newton, (AR)""",380.6,"242.9 - 651.5 (644)",2074
05103,"""Ouachita, (AR)""",297.2,"242.9 - 651.5 (644)",2489
05105,"""Perry, (AR)""",260.6,"242.9 - 651.5 (644)",2295
05107,"""Phillips, (AR)""",240.3,"204.2 - 242.8 (644)",1955
05109,"""Pike, (AR)""",269,"242.9 - 651.5 (644)",2486
05111,"""Poinsett, (AR)""",334.6,"242.9 - 651.5 (644)",1908
05115,"""Pope, (AR)""",249.8,"242.9 - 651.5 (644)",2360
05117,"""Prairie, (AR)""",278.2,"242.9 - 651.5 (644)",2167
05119,"""Pulaski, (AR)""",226.9,"204.2 - 242.8 (644)",2074
05121,"""Randolph, (AR)""",256.8,"242.9 - 651.5 (644)",2638
05123,"""St. Francis, (AR)""",346.8,"242.9 - 651.5 (644)",2014
05125,"""Saline, (AR)""",166.4,"148.7 - 175.5 (644)",2396
05129,"""Searcy, (AR)""",233.2,"204.2 - 242.8 (644)",3188
05135,"""Sharp, (AR)""",307.2,"242.9 - 651.5 (644)",5439
05137,"""Stone, (AR)""",193.9,"175.6 - 204.1 (644)",3336
05139,"""Union, (AR)""",237.9,"204.2 - 242.8 (644)",2374
05141,"""Van Buren, (AR)""",193.5,"175.6 - 204.1 (644)",2598
05145,"""White, (AR)""",335.3,"242.9 - 651.5 (644)",2006
05147,"""Woodruff, (AR)""",429,"242.9 - 651.5 (644)",2727
05149,"""Yell, (AR)""",313.5,"242.9 - 651.5 (644)",2500
17003,"""Alexander, (IL)""",284.3,"242.9 - 651.5 (644)",2967
17055,"""Franklin, (IL)""",178.4,"175.6 - 204.1 (644)",3022
17059,"""Gallatin, (IL)""",268.9,"242.9 - 651.5 (644)",3290
17065,"""Hamilton, (IL)""",151,"148.7 - 175.5 (644)",2765
17069,"""Hardin, (IL)""",369.2,"242.9 - 651.5 (644)",3877
17077,"""Jackson, (IL)""",150.7,"148.7 - 175.5 (644)",4370
17081,"""Jefferson, (IL)""",179,"175.6 - 204.1 (644)",2198
17087,"""Johnson, (IL)""",154.5,"148.7 - 175.5 (644)",2880
17127,"""Massac, (IL)""",209.1,"204.2 - 242.8 (644)",2810
17133,"""Monroe, (IL)""",199.5,"175.6 - 204.1 (644)",2175
17145,"""Perry, (IL)""",173.3,"148.7 - 175.5 (644)",5376
17151,"""Pope, (IL)""",173.2,"148.7 - 175.5 (644)",2212
17153,"""Pulaski, (IL)""",269.9,"242.9 - 651.5 (644)",2918
17157,"""Randolph, (IL)""",180.7,"175.6 - 204.1 (644)",3635
17165,"""Saline, (IL)""",158.5,"148.7 - 175.5 (644)",2995
17181,"""Union, (IL)""",228.2,"204.2 - 242.8 (644)",4140
17189,"""Washington, (IL)""",188.9,"175.6 - 204.1 (644)",2409
17193,"""White, (IL)""",181.3,"175.6 - 204.1 (644)",3068
17199,"""Williamson, (IL)""",162.8,"148.7 - 175.5 (644)",2903
